ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 8 de noviembre,0,1,2.0,0,0,,en trámite,3 plantas,1,0,83018068,4,,Tobarra,"Calle Andalucía, 27"," Calle Andalucía, 27 , Tobarra , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",120,,2019-04-12,120000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de noviembre,0,0,2.0,0,1,,no indicado,2 plantas,0,0,83207118,3,,Hellín,"Calle Isabel la Católica, 4"," Calle Isabel la Católica, 4 , Hellín , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",100,,2019-04-12,105000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de noviembre,0,0,1.0,0,0,,no indicado,,0,0,83229814,3,,Tobarra,"Barrio San Diego, 26"," Barrio San Diego, 26 , Tobarra , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",50,,2019-04-12,80000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de diciembre,0,0,1.0,0,0,,,1 planta,0,0,83363095,2,,Pozohondo,"Calle Alegría, 1"," Calle Alegría, 1 , Pozohondo , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",140,,2019-04-12,27000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de enero,0,0,2.0,0,0,,no indicado,planta 2ª exterior,0,0,83782846,1,1,Tobarra,"Avenida Juan Carlos I, 10"," Avenida Juan Carlos I, 10 , Tobarra , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",180,,2019-04-12,60000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de enero,0,0,1.0,0,0,,no indicado,2 plantas,0,0,83813923,2,,Tobarra,"Camino Particiones, 33"," Camino Particiones, 33 , Tobarra , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",2000,,2019-04-12,36000,0,4.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de febrero,0,0,1.0,0,1,,no indicado,2 plantas,1,0,83819156,3,,Hellín,"Calle El pardo, 7"," Calle El pardo, 7 , Hellín , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",180,,2019-04-12,30000,0,7.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de enero,0,0,1.0,0,0,,no indicado,,0,0,83855497,3,,Tobarra,Urb. Los Mardos," Calle barrio de arriba, 1 , Urb. Los Mardos , Tobarra , Campo de Hellín, Albacete ","Calle barrio de arriba, 1","Campo de Hellín, Albacete",200,,2019-04-12,50000,0,6.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de enero,0,0,1.0,0,0,,no indicado,,0,0,83967195,6,,Pozohondo,Calle lietor s/n," Calle lietor s/n , Pozohondo , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",140000,,2019-04-12,400000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de febrero,0,0,2.0,0,0,,no indicado,,0,0,452506,4,,Hellín,"Calle Grao, 28"," Calle Grao, 28 , Hellín , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",98,,2019-04-12,60000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de febrero,0,0,2.0,0,0,,no indicado,planta 4ª exterior,1,0,84464728,1,1,Tobarra,"Avenida Guardia Civil, 82"," Avenida Guardia Civil, 82 , Tobarra , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",140,,2019-04-12,150000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,1.0,1,0,,no indicado,planta 3ª exterior,0,0,1726000,1,0,Hellín,"Calle Molinicos, 4"," Calle Molinicos, 4 , Hellín , Campo de Hellín, Albacete ",,"Campo de Hellín, Albacete",65,55,2019-04-12,82000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
