price,bath_num,room_num,house_type,house_id,m2_real,m2_useful,loc_city,loc_zone,construct_date,garage
42000,1.0,4.0,3,81853233,124,116,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,0
32000,2.0,4.0,2,34255648,100,,Cañizal,"Tierra del Vino - La Guareña, Zamora",,0
125000,2.0,3.0,7,38882179,66,134,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
30000,1.0,3.0,3,430978,260,185,Santa Clara de Avedillo,"Tierra del Vino - La Guareña, Zamora",,0
81000,2.0,4.0,7,84427977,108,89,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,1
70000,2.0,4.0,0,368642,100,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,0
198334,2.0,6.0,6,27230342,350,180,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2002,0
25000,1.0,1.0,6,27230432,109,95,Corrales,"Tierra del Vino - La Guareña, Zamora",,0
150000,1.0,3.0,6,27230555,172,150,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
100000,2.0,3.0,1,83575205,99,,Corrales,"Tierra del Vino - La Guareña, Zamora",,1
3500,1.0,1.0,9,83922614,62,,Vallesa,"Tierra del Vino - La Guareña, Zamora",,0
95000,1.0,3.0,0,39419911,79,,La Boveda de Toro,"Tierra del Vino - La Guareña, Zamora",,1
80000,1.0,3.0,1,335507,200,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,1
60000,1.0,5.0,2,36501493,354,,Corrales,"Tierra del Vino - La Guareña, Zamora",,0
130000,1.0,5.0,11,40455535,100,,El Cubo de Tierra del Vino,"Tierra del Vino - La Guareña, Zamora",,1
210000,3.0,3.0,1,82900697,150,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,1
12000,1.0,3.0,2,83906295,70,,Sanzoles,"Tierra del Vino - La Guareña, Zamora",,0
3750,1.0,1.0,2,84486204,60,,Vallesa,"Tierra del Vino - La Guareña, Zamora",,0
159000,2.0,3.0,3,84675784,400,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2011,1
312500,3.0,4.0,3,27230644,138,120,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2009,0
45000,1.0,2.0,2,36935306,600,,Corrales,"Tierra del Vino - La Guareña, Zamora",,1
142000,3.0,3.0,3,82985722,500,,Argujillo,"Tierra del Vino - La Guareña, Zamora",,1
252000,2.0,4.0,6,27230056,230,200,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
65000,3.0,4.0,6,27230166,230,200,Villamor de los Escuderos,"Tierra del Vino - La Guareña, Zamora",2007,0
29000,1.0,3.0,0,38186117,95,90,El Cubo de Tierra del Vino,"Tierra del Vino - La Guareña, Zamora",,0
95000,2.0,3.0,1,40443859,150,150,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
185000,2.0,3.0,3,82163975,470,120,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2012,1
79000,1.0,1.0,2,82164265,1380,80,Corrales,"Tierra del Vino - La Guareña, Zamora",,0
145000,2.0,3.0,1,82177911,182,189,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2008,1
58000,1.0,3.0,2,82954052,545,120,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
97000,2.0,3.0,3,27229920,135,,Peleas de Abajo,"Tierra del Vino - La Guareña, Zamora",2004,0
24000,1.0,4.0,4,27601681,115,100,Vadillo de la Guareña,"Tierra del Vino - La Guareña, Zamora",,0
33000,2.0,5.0,2,28198184,140,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,0
12000,1.0,2.0,2,38201569,70,,Fuentelapeña,"Tierra del Vino - La Guareña, Zamora",,0
96000,2.0,3.0,1,26037154,137,90,Peleas de Abajo,"Tierra del Vino - La Guareña, Zamora",2005,1
60000,1.0,3.0,3,29046941,395,,Corrales,"Tierra del Vino - La Guareña, Zamora",,1
19000,0.0,0.0,2,34827773,360,,Jambrina,"Tierra del Vino - La Guareña, Zamora",,0
40000,1.0,3.0,2,81618760,500,120,San Miguel de la Ribera,"Tierra del Vino - La Guareña, Zamora",,0
7000,0.0,0.0,2,84089122,397,,Santa Clara de Avedillo,"Tierra del Vino - La Guareña, Zamora",,0
88000,2.0,3.0,7,1730214,140,90,Peleas de Abajo,"Tierra del Vino - La Guareña, Zamora",,1
90000,3.0,4.0,1,25796909,180,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,1
26000,0.0,0.0,11,26673445,1000,,Villabuena del Puente,"Tierra del Vino - La Guareña, Zamora",,1
45000,1.0,4.0,2,34416153,295,180,San Miguel de la Ribera,"Tierra del Vino - La Guareña, Zamora",,1
18000,1.0,2.0,2,32112371,198,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
100000,2.0,3.0,1,39786800,75,175,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
20000,1.0,2.0,3,84269198,220,,Cañizal,"Tierra del Vino - La Guareña, Zamora",,0
193614,2.0,4.0,3,27229332,209,123,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
24000,2.0,2.0,6,27229348,288,250,San Miguel de la Ribera,"Tierra del Vino - La Guareña, Zamora",,0
35000,2.0,3.0,2,30817719,166,,Cuelgamures,"Tierra del Vino - La Guareña, Zamora",,0
110000,2.0,4.0,7,31102091,114,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
125000,3.0,3.0,3,39963731,110,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
100000,3.0,4.0,2,27407012,320,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
35000,1.0,3.0,1,84043796,146,,Guarrate,"Tierra del Vino - La Guareña, Zamora",,0
110000,2.0,4.0,7,84778227,145,114,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
60000,1.0,3.0,3,1923563,500,,Madridanos,"Tierra del Vino - La Guareña, Zamora",,1
140000,2.0,3.0,3,25499891,240,210,La Boveda de Toro,"Tierra del Vino - La Guareña, Zamora",,0
42000,1.0,3.0,0,28136687,110,,El Cubo de Tierra del Vino,"Tierra del Vino - La Guareña, Zamora",,0
45000,1.0,1.0,0,30047465,45,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,0
45000,2.0,2.0,1,2118787,60,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,0
15000,0.0,2.0,2,34816948,600,,Santa Clara de Avedillo,"Tierra del Vino - La Guareña, Zamora",,0
40000,1.0,4.0,0,36426822,120,,Cañizal,"Tierra del Vino - La Guareña, Zamora",,0
30000,1.0,3.0,7,36525060,90,,La Boveda de Toro,"Tierra del Vino - La Guareña, Zamora",,0
35000,1.0,5.0,2,37242200,400,,Santa Clara de Avedillo,"Tierra del Vino - La Guareña, Zamora",,0
70000,2.0,5.0,3,37286657,700,300,Vallesa,"Tierra del Vino - La Guareña, Zamora",,1
70000,3.0,5.0,2,38050229,440,150,Villaescusa,"Tierra del Vino - La Guareña, Zamora",,1
82000,2.0,3.0,3,31313863,150,,Corrales,"Tierra del Vino - La Guareña, Zamora",,0
50000,1.0,3.0,3,40218042,128,,El Cubo de Tierra del Vino,"Tierra del Vino - La Guareña, Zamora",,0
70000,1.0,4.0,2,40342505,152,248,La Boveda de Toro,"Tierra del Vino - La Guareña, Zamora",,1
105000,2.0,5.0,2,81140096,200,,El Cubo de Tierra del Vino,"Tierra del Vino - La Guareña, Zamora",,1
66000,1.0,3.0,3,82020832,5000,91,Madridanos,"Tierra del Vino - La Guareña, Zamora",,1
33000,1.0,3.0,9,82471416,203,120,Cañizal,"Tierra del Vino - La Guareña, Zamora",,0
128000,2.0,4.0,1,82843799,160,98,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
130000,3.0,3.0,3,29251073,120,249,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,1
50000,3.0,4.0,2,84357143,219,,El Piñero,"Tierra del Vino - La Guareña, Zamora",,1
75000,2.0,3.0,1,1752841,150,,Peleas de Abajo,"Tierra del Vino - La Guareña, Zamora",,1
11000,1.0,3.0,2,32798310,180,,Villaescusa,"Tierra del Vino - La Guareña, Zamora",,0
43000,1.0,3.0,2,81811362,252,120,Gema,"Tierra del Vino - La Guareña, Zamora",,0
60000,2.0,3.0,1,84870432,90,,Corrales,"Tierra del Vino - La Guareña, Zamora",,0
26000,1.0,4.0,2,31457841,106,,Corrales,"Tierra del Vino - La Guareña, Zamora",,0
53900,1.0,4.0,0,32533905,100,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,0
53900,1.0,4.0,0,36107624,100,,Fuentesauco,"Tierra del Vino - La Guareña, Zamora",,0
29900,1.0,3.0,2,83834496,130,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
65000,2.0,4.0,7,84701705,160,,Fuentelapeña,"Tierra del Vino - La Guareña, Zamora",,0
125000,2.0,3.0,2,81973543,220,150,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2016,1
138233,1.0,3.0,6,27230033,115,100,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
10000,1.0,2.0,6,37527327,153,153,Corrales,"Tierra del Vino - La Guareña, Zamora",1845,0
77000,2.0,3.0,6,33089044,1400,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
193000,3.0,4.0,3,27229943,161,140,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2008,0
67000,2.0,3.0,2,37947707,200,100,Fuentespreadas,"Tierra del Vino - La Guareña, Zamora",,1
25000,1.0,2.0,2,38909768,140,130,Gema,"Tierra del Vino - La Guareña, Zamora",,0
46000,1.0,4.0,6,27229039,191,108,Fuentelapeña,"Tierra del Vino - La Guareña, Zamora",,0
165000,2.0,4.0,3,27229116,400,103,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",2008,0
158000,3.0,3.0,6,27229075,207,180,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,0
90000,2.0,7.0,6,27230140,214,186,Cañizal,"Tierra del Vino - La Guareña, Zamora",,0
150000,2.0,5.0,3,40265929,300,,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
138000,2.0,3.0,6,36301231,335,95,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
70000,2.0,5.0,2,82746084,300,250,El Cubo de Tierra del Vino,"Tierra del Vino - La Guareña, Zamora",,0
25000,1.0,3.0,2,84185528,90,72,Jambrina,"Tierra del Vino - La Guareña, Zamora",,0
125000,2.0,4.0,7,37915842,250,120,Moraleja del Vino,"Tierra del Vino - La Guareña, Zamora",,1
