ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,no indicado,,0,0,84894463,1,,Porzuna,"Calle Cardenal Monescillo, 20"," Calle Cardenal Monescillo, 20 , Porzuna , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",100,,2019-04-12,21000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de febrero,0,0,2.0,0,0,,,,0,0,36618404,3,,Malagon,Calle ancha," Calle ancha , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",120,,2019-04-12,42000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de febrero,0,0,2.0,0,0,,,,0,0,38626981,3,,Malagon,Calle ancha," Calle ancha , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",120,,2019-04-12,42000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,,en trámite,,0,1,84441562,0,,Malagon,centro," centro , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",270,200,2019-04-12,48000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,0,0,,en trámite,1 planta,1,0,84806659,1,,Malagon,"Calle San Pablo, 3"," Calle San Pablo, 3 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",212,,2019-04-12,60000,0,5.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de marzo,0,0,1.0,0,0,,,,0,0,84309483,3,,Malagon,," , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",130,110,2019-04-12,52615,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de febrero,0,0,1.0,0,0,,,,0,0,83965151,3,,Fuente el Fresno,Calle la Barandilla," Calle la Barandilla , Fuente el Fresno , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",309,,2019-04-12,95760,0,6.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,bajo,0,0,84335510,4,0,Malagon,," , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",87,70,2019-04-12,72068,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,planta 2ª,0,0,84335532,4,0,Malagon,," , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",104,83,2019-04-12,80709,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de enero,0,0,0.0,0,0,,no indicado,1 planta,0,0,32139824,0,,Navas de Estena,"Plaza el pinar, 5"," Plaza el pinar, 5 , Navas de Estena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",89,55,2019-04-12,35000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 2 de diciembre,0,0,2.0,0,0,,no indicado,2 plantas,1,1,82854574,1,,Piedrabuena,Carretera Navalpino s/n," Carretera Navalpino s/n , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",3000,,2019-04-12,120000,0,5.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,en trámite,,0,0,32309033,1,,Malagon,," , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",236,90,2019-04-12,95000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de marzo,1,0,2.0,0,0,,no indicado,,1,0,443906,3,,Piedrabuena,"Calle Santo Cristo, 39"," Calle Santo Cristo, 39 , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",180,,2019-04-12,90000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de enero,0,0,1.0,0,0,,no indicado,,0,0,28156972,3,,Porzuna,"Calle la Rosa, 4"," Calle la Rosa, 4 , Porzuna , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",150,,2019-04-12,45000,0,5.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,2.0,0,0,,en trámite,,0,0,36843391,1,,Malagon,"Calle Virgen del Pilar, 26"," Calle Virgen del Pilar, 26 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",130,120,2019-04-12,35000,0,5.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,bajo exterior,0,0,82540015,4,0,Malagon,"Calle Pérez Galdós, 35"," Calle Pérez Galdós, 35 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",180,,2019-04-12,48000,0,3.0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de febrero,0,0,1.0,0,0,,no indicado,1 planta,0,0,84137233,0,,Horcajo de los Montes,"Calle Calvario, 7"," Calle Calvario, 7 , Horcajo de los Montes , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",110,,2019-04-12,11000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de febrero,0,0,1.0,0,0,,no indicado,2 plantas,0,0,29240156,0,,Piedrabuena,"Carretera Toledo, 100"," Carretera Toledo, 100 , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",100,,2019-04-12,60000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de marzo,1,0,2.0,1,0,,en trámite,,0,1,84397868,1,,Malagon,," , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",2900,,2019-04-12,240000,0,3.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de marzo,0,0,1.0,0,1,,en trámite,,0,1,84398377,2,,Malagon,," , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",4500,,2019-04-12,45000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,1,0,1.0,0,0,,no indicado,1 planta,0,0,28334056,7,,Fontanarejo,"Travesía de la Alcoba, 2"," Travesía de la Alcoba, 2 , Fontanarejo , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",50,,2019-04-12,24000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de febrero,0,0,2.0,0,0,,no indicado,2 plantas,0,0,32139775,0,,Navas de Estena,"Plaza constitucion, 7"," Plaza constitucion, 7 , Navas de Estena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",178,156,2019-04-12,70000,0,6.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,,2 plantas,0,0,35525720,0,,Anchuras,Calle Iglesia s/n," Calle Iglesia s/n , Anchuras , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",174,,2019-04-12,48000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,0,0,,no indicado,,1,1,30174278,1,,Piedrabuena,Carretera N-430 s/n," Carretera N-430 s/n , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",3000,,2019-04-12,85000,0,3.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,,,0,1,33451129,1,,Anchuras,"Calle barrio nuevo, 22"," Calle barrio nuevo, 22 , Anchuras , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",100,,2019-04-12,47400,1,2.0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 10 de diciembre,0,0,1.0,1,0,,no indicado,planta 2ª exterior,0,0,31234413,4,0,Malagon,"Plaza del remedio, 11"," Plaza del remedio, 11 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",95,,2019-04-12,60000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de enero,0,0,1.0,0,1,,no indicado,2 plantas,1,0,31014264,0,,Fuente el Fresno,"Calle santa quiteria, 68"," Calle santa quiteria, 68 , Fuente el Fresno , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",200,,2019-04-12,30000,0,3.0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,1,,no indicado,1 planta,0,0,40049061,0,,Malagon,Urb. El Cristo del Espíritu Santo," Calle José Antonio s/n , Urb. El Cristo del Espíritu Santo , Malagon , Los Montes, Ciudad Real ",Calle José Antonio s/n,"Los Montes, Ciudad Real",180,,2019-04-12,35000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de marzo,0,0,1.0,0,0,,no indicado,,0,0,81332277,0,,Piedrabuena,"Calle Covachuelas, 52"," Calle Covachuelas, 52 , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",95,,2019-04-12,55000,0,6.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,,1,1,392753,3,,Alcoba,"Calle Ramón y Cajal, 30"," Calle Ramón y Cajal, 30 , Alcoba , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",174,,2019-04-12,40000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,0,,no indicado,1 planta,0,0,40301373,3,,Piedrabuena,"Calle Emperador Trajano, 31"," Calle Emperador Trajano, 31 , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",106,100,2019-04-12,60000,1,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,0,,no indicado,,0,0,82540153,0,,Malagon,"Calle San Marcos, 5"," Calle San Marcos, 5 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",100,,2019-04-12,90000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,,,0,0,82762027,7,,Porzuna,"Calle toledana, 70"," Calle toledana, 70 , Porzuna , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",85,,2019-04-12,49000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,1,,no indicado,,1,1,82822589,6,,Malagon,"Calle Sotillo, 11"," Calle Sotillo, 11 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",700,190,2019-04-12,85000,0,3.0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,,no indicado,,0,0,29343706,1,,Malagon,"Calle la Fuente, 14"," Calle la Fuente, 14 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",85,,2019-04-12,48000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,1,0,1.0,1,0,,en trámite,planta 2ª exterior,0,0,38560899,4,0,Puebla de Don Rodrigo,"Calle Santa Quiteria, 3"," Calle Santa Quiteria, 3 , Puebla de Don Rodrigo , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",65,,2019-04-12,40000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,0,0,,no indicado,1 planta,0,0,38041476,6,,Malagon,"Calle peribáñez c, 2"," Calle peribáñez c, 2 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",122,,2019-04-12,26000,0,5.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 1 de diciembre,0,0,2.0,0,0,,no indicado,,1,0,323005,1,,Retuerta del Bullaque,"Callejón Navalices, 1"," Callejón Navalices, 1 , Retuerta del Bullaque , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",10200,,2019-04-12,130000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de enero,1,0,3.0,1,0,,no indicado,2 plantas,1,1,27370437,1,,Malagon,"Calle Ua1-4, 1"," Calle Ua1-4, 1 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",500,280,2019-04-12,160000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 8 de abril,0,0,1.0,0,0,,no indicado,,0,0,28954922,1,,Piedrabuena,Urbanizacion Tabla de la Yedra s/n," Urbanizacion Tabla de la Yedra s/n , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",175,,2019-04-12,90000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,2.0,0,1,,no indicado,,0,0,30054166,0,,Porzuna,"Calle Nuestra Señora del Rosario, 3"," Calle Nuestra Señora del Rosario, 3 , Porzuna , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",277,,2019-04-12,75000,0,5.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de enero,0,0,1.0,0,0,,no indicado,3 plantas,0,0,34361904,0,,Fontanarejo,"Plaza chica, 4"," Plaza chica, 4 , Fontanarejo , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",150,,2019-04-12,35000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de febrero,0,0,2.0,0,0,1995,no indicado,planta 2ª exterior,0,0,25934501,4,1,Porzuna,"Calle el Molino, 9"," Calle el Molino, 9 , Porzuna , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",100,90,2019-04-12,70000,1,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,1,0,3.0,1,0,,en trámite,2 plantas,1,0,35752337,1,,El Robledo,"Calle Teniente Daoiz, 45"," Calle Teniente Daoiz, 45 , El Robledo , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",640,240,2019-04-12,130000,0,6.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de diciembre,0,0,2.0,0,0,,no indicado,planta 2ª exterior,0,0,38854046,4,1,Fuente el Fresno,"Calle Tablas de Daimiel, 6"," Calle Tablas de Daimiel, 6 , Fuente el Fresno , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",90,,2019-04-12,72000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,4.0,0,0,,no indicado,,0,0,40100255,0,,Malagon,"Calle Abogado José Antonio, 5"," Calle Abogado José Antonio, 5 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",120,,2019-04-12,140000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,1,2.0,0,0,,no indicado,planta 3ª exterior,0,0,40432785,4,0,Malagon,"Calle Tercia, 55"," Calle Tercia, 55 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",207,,2019-04-12,100000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,1 planta,0,0,82849546,1,,Fuente el Fresno,"Avenida Juan Carlos I, 54"," Avenida Juan Carlos I, 54 , Fuente el Fresno , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",130,,2019-04-12,75000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,1,,no indicado,,0,0,84248464,2,,Piedrabuena,E903 s/n," E903 s/n , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",1800,118,2019-04-12,145000,1,5.0,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,0,2.0,0,0,,en trámite,,0,0,38736899,2,,Navas de Estena,," , Navas de Estena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",200,180,2019-04-12,99000,0,6.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,2.0,0,0,,,,0,0,38624832,3,,Malagon,Calle ancha," Calle ancha , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",120,,2019-04-12,59500,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,2.0,0,0,,,,0,0,38625201,3,,Malagon,Calle ancha," Calle ancha , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",120,,2019-04-12,42000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,2.0,0,0,,,,0,0,36618590,3,,Malagon,Calle ancha," Calle ancha , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",120,,2019-04-12,42000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,2.0,0,0,,,,0,0,38626904,3,,Malagon,Calle ancha," Calle ancha , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",120,,2019-04-12,42000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,3.0,0,0,,no indicado,3 plantas,1,0,84808729,0,,Malagon,"Calle La Fuente, 2"," Calle La Fuente, 2 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",200,,2019-04-12,130000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,2.0,0,0,,no indicado,,0,0,83800948,4,,Malagon,," , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",206,159,2019-04-12,71400,0,6.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,1,,en trámite,1 planta,1,0,84806664,0,,Malagon,"San pablo, 3"," San pablo, 3 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",212,,2019-04-12,60000,0,5.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de marzo,0,0,1.0,0,0,,no indicado,1 planta,1,1,1924843,3,,Piedrabuena,Urb. PJE. TABLA DE LA YEDRA," Calle Tabla de la Yedra, 1 , Urb. PJE. TABLA DE LA YEDRA , Piedrabuena , Los Montes, Ciudad Real ","Calle Tabla de la Yedra, 1","Los Montes, Ciudad Real",1600,100,2019-04-12,90000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 7 de febrero,0,0,1.0,0,0,,no indicado,3 plantas,1,0,25339037,7,,Anchuras,"Calle Nuevo, 14"," Calle Nuevo, 14 , Anchuras , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",298,,2019-04-12,40000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de enero,0,0,2.0,1,0,,no indicado,3 plantas,1,0,26697441,3,,Horcajo de los Montes,"Calle Zarza, 13"," Calle Zarza, 13 , Horcajo de los Montes , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",140,110,2019-04-12,65000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,0,,,2 plantas,1,0,27634256,3,,Malagon,"Calle Fray Luis de León, 28"," Calle Fray Luis de León, 28 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",20,130,2019-04-12,75000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 7 de abril,1,0,2.0,0,0,,no indicado,2 plantas,1,0,28067539,3,,Piedrabuena,"Calle los Cipreses, 54"," Calle los Cipreses, 54 , Piedrabuena , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",160,116,2019-04-12,110000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,1.0,1,0,,no indicado,bajo interior,1,0,28539247,4,1,Malagon,"Paseo de la Estación, 11"," Paseo de la Estación, 11 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",95,90,2019-04-12,90000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,1,,inmueble exento,1 planta,0,1,27226016,6,,Malagon,"Carretera Malagón C, 15"," Carretera Malagón C, 15 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",700,350,2019-04-12,56000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de enero,0,1,2.0,0,0,,no indicado,2 plantas,0,0,30139925,0,,Malagon,"Calle Ancha, 3"," Calle Ancha, 3 , Malagon , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",141,170,2019-04-12,89000,0,9.0,1,0,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,1,,no indicado,1 planta,1,0,30294978,0,,El Robledo,"Calle Cura Jesús, 1"," Calle Cura Jesús, 1 , El Robledo , Los Montes, Ciudad Real ",,"Los Montes, Ciudad Real",200,160,2019-04-12,59000,0,5.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
