price,bath_num,room_num,house_type,house_id,m2_real,m2_useful,loc_city,loc_zone,construct_date,air_conditioner,balcony,built_in_wardrobe,chimney,garage,garden,lift,reduced_mobility,storage_room,swimming_pool,terrace,province,market_type,price_per_m2,property_age,room_density,luxury_score,accessibility_score,space_efficiency
650,1.0,2.0,15,84553635,62,85.0,Barakaldo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.483870967741936,49.0,0.03225806451612903,0.0,0.0,1.0
1050,1.0,2.0,15,84576392,80,70.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,13.125,49.0,0.025,0.0,1.0,0.875
730,2.0,3.0,15,84634595,85,85.0,Barakaldo,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,bizkaia,rental,8.588235294117647,49.0,0.03529411764705882,1.0,2.0,1.0
1300,2.0,3.0,15,84645432,120,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.833333333333334,49.0,0.025,0.0,1.0,0.7083333333333334
750,1.0,3.0,15,84793653,89,78.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,8.426966292134832,49.0,0.033707865168539325,0.0,1.0,0.8764044943820225
850,2.0,2.0,15,40069994,85,75.0,Barakaldo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,bizkaia,rental,10.0,49.0,0.023529411764705882,2.0,2.0,0.8823529411764706
1000,2.0,2.0,15,81266434,70,65.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,14.285714285714286,49.0,0.02857142857142857,0.0,1.0,0.9285714285714286
990,1.0,1.0,15,82759395,65,50.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,15.23076923076923,49.0,0.015384615384615385,1.0,1.0,0.7692307692307693
800,1.0,1.0,15,83184664,65,60.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bizkaia,rental,12.307692307692308,49.0,0.015384615384615385,1.0,0.0,0.9230769230769231
1300,1.0,4.0,15,83435488,84,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,15.476190476190476,49.0,0.047619047619047616,0.0,1.0,1.0
1250,1.0,1.0,15,83559843,60,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,20.833333333333332,49.0,0.016666666666666666,0.0,1.0,1.0
900,1.0,2.0,15,34940018,75,70.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.0,49.0,0.02666666666666667,0.0,1.0,0.9333333333333333
1150,1.0,3.0,15,38049369,75,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,15.333333333333334,49.0,0.04,1.0,1.0,1.0
1100,2.0,3.0,15,1899391,105,94.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,bizkaia,rental,10.476190476190476,49.0,0.02857142857142857,3.0,2.0,0.8952380952380953
1200,2.0,4.0,15,83922603,110,100.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.909090909090908,49.0,0.03636363636363636,0.0,1.0,0.9090909090909091
850,2.0,2.0,15,1853886,95,75.0,"Etxebarri, Anteiglesia de San esteban","Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,bizkaia,rental,8.947368421052632,49.0,0.021052631578947368,1.0,2.0,0.7894736842105263
820,2.0,2.0,16,1866433,136,109.0,Berriz,"Duranguesado, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,bizkaia,rental,6.029411764705882,49.0,0.014705882352941176,1.0,0.0,0.8014705882352942
650,1.0,3.0,15,25961816,80,75.0,Derio,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bizkaia,rental,8.125,49.0,0.0375,1.0,0.0,0.9375
750,1.0,1.0,15,38636550,50,85.0,Leioa,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,15.0,49.0,0.02,0.0,1.0,1.0
1150,1.0,1.0,15,35950584,109,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,bizkaia,rental,10.55045871559633,49.0,0.009174311926605505,2.0,1.0,0.7798165137614679
900,2.0,2.0,15,84610461,75,70.0,Leioa,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,12.0,49.0,0.02666666666666667,2.0,1.0,0.9333333333333333
750,1.0,2.0,15,84652563,100,85.0,Arrigorriaga,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,7.5,49.0,0.02,0.0,0.0,0.85
1100,2.0,3.0,15,84814444,90,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.222222222222221,49.0,0.03333333333333333,0.0,0.0,0.9444444444444444
1175,2.0,3.0,15,38069019,98,86.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,11.989795918367347,49.0,0.030612244897959183,1.0,1.0,0.8775510204081632
800,2.0,2.0,15,27379657,103,80.0,Santurtzi,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,7.766990291262136,49.0,0.019417475728155338,1.0,1.0,0.7766990291262136
1200,2.0,3.0,16,84541342,120,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.0,49.0,0.025,0.0,0.0,0.7083333333333334
1250,2.0,4.0,15,34875118,120,110.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,10.416666666666666,49.0,0.03333333333333333,1.0,1.0,0.9166666666666666
900,2.0,3.0,15,83432072,108,95.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,8.333333333333334,49.0,0.027777777777777776,1.0,1.0,0.8796296296296297
1150,1.0,3.0,15,83958235,75,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,15.333333333333334,49.0,0.04,0.0,1.0,1.0
850,1.0,1.0,15,541906,62,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,13.709677419354838,49.0,0.016129032258064516,0.0,1.0,1.0
700,2.0,3.0,15,84275017,95,85.0,Galdakao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,7.368421052631579,49.0,0.031578947368421054,1.0,1.0,0.8947368421052632
1150,1.0,2.0,17,84328672,77,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,bizkaia,rental,14.935064935064934,49.0,0.025974025974025976,1.0,1.0,1.0
650,1.0,1.0,15,84428710,50,45.0,Barakaldo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,13.0,49.0,0.02,0.0,0.0,0.9
1200,2.0,3.0,15,84440757,100,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.0,49.0,0.03,0.0,1.0,0.85
1050,2.0,2.0,15,37363135,95,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.052631578947368,49.0,0.021052631578947368,0.0,1.0,0.8947368421052632
850,2.0,3.0,15,84570227,85,80.0,Leioa,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.0,49.0,0.03529411764705882,0.0,1.0,0.9411764705882353
1650,2.0,2.0,15,84624627,106,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,bizkaia,rental,15.566037735849056,49.0,0.018867924528301886,2.0,2.0,0.8018867924528302
1050,2.0,2.0,15,84695584,95,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.052631578947368,49.0,0.021052631578947368,0.0,1.0,0.8947368421052632
850,2.0,3.0,15,84795269,100,86.0,Barakaldo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,8.5,49.0,0.03,1.0,1.0,0.86
880,2.0,3.0,15,84796696,90,85.0,Gorliz,"Uribe-Butroe, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,bizkaia,rental,9.777777777777779,49.0,0.03333333333333333,1.0,1.0,0.9444444444444444
650,1.0,2.0,15,38570053,73,85.0,Larrabetzu,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,8.904109589041095,49.0,0.0273972602739726,1.0,1.0,1.0
1170,1.0,2.0,15,84827934,70,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,16.714285714285715,49.0,0.02857142857142857,0.0,1.0,1.0
1200,2.0,3.0,15,84849100,90,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,13.333333333333334,49.0,0.03333333333333333,0.0,1.0,0.9444444444444444
1600,2.0,4.0,15,38265435,140,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.428571428571429,49.0,0.02857142857142857,0.0,1.0,0.6071428571428571
1500,2.0,3.0,15,83756703,100,90.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,bizkaia,rental,15.0,49.0,0.03,2.0,2.0,0.9
1000,1.0,3.0,15,83769534,85,80.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.764705882352942,49.0,0.03529411764705882,0.0,1.0,0.9411764705882353
1000,2.0,3.0,15,84446154,90,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,11.11111111111111,49.0,0.03333333333333333,1.0,1.0,0.9444444444444444
1750,2.0,3.0,15,84492012,120,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,14.583333333333334,49.0,0.025,1.0,1.0,0.7083333333333334
825,1.0,2.0,15,25451916,75,70.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.0,49.0,0.02666666666666667,0.0,1.0,0.9333333333333333
850,1.0,3.0,15,84563309,120,105.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,7.083333333333333,49.0,0.025,0.0,1.0,0.875
750,1.0,2.0,15,39827103,70,85.0,Leioa,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.714285714285714,49.0,0.02857142857142857,0.0,0.0,1.0
1200,2.0,3.0,15,39978424,120,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.0,49.0,0.025,0.0,0.0,0.7083333333333334
1100,2.0,3.0,15,84628792,120,110.0,Berango,"Uribe-Butroe, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,9.166666666666666,49.0,0.025,1.0,1.0,0.9166666666666666
775,1.0,2.0,15,84733952,66,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,bizkaia,rental,11.742424242424242,49.0,0.030303030303030304,0.0,0.0,1.0
875,1.0,1.0,15,84745464,55,50.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,15.909090909090908,49.0,0.01818181818181818,1.0,1.0,0.9090909090909091
900,1.0,2.0,15,28894455,60,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,15.0,49.0,0.03333333333333333,1.0,1.0,1.0
1400,1.0,1.0,15,39254650,75,72.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,18.666666666666668,49.0,0.013333333333333334,1.0,1.0,0.96
800,1.0,2.0,15,81612019,60,58.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bizkaia,rental,13.333333333333334,49.0,0.03333333333333333,1.0,0.0,0.9666666666666667
750,1.0,1.0,15,82669273,60,50.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,12.5,49.0,0.016666666666666666,1.0,1.0,0.8333333333333334
875,2.0,2.0,15,34292767,88,76.0,Gorliz,"Uribe-Butroe, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,bizkaia,rental,9.943181818181818,49.0,0.022727272727272728,2.0,1.0,0.8636363636363636
1100,2.0,3.0,15,82876923,95,82.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,11.578947368421053,49.0,0.031578947368421054,2.0,1.0,0.8631578947368421
850,1.0,1.0,15,28893888,65,55.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,13.076923076923077,49.0,0.015384615384615385,2.0,1.0,0.8461538461538461
675,1.0,2.0,15,36715811,80,70.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,8.4375,49.0,0.025,0.0,1.0,0.875
1050,1.0,1.0,15,31097799,65,50.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,16.153846153846153,49.0,0.015384615384615385,1.0,1.0,0.7692307692307693
970,1.0,2.0,15,35312755,85,75.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.411764705882353,49.0,0.023529411764705882,0.0,1.0,0.8823529411764706
1150,2.0,3.0,15,32258371,100,90.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,11.5,49.0,0.03,1.0,1.0,0.9
850,1.0,2.0,15,25861694,75,85.0,Ea,"Busturialdea, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,bizkaia,rental,11.333333333333334,49.0,0.02666666666666667,1.0,0.0,1.0
850,1.0,1.0,15,84053642,52,46.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,16.346153846153847,49.0,0.019230769230769232,1.0,0.0,0.8846153846153846
1300,2.0,3.0,15,84114198,80,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,16.25,49.0,0.0375,0.0,1.0,1.0
780,1.0,1.0,15,30200482,55,50.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,14.181818181818182,49.0,0.01818181818181818,1.0,1.0,0.9090909090909091
1200,2.0,3.0,15,25542289,105,95.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.428571428571429,49.0,0.02857142857142857,0.0,1.0,0.9047619047619048
990,1.0,3.0,15,35426696,90,80.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.0,49.0,0.03333333333333333,0.0,1.0,0.8888888888888888
1000,1.0,2.0,15,81656766,90,80.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.11111111111111,49.0,0.022222222222222223,0.0,1.0,0.8888888888888888
750,1.0,2.0,15,84268850,65,55.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.538461538461538,49.0,0.03076923076923077,0.0,1.0,0.8461538461538461
850,1.0,2.0,15,84365241,70,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,bizkaia,rental,12.142857142857142,49.0,0.02857142857142857,0.0,2.0,1.0
1300,2.0,3.0,17,84381452,150,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,8.666666666666666,49.0,0.02,0.0,0.0,0.5666666666666667
850,1.0,1.0,15,39737770,70,60.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,12.142857142857142,49.0,0.014285714285714285,1.0,1.0,0.8571428571428571
850,2.0,2.0,15,84442340,70,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.142857142857142,49.0,0.02857142857142857,1.0,0.0,1.0
890,1.0,2.0,15,33610380,55,50.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,16.181818181818183,49.0,0.03636363636363636,0.0,1.0,0.9090909090909091
1150,1.0,2.0,15,30251300,70,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,16.428571428571427,49.0,0.02857142857142857,0.0,1.0,1.0
1000,1.0,3.0,15,84628024,80,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,bizkaia,rental,12.5,49.0,0.0375,0.0,2.0,1.0
1050,2.0,2.0,15,84683331,85,75.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.352941176470589,49.0,0.023529411764705882,0.0,1.0,0.8823529411764706
650,1.0,1.0,15,84683619,35,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,18.571428571428573,49.0,0.02857142857142857,0.0,1.0,1.0
1200,1.0,2.0,15,84724755,86,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,13.953488372093023,49.0,0.023255813953488372,0.0,1.0,0.9883720930232558
960,1.0,3.0,15,84770650,80,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.0,49.0,0.0375,0.0,1.0,1.0
700,1.0,2.0,15,84771945,60,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.666666666666666,49.0,0.03333333333333333,0.0,1.0,1.0
900,1.0,1.0,15,84777076,70,65.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.857142857142858,49.0,0.014285714285714285,1.0,1.0,0.9285714285714286
800,1.0,2.0,15,84787629,65,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,12.307692307692308,49.0,0.03076923076923077,0.0,0.0,1.0
875,1.0,1.0,15,36455260,60,50.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,14.583333333333334,49.0,0.016666666666666666,0.0,1.0,0.8333333333333334
900,1.0,2.0,15,31878697,80,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,11.25,49.0,0.025,0.0,1.0,1.0
990,1.0,3.0,15,84799846,75,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,13.2,49.0,0.04,0.0,0.0,1.0
1200,2.0,3.0,15,84818046,90,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,13.333333333333334,49.0,0.03333333333333333,0.0,1.0,0.9444444444444444
800,1.0,2.0,15,30752368,70,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,11.428571428571429,49.0,0.02857142857142857,0.0,1.0,1.0
590,1.0,3.0,15,84838881,65,85.0,Forua,"Busturialdea, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bizkaia,rental,9.076923076923077,49.0,0.046153846153846156,0.0,0.0,1.0
1300,2.0,2.0,15,1460982,100,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,13.0,49.0,0.02,1.0,1.0,0.85
715,2.0,2.0,15,81761289,75,70.0,Amorebieta-Echano,"Duranguesado, Vizcaya",1976.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,9.533333333333333,49.0,0.02666666666666667,1.0,1.0,0.9333333333333333
900,1.0,1.0,15,82132729,45,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,bizkaia,rental,20.0,49.0,0.022222222222222223,0.0,1.0,1.0
975,1.0,1.0,15,82976069,70,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,bizkaia,rental,13.928571428571429,49.0,0.014285714285714285,0.0,2.0,1.0
710,2.0,2.0,15,83230385,70,65.0,Bermeo,"Busturialdea, Vizcaya",1976.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.142857142857142,49.0,0.02857142857142857,1.0,1.0,0.9285714285714286
800,1.0,3.0,15,84171083,80,75.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,bizkaia,rental,10.0,49.0,0.0375,1.0,1.0,0.9375
1050,2.0,2.0,15,84577836,100,95.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,bizkaia,rental,10.5,49.0,0.02,0.0,1.0,0.95
