ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas propano/butano,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, oeste"
Anuncio actualizado el 25 de febrero,0,1,1.0,0,0,2004.0,no indicado,planta 3ª exterior,0,0,83455535,2,0.0,Ubrique,Distrito El Jardín - Antonio Vega," Calle Sol, 2 , Distrito El Jardín - Antonio Vega , Ubrique , Sierra de Cádiz, Cádiz ","Calle Sol, 2","Sierra de Cádiz, Cádiz",70,80.0,2019-04-14,53000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de diciembre,0,0,1.0,0,0,2004.0,no indicado,2 plantas,0,0,34969967,1,0.0,Prado del Rey,"Calle Antonio Machado, 17"," Calle Antonio Machado, 17 , Prado del Rey , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",80,80.0,2019-04-14,91000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de diciembre,0,0,2.0,0,0,2004.0,no indicado,2 plantas,0,0,83540281,1,0.0,Algodonales,"Calle Concepción, 86"," Calle Concepción, 86 , Algodonales , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",190,80.0,2019-04-14,95000,0,5.0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de diciembre,0,0,2.0,0,0,2004.0,no indicado,2 plantas,0,0,83584183,0,0.0,Arcos de la Frontera,"Calle Boliches, 14"," Calle Boliches, 14 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",90,80.0,2019-04-14,27000,0,4.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de diciembre,0,0,1.0,0,0,2004.0,no indicado,2 plantas,0,0,83588270,1,0.0,Arcos de la Frontera,"Calle de las Nieves, 14"," Calle de las Nieves, 14 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",80,80.0,2019-04-14,30000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de diciembre,1,0,2.0,0,0,2004.0,no indicado,2 plantas,0,0,83642983,1,0.0,Arcos de la Frontera,"Calle Extramuros de Angorrilla, 5"," Calle Extramuros de Angorrilla, 5 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",100,80.0,2019-04-14,40000,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de diciembre,0,0,1.0,0,0,2004.0,no indicado,,0,0,416188,0,0.0,Bornos,"Calle Corredera, 13"," Calle Corredera, 13 , Bornos , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",120,80.0,2019-04-14,30000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de enero,0,0,1.0,0,0,2004.0,no indicado,2 plantas,1,0,83729755,0,0.0,Arcos de la Frontera,"Calle Callejas, 3"," Calle Callejas, 3 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",42,80.0,2019-04-14,60000,0,2.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de enero,0,0,2.0,0,0,2004.0,en trámite,,0,0,83783219,3,0.0,Bornos,"Calle Ancha, 20"," Calle Ancha, 20 , Bornos , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",235,80.0,2019-04-14,110000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de enero,0,1,1.0,0,0,2004.0,no indicado,planta 1ª exterior,0,0,83855534,2,0.0,Olvera,"Calle Maestro Amado, 1"," Calle Maestro Amado, 1 , Olvera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",90,80.0,2019-04-14,100000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,1.0,0,0,2004.0,no indicado,,0,0,83926431,1,0.0,Ubrique,Distrito Casco antiguo - Convento - Caldereto," Calle Golondrina, 2 , Distrito Casco antiguo - Convento - Caldereto , Ubrique , Sierra de Cádiz, Cádiz ","Calle Golondrina, 2","Sierra de Cádiz, Cádiz",50,80.0,2019-04-14,37000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de febrero,0,0,1.0,0,0,2004.0,no indicado,2 plantas,0,0,84049231,0,0.0,Algodonales,"Calle Concepción, 3"," Calle Concepción, 3 , Algodonales , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",192,80.0,2019-04-14,80000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de febrero,0,0,2.0,0,0,2004.0,no indicado,3 plantas,0,0,84175546,0,0.0,Benaocaz,Calle Altozano s/n," Calle Altozano s/n , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",120,80.0,2019-04-14,99000,0,4.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,2.0,0,0,2004.0,no indicado,,0,0,84247132,0,0.0,Arcos de la Frontera,"Calle San Francisco, 27"," Calle San Francisco, 27 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",200,80.0,2019-04-14,80000,0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,2.0,0,0,2004.0,no indicado,4 plantas,0,0,84269592,3,0.0,Olvera,"Grupo los Arbolitos, 18 B"," Grupo los Arbolitos, 18 B , Olvera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",100,80.0,2019-04-14,110000,0,1.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,2.0,0,0,2004.0,no indicado,2 plantas,0,0,84343350,0,0.0,Ubrique,Distrito Casco antiguo - Convento - Caldereto," Calle Auditor Francisco Bohórquez, 29 , Distrito Casco antiguo - Convento - Caldereto , Ubrique , Sierra de Cádiz, Cádiz ","Calle Auditor Francisco Bohórquez, 29","Sierra de Cádiz, Cádiz",140,80.0,2019-04-14,130000,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de febrero,0,0,1.0,0,0,2004.0,no indicado,bajo exterior,0,0,32198974,2,0.0,Arcos de la Frontera,"Pozo de la bomba, 11"," Pozo de la bomba, 11 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",65,80.0,2019-04-14,30000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,2.0,0,0,2004.0,,planta 1ª,0,0,84428249,2,0.0,Zahara,," , Zahara , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",81,70.0,2019-04-14,84100,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de febrero,1,0,1.0,1,0,2004.0,no indicado,planta 1ª exterior,0,0,1651780,2,0.0,Arcos de la Frontera,"Calle Azorin, 4"," Calle Azorin, 4 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",70,80.0,2019-04-14,72000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de diciembre,0,0,1.0,0,0,2004.0,no indicado,3 plantas,0,0,39324000,0,0.0,Olvera,"Calle Quevedo, 2"," Calle Quevedo, 2 , Olvera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",130,80.0,2019-04-14,60000,0,3.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de enero,1,1,1.0,0,0,2004.0,no indicado,planta 1ª exterior,0,0,82290435,2,0.0,Villamartin,"LAS MONTAÑAS, 12"," LAS MONTAÑAS, 12 , Villamartin , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",82,80.0,2019-04-14,60000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de abril,0,1,2.0,0,1,2004.0,no indicado,3 plantas,0,0,82513464,9,0.0,Grazalema,"Calle Empedrada, 20 A"," Calle Empedrada, 20 A , Grazalema , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",250,80.0,2019-04-14,480000,0,4.0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,0,2004.0,en trámite,planta 1ª interior,0,0,82853850,2,0.0,Bornos,"Calle Arcos, 16"," Calle Arcos, 16 , Bornos , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",120,80.0,2019-04-14,180000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,1,2.0,1,0,2004.0,no indicado,2 plantas,1,0,82908498,3,0.0,Arcos de la Frontera,Avenida del Santiscal s/n," Avenida del Santiscal s/n , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",130,100.0,2019-04-14,115000,0,4.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de noviembre,0,0,2.0,0,0,2004.0,no indicado,,0,0,82948048,0,0.0,Grazalema,Calle Real s/n," Calle Real s/n , Grazalema , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",75,80.0,2019-04-14,70000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de noviembre,0,0,1.0,0,0,2004.0,no indicado,1 planta,0,0,83242279,3,0.0,Bornos,"Calle los Molinos, 3"," Calle los Molinos, 3 , Bornos , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",85,80.0,2019-04-14,48000,0,2.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de noviembre,0,0,1.0,0,0,2004.0,no indicado,planta 2ª exterior,0,0,83296193,2,0.0,Grazalema,Calle marques de estella s/n," Calle marques de estella s/n , Grazalema , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",95,80.0,2019-04-14,180000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de enero,0,1,2.0,0,0,2004.0,no indicado,planta 1ª exterior,0,0,83791123,2,0.0,Villamartin,"Calle Blas Infante, 4"," Calle Blas Infante, 4 , Villamartin , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",83,80.0,2019-04-14,45000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de enero,0,1,1.0,0,1,2004.0,no indicado,2 plantas,0,0,83967555,4,0.0,Setenil,Vereda de Alcalá del Valle s/n," Vereda de Alcalá del Valle s/n , Setenil , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",42000,80.0,2019-04-14,290000,0,3.0,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,1.0,0,0,2004.0,no indicado,planta 3ª exterior,0,0,419862,2,0.0,Ubrique,Distrito Alameda del Cura - Barriada Andalucia," Calle Alhambra, 5 , Distrito Alameda del Cura - Barriada Andalucia , Ubrique , Sierra de Cádiz, Cádiz ","Calle Alhambra, 5","Sierra de Cádiz, Cádiz",85,80.0,2019-04-14,85000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,2.0,0,0,2004.0,,planta 1ª,0,0,39977475,2,0.0,El Bosque,Avenida diputacion," Avenida diputacion , El Bosque , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",77,68.0,2019-04-14,85050,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de abril,0,0,2.0,0,0,2004.0,,,0,0,83025694,3,0.0,Arcos de la Frontera,Calle Algodonales," Calle Algodonales , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",100,80.0,2019-04-14,81500,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,1.0,0,0,2004.0,,,0,0,83319223,3,0.0,Algodonales,Calle Ermita," Calle Ermita , Algodonales , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",105,87.0,2019-04-14,73500,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,1.0,0,0,2004.0,,planta 1ª,0,0,84260152,2,0.0,Zahara,Calle Olvera," Calle Olvera , Zahara , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",82,69.0,2019-04-14,84100,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de abril,0,0,1.0,0,0,2004.0,,bajo,0,0,84309527,2,0.0,Arcos de la Frontera,A-382a," A-382a , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",81,64.0,2019-04-14,53500,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de marzo,0,0,3.0,0,0,2004.0,no indicado,3 plantas,0,0,84631511,3,0.0,Arcos de la Frontera,"Avenida de Lebrija, 17"," Avenida de Lebrija, 17 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",150,80.0,2019-04-14,175000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de marzo,0,0,1.0,0,0,2004.0,no indicado,bajo exterior,0,0,84650979,2,0.0,Arcos de la Frontera,Urb. Jédula," Calle Pozo de la Bomba, 1 , Urb. Jédula , Arcos de la Frontera , Sierra de Cádiz, Cádiz ","Calle Pozo de la Bomba, 1","Sierra de Cádiz, Cádiz",70,80.0,2019-04-14,65000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de marzo,0,0,2.0,0,0,2004.0,no indicado,planta 1ª exterior,0,0,84666250,2,0.0,Prado del Rey,"Calle Rodríguez de Válcarcel, 18"," Calle Rodríguez de Válcarcel, 18 , Prado del Rey , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",90,80.0,2019-04-14,80000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,1.0,0,0,2004.0,no indicado,bajo exterior,0,0,84681742,2,0.0,Bornos,"Calle Huerto del Agua, 57"," Calle Huerto del Agua, 57 , Bornos , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",75,80.0,2019-04-14,60000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,1.0,0,0,2004.0,no indicado,planta 2ª interior,0,0,84744337,2,0.0,Arcos de la Frontera,"Calle Juan Pablo II, 1"," Calle Juan Pablo II, 1 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",85,80.0,2019-04-14,65000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,0,0,2004.0,no indicado,planta 1ª exterior,0,0,84774133,2,0.0,Olvera,"Calle Maratón, 11"," Calle Maratón, 11 , Olvera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",110,80.0,2019-04-14,105000,0,3.0,1,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,2004.0,en trámite,planta 2ª exterior,0,0,84851625,2,0.0,Arcos de la Frontera,"Calle Portugal, 31"," Calle Portugal, 31 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",108,80.0,2019-04-14,52000,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,0,1.0,0,0,2004.0,no indicado,planta 1ª exterior,1,0,84914731,2,0.0,Arcos de la Frontera,"Calle los Alcaldes, 2"," Calle los Alcaldes, 2 , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",76,80.0,2019-04-14,62500,0,3.0,0,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,2.0,0,0,2004.0,,,0,0,36743468,0,0.0,Prado del Rey,Calle televisión española," Calle televisión española , Prado del Rey , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",95,80.0,2019-04-14,49600,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,2.0,0,0,2004.0,,,0,0,82863053,2,0.0,Arcos de la Frontera,Calle Pintor Pedro Campaña," Calle Pintor Pedro Campaña , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",121,80.0,2019-04-14,94000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,1.0,0,0,2004.0,,planta 1ª,0,0,37011283,2,0.0,Villamartin,Calle virgen de las montañas," Calle virgen de las montañas , Villamartin , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",89,80.0,2019-04-14,55400,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,1.0,0,0,2004.0,,,0,0,35645960,2,0.0,Arcos de la Frontera,Calle fuente del río," Calle fuente del río , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",105,80.0,2019-04-14,55600,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,2.0,0,0,2004.0,,,0,0,81439698,2,0.0,Ubrique,Distrito El Jardín - Antonio Vega," Avenida de la Fuente de San Francisco , Distrito El Jardín - Antonio Vega , Ubrique , Sierra de Cádiz, Cádiz ",Avenida de la Fuente de San Francisco,"Sierra de Cádiz, Cádiz",110,80.0,2019-04-14,89250,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,1.0,0,0,2004.0,,,0,0,33652019,2,0.0,Arcos de la Frontera,Puerta carmona," Puerta carmona , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",94,66.0,2019-04-14,43300,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,1.0,0,0,2004.0,,,0,0,83087555,2,0.0,Villamartin,Avenida de Arcos," Avenida de Arcos , Villamartin , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",51,80.0,2019-04-14,47150,0,1.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de marzo,0,0,1.0,0,0,2004.0,,bajo,0,0,33652102,2,0.0,Villamartin,Calle subida de la iglesia," Calle subida de la iglesia , Villamartin , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",38,80.0,2019-04-14,40300,0,1.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de marzo,0,0,1.0,0,0,2004.0,,bajo,0,0,31388192,2,0.0,Arcos de la Frontera,Calle santa teresa de jornet," Calle santa teresa de jornet , Arcos de la Frontera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",68,80.0,2019-04-14,37500,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,0,0,2004.0,,,0,0,83712461,2,0.0,Olvera,Calle Maestro Amado," Calle Maestro Amado , Olvera , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",80,80.0,2019-04-14,64100,0,1.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de febrero,0,0,1.0,0,0,2004.0,,,0,0,84309561,0,0.0,Setenil,Calle San Benito," Calle San Benito , Setenil , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",129,80.0,2019-04-14,72000,0,4.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de febrero,0,0,2.0,0,0,2004.0,,,0,0,84309571,3,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",78,80.0,2019-04-14,71000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de febrero,0,0,1.0,0,0,2004.0,,,0,0,84309572,2,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",81,80.0,2019-04-14,61500,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de febrero,0,0,2.0,0,0,2004.0,,,0,0,84309573,3,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",90,80.0,2019-04-14,72500,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,2.0,0,0,2004.0,,,0,0,84337033,3,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",90,80.0,2019-04-14,84000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,2.0,0,0,2004.0,,,0,0,84337028,3,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",90,80.0,2019-04-14,80000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,2.0,0,0,2004.0,,,0,0,84337034,3,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",91,80.0,2019-04-14,80500,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,3.0,0,0,2004.0,,,0,0,84337035,3,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",129,80.0,2019-04-14,98500,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,1.0,0,0,2004.0,,,0,0,84337036,2,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",86,80.0,2019-04-14,65500,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,1.0,0,0,2004.0,,,0,0,84337049,2,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",87,80.0,2019-04-14,64000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,1.0,0,0,2004.0,,,0,0,84337050,2,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",97,80.0,2019-04-14,71000,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,2.0,0,0,2004.0,,,0,0,84337052,2,0.0,Benaocaz,Laderas de Parral," Laderas de Parral , Benaocaz , Sierra de Cádiz, Cádiz ",,"Sierra de Cádiz, Cádiz",110,80.0,2019-04-14,79000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
