ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 17 de marzo,0,0,2.0,0,0,,no indicado,2 plantas,0,0,84357753,16,,San Leonardo de Yague,"Calle Navacastellanos, 26"," Calle Navacastellanos, 26 , San Leonardo de Yague , Pinares y Tierras Altas, Soria ",,"Pinares y Tierras Altas, Soria",125,,2019-04-11,1000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,1,2.0,1,0,2010,inmueble exento,,1,1,84834899,18,,Almajano,," , Almajano , Pinares y Tierras Altas, Soria ",,"Pinares y Tierras Altas, Soria",400,125,2019-04-11,580,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 10 de abril,0,0,1.0,1,0,1997,en trámite,planta 3ª exterior,0,0,84471589,14,1,Soria,Distrito Centro," , Distrito Centro , Soria , Área de Soria, Soria ",,"Área de Soria, Soria",84,75,2019-04-11,625,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de febrero,0,0,1.0,1,0,,no indicado,,0,1,301151,18,,San Leonardo de Yague,"Calle San Miguel, 16"," Calle San Miguel, 16 , San Leonardo de Yague , Pinares y Tierras Altas, Soria ",,"Pinares y Tierras Altas, Soria",60,80,2019-04-11,750,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 8 de abril,0,0,2.0,1,0,,,planta 3ª exterior,0,1,25370691,14,1,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Calle del Pintor Maximino Peña, 8 , Urb. Los Porches , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ",Urb. Los Porches,"Área de Soria, Soria",110,94,2019-04-11,600,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de abril,0,0,4.0,1,0,,no indicado,planta 5ª exterior,1,1,27331521,14,1,Soria,Distrito Centro," Paseo el Espolón, 10 , Distrito Centro , Soria , Área de Soria, Soria ","Paseo el Espolón, 10","Área de Soria, Soria",366,290,2019-04-11,1500,1,5.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 25 de marzo,0,1,12.0,1,1,,inmueble exento,3 plantas,0,1,28325414,19,,Montejo de Tiermes,Urb. Noviales," Calle de la Iglesia, 21 , Urb. Noviales , Montejo de Tiermes , Burgo de Osma, Soria ","Calle de la Iglesia, 21","Burgo de Osma, Soria",550,460,2019-04-11,975,0,10.0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de febrero,0,0,2.0,0,0,,,planta 2ª exterior,0,0,30543329,14,1,Soria,Distrito Calaverón - Pajaritos," Calle Francisco Soto, 11 , Distrito Calaverón - Pajaritos , Soria , Área de Soria, Soria ","Calle Francisco Soto, 11","Área de Soria, Soria",120,,2019-04-11,700,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 2 de abril,0,0,2.0,1,0,1961,en trámite,planta 1ª exterior,0,0,84868311,14,1,Almazan,," , Almazan , Almazán, Soria ",,"Almazán, Soria",72,,2019-04-11,495,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,1.0,0,1,,no indicado,1 planta,0,0,31330308,17,,San esteban de Gormaz,"Calle hoyo, 5"," Calle hoyo, 5 , San esteban de Gormaz , Burgo de Osma, Soria ",,"Burgo de Osma, Soria",70,,2019-04-11,380,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de marzo,0,0,2.0,1,0,,no indicado,planta 8ª exterior,0,1,1922059,14,1,Almazan,"Calle Gran Vía, 25"," Calle Gran Vía, 25 , Almazan , Almazán, Soria ",,"Almazán, Soria",95,89,2019-04-11,500,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 11 de febrero,0,0,4.0,1,0,,,2 plantas,0,0,1759335,16,,San esteban de Gormaz,"Calle Santa Olalla, 11"," Calle Santa Olalla, 11 , San esteban de Gormaz , Burgo de Osma, Soria ",,"Burgo de Osma, Soria",180,140,2019-04-11,650,0,6.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,,,planta 4ª exterior,0,0,84412392,14,1,Soria,Distrito Calaverón - Pajaritos," Calle Caballeros, 1 , Distrito Calaverón - Pajaritos , Soria , Área de Soria, Soria ","Calle Caballeros, 1","Área de Soria, Soria",85,75,2019-04-11,580,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,1,2.0,0,0,,en trámite,planta 10ª exterior,0,0,84809825,14,1,Almazan,"Via Gran, 27"," Via Gran, 27 , Almazan , Almazán, Soria ",,"Almazán, Soria",95,87,2019-04-11,500,1,4.0,0,0,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 7 de abril,0,1,15.0,0,1,,no indicado,,0,1,84664359,19,,Quintanas de Gormaz,Camino de las Fuentes s/n," Camino de las Fuentes s/n , Quintanas de Gormaz , Burgo de Osma, Soria ",,"Burgo de Osma, Soria",996,,2019-04-11,3000,0,11.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,0,0,,en trámite,planta 1ª exterior,0,0,396168,14,1,Berlanga de Duero,"Calle Postigo, 40"," Calle Postigo, 40 , Berlanga de Duero , Almazán, Soria ",,"Almazán, Soria",45,,2019-04-11,305,0,1.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,,planta 1ª exterior,1,0,84476771,14,1,San Leonardo de Yague,"Calle de san pedro, 1"," Calle de san pedro, 1 , San Leonardo de Yague , Pinares y Tierras Altas, Soria ",,"Pinares y Tierras Altas, Soria",84,,2019-04-11,370,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,1,0,,,planta 3ª exterior,0,0,84972810,14,1,Soria,Distrito Centro," Avenida Navarra, 6 , Distrito Centro , Soria , Área de Soria, Soria ","Avenida Navarra, 6","Área de Soria, Soria",50,45,2019-04-11,600,0,1.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 24 de febrero,0,1,4.0,0,0,,,planta 4ª exterior,1,0,84074285,20,1,Soria,Distrito Centro," Calle Teatro, 6 , Distrito Centro , Soria , Área de Soria, Soria ","Calle Teatro, 6","Área de Soria, Soria",160,,2019-04-11,900,0,6.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,1,0,,en trámite,3 plantas,0,1,84880986,16,,Olvega,"Calle el Gato, 2"," Calle el Gato, 2 , Olvega , Área de Soria, Soria ",,"Área de Soria, Soria",200,110,2019-04-11,300,0,3.0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,0,0,2.0,1,0,,inmueble exento,planta 5ª exterior,0,0,84564933,14,1,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Calle Santa Teresa de Jesús, 19 , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ","Calle Santa Teresa de Jesús, 19","Área de Soria, Soria",110,99,2019-04-11,700,1,3.0,1,0,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,1,2.0,1,0,,,planta 2ª exterior,1,0,84855562,14,0,Burgo de Osma-Ciudad de Osma,"Calle San Agustin, 2"," Calle San Agustin, 2 , Burgo de Osma-Ciudad de Osma , Burgo de Osma, Soria ",,"Burgo de Osma, Soria",130,,2019-04-11,650,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 1 de marzo,0,0,1.0,0,0,2006,,planta 5ª exterior,1,1,82861368,15,1,Soria,Distrito Calaverón - Pajaritos," , Distrito Calaverón - Pajaritos , Soria , Área de Soria, Soria ",,"Área de Soria, Soria",80,58,2019-04-11,550,0,2.0,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,1,2.0,1,0,,,planta 6ª exterior,1,1,84875833,14,1,Soria,Distrito Eduardo Saavedra - Eloy Sanz Villa," Calle Luisa de Medrano, 4 , Urb. Domus Royales , Distrito Eduardo Saavedra - Eloy Sanz Villa , Soria , Área de Soria, Soria ",Urb. Domus Royales,"Área de Soria, Soria",115,,2019-04-11,900,0,3.0,1,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,2.0,0,0,1969,,2 plantas,1,0,82822532,18,,Abejar,"Calle REAL, 1"," Calle REAL, 1 , Abejar , Pinares y Tierras Altas, Soria ",,"Pinares y Tierras Altas, Soria",270,200,2019-04-11,450,0,2.0,1,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 10 de abril,0,0,3.0,0,0,1970,,planta 4ª exterior,0,0,83896069,14,1,Soria,Distrito Calaverón - Pajaritos," Calle Juan Antonio Simón, 10 , Distrito Calaverón - Pajaritos , Soria , Área de Soria, Soria ","Calle Juan Antonio Simón, 10","Área de Soria, Soria",96,82,2019-04-11,630,0,4.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 1 de abril,0,1,1.0,1,0,1994,,planta 2ª,0,0,84353934,14,1,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Calle Laguna Negra, 2 , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ","Calle Laguna Negra, 2","Área de Soria, Soria",78,,2019-04-11,550,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,1.0,0,0,,,planta 1ª exterior,0,0,84812079,14,0,Soria,Distrito Santa Barbara-Barriada Yagüe," ROTA DE CALATAÑAZOR, 2 , Distrito Santa Barbara-Barriada Yagüe , Soria , Área de Soria, Soria ","ROTA DE CALATAÑAZOR, 2","Área de Soria, Soria",120,108,2019-04-11,550,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,1,0,,en trámite,planta 4ª exterior,0,0,27331082,14,1,Soria,Distrito Zona Polideportivos Asperon - Mariano Vicen," Calle Mosquera Barnuevo, 10 , Distrito Zona Polideportivos Asperon - Mariano Vicen , Soria , Área de Soria, Soria ","Calle Mosquera Barnuevo, 10","Área de Soria, Soria",95,80,2019-04-11,950,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de marzo,0,0,2.0,0,0,,no indicado,,0,1,322400,21,,San Leonardo de Yague,Urb. fuente del pino," Calle Navacastellanos, 34 , Urb. fuente del pino , San Leonardo de Yague , Pinares y Tierras Altas, Soria ","Calle Navacastellanos, 34","Pinares y Tierras Altas, Soria",250,,2019-04-11,1000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de febrero,0,0,1.0,1,0,,,planta 1ª interior,0,0,25651654,14,1,Soria,Distrito Centro," Calle Ferial, 4 , Distrito Centro , Soria , Área de Soria, Soria ","Calle Ferial, 4","Área de Soria, Soria",60,,2019-04-11,470,1,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,1,0,,no indicado,planta 2ª exterior,1,0,25873866,14,0,Vinuesa,Urb. laguna negra," Calle San Roque, 3 , Urb. laguna negra , Vinuesa , Pinares y Tierras Altas, Soria ","Calle San Roque, 3","Pinares y Tierras Altas, Soria",88,72,2019-04-11,400,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,0,0,,en trámite,planta 1ª exterior,0,0,82041062,14,1,Berlanga de Duero,"Calle el Postigo, 42"," Calle el Postigo, 42 , Berlanga de Duero , Almazán, Soria ",,"Almazán, Soria",46,43,2019-04-11,305,0,1.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,5.0,1,0,,no indicado,3 plantas,0,1,37976889,18,,Almarza,Calle Real s/n," Calle Real s/n , Almarza , Pinares y Tierras Altas, Soria ",,"Pinares y Tierras Altas, Soria",800,320,2019-04-11,1200,0,6.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Anuncio actualizado el 18 de enero,0,0,3.0,1,0,2003,,,1,1,83083233,16,,Soria,Distrito Santa Barbara-Barriada Yagüe," Calle Antonio Oncala , Distrito Santa Barbara-Barriada Yagüe , Soria , Área de Soria, Soria ",Calle Antonio Oncala,"Área de Soria, Soria",161,188,2019-04-11,1200,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de diciembre,0,0,2.0,1,0,,en trámite,1 planta,1,1,31334683,21,,Bayubas de Abajo,"Calle real, 6"," Calle real, 6 , Bayubas de Abajo , Almazán, Soria ",,"Almazán, Soria",140,,2019-04-11,850,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 24 de octubre,0,0,2.0,0,0,1992,,,1,0,82733125,16,,Soria,Distrito La Florida - San Pedro," las casas en soria, 50 , Distrito La Florida - San Pedro , Soria , Área de Soria, Soria ","las casas en soria, 50","Área de Soria, Soria",73,120,2019-04-11,750,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,1.0,0,0,1994,en trámite,planta 2ª exterior,0,0,39449023,14,1,Soria,Distrito Santa Barbara-Barriada Yagüe," , Distrito Santa Barbara-Barriada Yagüe , Soria , Área de Soria, Soria ",,"Área de Soria, Soria",82,69,2019-04-11,400,0,2.0,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,1.0,0,0,1965,,planta 2ª,0,0,84024022,14,0,Soria,Distrito Centro," Calle Sanz Oliveros , Distrito Centro , Soria , Área de Soria, Soria ",Calle Sanz Oliveros,"Área de Soria, Soria",94,,2019-04-11,440,0,4.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,0,1,,en trámite,,0,0,82103216,19,,Cidones,Calle del Pozo s/n," Calle del Pozo s/n , Cidones , Área de Soria, Soria ",,"Área de Soria, Soria",60,,2019-04-11,400,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,1,0,1990,,planta 6ª,0,0,81713200,15,1,Soria,Distrito La Florida - San Pedro," Carretera de Logroño, 3 , Distrito La Florida - San Pedro , Soria , Área de Soria, Soria ","Carretera de Logroño, 3","Área de Soria, Soria",96,92,2019-04-11,550,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,,,bajo,0,0,85028773,14,1,Olvega,Calle Comuneros de Castilla," Calle Comuneros de Castilla , Olvega , Área de Soria, Soria ",,"Área de Soria, Soria",119,80,2019-04-11,320,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,1.0,0,0,2001,,bajo,0,0,32550378,14,0,Soria,Distrito Calaverón - Pajaritos," Calle San Martín Finojosa, 15 , Distrito Calaverón - Pajaritos , Soria , Área de Soria, Soria ","Calle San Martín Finojosa, 15","Área de Soria, Soria",60,55,2019-04-11,475,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 9 de abril,0,0,2.0,0,0,,no indicado,bajo,1,0,84995347,14,0,Olvega,AMERICA," AMERICA , Olvega , Área de Soria, Soria ",,"Área de Soria, Soria",96,80,2019-04-11,320,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,1,2.0,1,0,,,planta 2ª exterior,0,0,85007777,14,1,Almazan,"Calle Puerto de Piqueras, 4"," Calle Puerto de Piqueras, 4 , Almazan , Almazán, Soria ",,"Almazán, Soria",130,120,2019-04-11,550,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,1.0,0,0,,en trámite,planta 2ª interior,0,1,85009915,14,1,Soria,Distrito Centro," , Distrito Centro , Soria , Área de Soria, Soria ",,"Área de Soria, Soria",58,,2019-04-11,500,0,1.0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,1.0,1,0,,no indicado,planta 1ª exterior,0,0,85012695,14,0,Moron de Almazan,Barrio del Pilar s/n," Barrio del Pilar s/n , Moron de Almazan , Almazán, Soria ",,"Almazán, Soria",80,79,2019-04-11,450,0,3.0,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,1,,en trámite,2 plantas,0,1,85014481,17,,Miño de Medinaceli,"Camino de medina, 8"," Camino de medina, 8 , Miño de Medinaceli , Almazán, Soria ",,"Almazán, Soria",600,50,2019-04-11,400,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,1,1.0,0,0,,no indicado,planta 1ª exterior,0,0,85015786,14,0,Medinaceli,"Avenida Madrid, 80"," Avenida Madrid, 80 , Medinaceli , Almazán, Soria ",,"Almazán, Soria",75,70,2019-04-11,350,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,2.0,0,0,,no indicado,planta 3ª exterior,0,0,85023491,14,1,Soria,Distrito Centro," Calle San Juan de Rabanera, 9 , Distrito Centro , Soria , Área de Soria, Soria ","Calle San Juan de Rabanera, 9","Área de Soria, Soria",115,,2019-04-11,600,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
