ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_calefacción individual: gasoil,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,,planta 3ª exterior,0,0,82584274,15,0,Zamora,Distrito Ensanche," Calle Campo de Marte, 6 , Distrito Ensanche , Zamora , Área de Zamora, Zamora ","Calle Campo de Marte, 6","Área de Zamora, Zamora",80,,2019-04-11,350,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de abril,0,0,3.0,0,0,,en trámite,planta 3ª,1,0,84272724,15,1,Zamora,Distrito Casco Antiguo," , Distrito Casco Antiguo , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",180,150,2019-04-11,600,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,1,1,1.0,1,0,,,planta 2ª exterior,1,0,36836754,15,0,Toro,Urb. En el centro de Toro," Calle de San Lorenzo el Real, 17 , Urb. En el centro de Toro , Toro , Alfoz de Toro, Zamora ","Calle de San Lorenzo el Real, 17","Alfoz de Toro, Zamora",60,55,2019-04-11,300,1,1.0,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 5 de febrero,0,1,2.0,0,0,,,2 plantas,0,1,39742935,16,,Villardeciervos,"Carretera de las Viñas, 1"," Carretera de las Viñas, 1 , Villardeciervos , Sanabria, Zamora ",,"Sanabria, Zamora",600,120,2019-04-11,300,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,1,2.0,0,0,,,2 plantas,1,1,83861025,17,,Barcial del Barco,"Calle Villafafila, 7"," Calle Villafafila, 7 , Barcial del Barco , Benavente, Zamora ",,"Benavente, Zamora",120,99,2019-04-11,250,0,3.0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de febrero,0,0,2.0,1,0,,no indicado,2 plantas,1,0,32532582,17,,La Hiniesta,"Calle iglesia, 10 -12"," Calle iglesia, 10 -12 , La Hiniesta , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",200,190,2019-04-11,400,0,3.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,,planta 2ª exterior,0,0,311725,15,0,Monfarracinos,"Camino Zamora, 57"," Camino Zamora, 57 , Monfarracinos , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",115,,2019-04-11,310,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de diciembre,0,0,1.0,0,0,1975,,planta 5ª exterior,0,0,27229786,15,1,Zamora,Distrito Centro," , Distrito Centro , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",104,95,2019-04-11,450,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de marzo,0,0,2.0,0,0,,en trámite,planta 1ª exterior,0,0,36458862,15,1,Benavente,"Avenida el Ferial, 29"," Avenida el Ferial, 29 , Benavente , Zamora ",,Zamora,115,85,2019-04-11,330,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de septiembre,0,1,1.0,0,0,1989,no indicado,planta 4ª exterior,0,0,27229626,15,1,Zamora,Distrito Las Vegas - La Feria," , Distrito Las Vegas - La Feria , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",120,100,2019-04-11,490,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de septiembre,0,0,2.0,0,0,2008,no indicado,planta 4ª exterior,1,0,32313780,15,1,Zamora,Distrito La Candelaria," , Distrito La Candelaria , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",60,,2019-04-11,550,0,2.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de enero,0,1,1.0,0,0,1978,,planta 2ª,1,0,83221223,15,1,Zamora,Distrito La Candelaria," , Distrito La Candelaria , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",128,100,2019-04-11,410,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,0,1977,,planta 2ª,0,0,83567046,15,0,Zamora,Distrito Ensanche," , Distrito Ensanche , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",95,80,2019-04-11,500,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de abril,0,0,1.0,0,0,,,planta 4ª exterior,0,0,39771671,15,1,Zamora,Distrito Barrio Pinilla," , Distrito Barrio Pinilla , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",80,75,2019-04-11,380,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,1.0,0,0,,no indicado,planta 5ª exterior,0,0,84115227,15,1,Zamora,Distrito La Candelaria," Plaza de Grijalba, 19 , Distrito La Candelaria , Zamora , Área de Zamora, Zamora ","Plaza de Grijalba, 19","Área de Zamora, Zamora",83,,2019-04-11,450,1,3.0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de febrero,0,0,1.0,0,0,1988,no indicado,planta 3ª,0,0,84132422,15,1,Zamora,Distrito Ensanche," , Distrito Ensanche , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",113,100,2019-04-11,420,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de febrero,0,0,3.0,1,0,,no indicado,,0,1,84412834,16,,Zamora,Distrito San Isidro - Espíritu Santo," , Distrito San Isidro - Espíritu Santo , Zamora , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",340,,2019-04-11,950,0,6.0,1,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de marzo,0,0,2.0,0,0,,,,0,0,84309784,15,0,Zamora,Distrito La Lana," Calle del Maestro Antón , Distrito La Lana , Zamora , Área de Zamora, Zamora ",Calle del Maestro Antón,"Área de Zamora, Zamora",131,111,2019-04-11,585,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,0,0,,no indicado,1 planta,1,1,1983337,16,,Cobreros,Urb. Quintana de Sanabria," Calle San Pelayo, 62 , Urb. Quintana de Sanabria , Cobreros , Sanabria, Zamora ","Calle San Pelayo, 62","Sanabria, Zamora",120,50,2019-04-11,275,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 20 de febrero,0,0,1.0,1,0,,no indicado,planta 3ª exterior,0,0,2099874,15,1,Zamora,Distrito Ensanche," Calle Ciudad de Braganza, 4 , Distrito Ensanche , Zamora , Área de Zamora, Zamora ","Calle Ciudad de Braganza, 4","Área de Zamora, Zamora",80,78,2019-04-11,350,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 17 de marzo,0,0,1.0,0,0,,no indicado,,1,0,2102572,17,,Ferreras de Arriba,"Calle Palero, 5"," Calle Palero, 5 , Ferreras de Arriba , Sanabria, Zamora ",,"Sanabria, Zamora",150,95,2019-04-11,325,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 9 de abril,0,0,2.0,1,0,,no indicado,planta 5ª exterior,1,1,2169848,18,1,Benavente,"Calle Ermita de San Lorenzo, 3"," Calle Ermita de San Lorenzo, 3 , Benavente , Zamora ",,Zamora,70,,2019-04-11,400,1,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,1,,inmueble exento,2 plantas,0,1,34264879,19,,Muelas del Pan,"Calle iglesia, 25"," Calle iglesia, 25 , Muelas del Pan , Área de Zamora, Zamora ",,"Área de Zamora, Zamora",100,176,2019-04-11,600,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,1.0,0,0,,no indicado,1 planta,1,1,1694152,16,,Zamora,Distrito Los Bloques," Carretera Coreses, 47 , Distrito Los Bloques , Zamora , Área de Zamora, Zamora ","Carretera Coreses, 47","Área de Zamora, Zamora",1000,450,2019-04-11,400,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
