ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,1993.0,,planta 8ª interior,0,0,793472,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle reyes catolicos , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle reyes catolicos,Álava,60,55.0,2019-03-29,129700,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 1 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 4ª exterior,0,0,83686462,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Fermin Lasuen Kalea, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Fermin Lasuen Kalea, Vitoria-Gasteiz",Álava,84,73.0,2019-03-29,169000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de febrero,0,0,1.0,0,0,1993.0,,planta 2ª interior,0,0,84443780,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Reyes Catolicos, 22 , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Calle Reyes Catolicos, 22",Álava,54,87.0,2019-03-29,139000,1,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,no indicado,planta 7ª exterior,0,0,29056552,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Mendoza , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Mendoza,Álava,60,87.0,2019-03-29,150000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,1.0,0,0,1993.0,en trámite,planta 6ª interior,0,0,32489419,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle REYES CATOLICOS , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle REYES CATOLICOS,Álava,62,55.0,2019-03-29,120000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,1.0,0,0,1993.0,,planta 5ª exterior,0,0,32489453,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle reyes de navarra , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle reyes de navarra,Álava,93,85.0,2019-03-29,180000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,en trámite,planta 6ª interior,0,0,33420953,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle reyes catolicos , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle reyes catolicos,Álava,60,87.0,2019-03-29,120000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,en trámite,planta 3ª exterior,0,0,34054072,3,0.0,Vitoria-Gasteiz,Distrito Zaramaga," mendoza , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",mendoza,Álava,65,87.0,2019-03-29,110000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,en trámite,planta 1ª exterior,0,0,34660725,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle cuadrilla de laguardia-rioja alavesa , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle cuadrilla de laguardia-rioja alavesa,Álava,57,87.0,2019-03-29,150000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,2.0,0,0,1993.0,,planta 2ª exterior,0,0,34822200,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Plaza de Zaramaga , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Plaza de Zaramaga,Álava,70,87.0,2019-03-29,138000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,1.0,0,0,1993.0,,planta 2ª exterior,0,0,32489493,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Plaza de Zaramaga , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Plaza de Zaramaga,Álava,99,90.0,2019-03-29,200000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,1.0,0,0,1993.0,,planta 4ª interior,0,0,81448089,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle REYES CATOLICOS , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle REYES CATOLICOS,Álava,74,68.0,2019-03-29,135000,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 12 de diciembre,0,0,1.0,0,0,1993.0,no indicado,planta 6ª,0,0,82620615,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Reyes Catolicos , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Reyes Catolicos,Álava,58,87.0,2019-03-29,120000,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,1,0,1993.0,en trámite,planta 4ª interior,0,0,82652695,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Reyes Católicos , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Reyes Católicos,Álava,60,87.0,2019-03-29,134000,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 27 de diciembre,0,0,1.0,0,0,1993.0,no indicado,planta 4ª,0,0,83468900,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Portal de VILLARREAL , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Portal de VILLARREAL,Álava,84,87.0,2019-03-29,145000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de febrero,0,0,2.0,1,0,1993.0,en trámite,planta 9ª exterior,0,0,84080754,1,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Reyes Catolicos Kalea, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Reyes Catolicos Kalea, Vitoria-Gasteiz",Álava,54,87.0,2019-03-29,160000,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 4ª,0,0,82540745,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",,Álava,84,74.0,2019-03-29,169000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 4ª interior,0,0,84633851,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Reyes Catolicos Kalea, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Reyes Catolicos Kalea, Vitoria-Gasteiz",Álava,85,75.0,2019-03-29,120000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 27 de marzo,0,0,1.0,1,0,1993.0,no indicado,,0,0,83689165,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",,Álava,65,60.0,2019-03-29,154500,0,2.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,1.0,0,0,1968.0,en trámite,planta 2ª,0,0,84740584,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Fermin Lasuen , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Fermin Lasuen,Álava,80,77.0,2019-03-29,225000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 25 de febrero,0,0,1.0,1,0,1993.0,no indicado,planta 2ª interior,0,0,1911746,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Reyes Catolicos, 15 , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Reyes Catolicos, 15",Álava,70,66.0,2019-03-29,150000,1,3.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,0,0,1.0,0,0,1993.0,,bajo exterior,0,0,32489600,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Cuadrilla de Laguardia-Rioja Alavesa , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Cuadrilla de Laguardia-Rioja Alavesa,Álava,57,53.0,2019-03-29,135500,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,1.0,0,0,1993.0,no indicado,planta 8ª,0,0,84431220,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Reyes Catolicos , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Reyes Catolicos,Álava,54,87.0,2019-03-29,129000,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,1,1.0,0,0,1993.0,en trámite,planta 4ª exterior,0,0,84630683,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Reyes Catolicos, 4 , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Calle Reyes Catolicos, 4",Álava,87,80.0,2019-03-29,120000,1,3.0,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 3 de febrero,0,0,1.0,0,0,1965.0,,planta 4ª exterior,0,0,82378877,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Fermin Lasuen, 11 , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Calle Fermin Lasuen, 11",Álava,65,87.0,2019-03-29,150000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,1.0,1,0,1975.0,no indicado,planta 3ª interior,0,0,84725102,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Reyes Catolicos, 22 , Urb. Zaramaga-Centro , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Urb. Zaramaga-Centro,Álava,52,47.0,2019-03-29,110000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 29 de septiembre,0,0,1.0,1,0,1993.0,en trámite,planta 4ª interior,0,0,40046381,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," REYES CATÓLICOS , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",REYES CATÓLICOS,Álava,65,87.0,2019-03-29,134700,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 17 de diciembre,0,0,1.0,0,0,1965.0,en trámite,planta 4ª exterior,0,0,83585543,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Fermin Lasuen , Urb. INTERIOR , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Urb. INTERIOR,Álava,65,87.0,2019-03-29,154500,1,2.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,en trámite,planta 2ª exterior,0,0,31259814,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle cuadrilla de vitoria-gasteiz taldea , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle cuadrilla de vitoria-gasteiz taldea,Álava,80,87.0,2019-03-29,161000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,1963.0,,planta 2ª exterior,0,0,84446679,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Reyes Catolicos , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Reyes Catolicos,Álava,60,55.0,2019-03-29,144000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,0,0,1993.0,,planta 4ª exterior,0,0,83231617,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," FERMÍN LASUEN , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",FERMÍN LASUEN,Álava,85,82.0,2019-03-29,159000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 4ª exterior,0,0,37148956,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Fermin Lasuen , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Fermin Lasuen,Álava,73,87.0,2019-03-29,150000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,1965.0,,planta 4ª,0,0,83591535,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Fermin Lasuen , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Fermin Lasuen,Álava,74,65.0,2019-03-29,155500,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de enero,0,0,1.0,0,0,1975.0,,planta 2ª exterior,0,0,83692634,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Cuadrilla de Vitoria-Gasteiz, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Calle Cuadrilla de Vitoria-Gasteiz, Vitoria-Gasteiz",Álava,95,90.0,2019-03-29,159000,1,4.0,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,1.0,0,0,1993.0,,planta 7ª exterior,0,0,83170913,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",,Álava,73,63.0,2019-03-29,130000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 4ª exterior,0,0,84736271,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Cuadrilla de Salvatierra-Agurain Kalea, Vitoria-Gasteiz, 6 , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Cuadrilla de Salvatierra-Agurain Kalea, Vitoria-Gasteiz, 6",Álava,63,87.0,2019-03-29,142000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de marzo,0,0,1.0,0,0,1969.0,en trámite,planta 2ª,0,0,84778442,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",,Álava,60,53.0,2019-03-29,144000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 7ª exterior,0,1,26804870,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Cuadrilla de Laguardia-Rioja Alavesa Kalea, 28 , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Calle Cuadrilla de Laguardia-Rioja Alavesa Kalea, 28",Álava,72,58.0,2019-03-29,130000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,1,0,1968.0,no indicado,planta 2ª exterior,0,0,84659373,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Fermin Lasuen, 15 , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Calle Fermin Lasuen, 15",Álava,79,77.0,2019-03-29,225000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 2 de enero,0,0,1.0,0,0,1993.0,,planta 1ª exterior,0,0,82947972,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Cuadrilla de Laguardia-Rioja Alavesa , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Cuadrilla de Laguardia-Rioja Alavesa,Álava,57,55.0,2019-03-29,139000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de marzo,0,0,1.0,1,0,1968.0,en trámite,planta 2ª exterior,0,0,84779844,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Fermin Lasuen Kalea, Vitoria-Gasteiz , Urb. ilustración , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Urb. ilustración,Álava,79,77.0,2019-03-29,225000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 29 de marzo,0,0,1.0,0,0,1962.0,en trámite,planta 7ª exterior,0,0,84232633,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Cuadrilla de Laguardia-Rioja Alavesa , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Cuadrilla de Laguardia-Rioja Alavesa,Álava,64,57.0,2019-03-29,130000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,1,0,1993.0,en trámite,planta 4ª exterior,0,0,84572218,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Fermin Lasuen Kalea, Vitoria-Gasteiz , Urb. ilustración , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Urb. ilustración,Álava,84,82.0,2019-03-29,159900,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 26 de febrero,0,0,1.0,0,0,1993.0,,bajo exterior,0,0,83907514,3,0.0,Vitoria-Gasteiz,Distrito Zaramaga," Cuadrilla de Laguardia-Rioja Alavesa Kalea, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Cuadrilla de Laguardia-Rioja Alavesa Kalea, Vitoria-Gasteiz",Álava,60,53.0,2019-03-29,135500,1,2.0,0,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de enero,0,0,1.0,0,0,1975.0,,planta 4ª exterior,0,0,83957518,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," FERMIN LASUEN , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",FERMIN LASUEN,Álava,70,65.0,2019-03-29,155000,1,2.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,1,1.0,0,0,1966.0,en trámite,planta 4ª interior,0,0,84738299,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," REYES CATÓLICOS , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",REYES CATÓLICOS,Álava,85,80.0,2019-03-29,120000,1,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 4ª exterior,0,0,84364145,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Cuadrilla de Laguardia-Rioja Alavesa Kalea, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Cuadrilla de Laguardia-Rioja Alavesa Kalea, Vitoria-Gasteiz",Álava,66,64.0,2019-03-29,130000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,1975.0,,planta 4ª exterior,0,0,84682947,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," FERMIN LASUEN , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",FERMIN LASUEN,Álava,84,87.0,2019-03-29,159000,1,3.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 1 de octubre,0,1,1.0,0,0,1968.0,,planta 2ª exterior,1,0,40533863,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Fermin Lasuen s/n , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Fermin Lasuen s/n,Álava,82,87.0,2019-03-29,148000,1,3.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 2ª exterior,0,0,84852606,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Cuadrilla de Vitoria , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Cuadrilla de Vitoria,Álava,84,79.0,2019-03-29,161000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,1958.0,,planta 4ª exterior,0,0,84854635,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," PORTAL DE VILLARREAL , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",PORTAL DE VILLARREAL,Álava,90,80.0,2019-03-29,145000,0,3.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,1969.0,en trámite,planta 10ª exterior,0,0,84855193,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Reyes de Navarra Kalea, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Reyes de Navarra Kalea, Vitoria-Gasteiz",Álava,85,75.0,2019-03-29,149000,1,3.0,1,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,,planta 5ª exterior,0,0,37632425,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," reyes de navarra , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",reyes de navarra,Álava,70,64.0,2019-03-29,120000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 27 de febrero,0,0,1.0,0,0,1993.0,,planta 1ª exterior,0,0,83739334,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," cuadrilla de laguardia , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",cuadrilla de laguardia,Álava,57,53.0,2019-03-29,135500,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de septiembre,0,0,1.0,0,0,1966.0,no indicado,planta 5ª,0,0,30013920,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Calle Reyes Catolicos , Distrito Zaramaga , Vitoria-Gasteiz , Álava ",Calle Reyes Catolicos,Álava,95,87.0,2019-03-29,147000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 2ª exterior,0,0,84469585,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Reyes Catolicos Kalea, Vitoria-Gasteiz s/n , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Reyes Catolicos Kalea, Vitoria-Gasteiz s/n",Álava,60,87.0,2019-03-29,144000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,1.0,0,0,1993.0,,bajo exterior,0,0,84542444,3,1.0,Vitoria-Gasteiz,Distrito Zaramaga," Cuadrilla de Laguardia-Rioja Alavesa Kalea, Vitoria-Gasteiz , Distrito Zaramaga , Vitoria-Gasteiz , Álava ","Cuadrilla de Laguardia-Rioja Alavesa Kalea, Vitoria-Gasteiz",Álava,65,55.0,2019-03-29,135500,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
