ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 19 de octubre,0,0,2.0,1,0,1995.0,en trámite,planta 1ª exterior,1,0,82784000,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Bueno Monreal Kalea, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Bueno Monreal Kalea, Vitoria-Gasteiz",Álava,83,70.0,2019-03-29,202000,1,2.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,1,1.0,0,0,1993.0,en trámite,planta 4ª exterior,0,0,82876484,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Correría , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Correría,Álava,75,71.0,2019-03-29,115000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,en trámite,planta 1ª exterior,0,0,33683632,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle barrenkale , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle barrenkale,Álava,65,87.0,2019-03-29,92000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,2.0,0,0,2006.0,en trámite,planta 3ª,0,0,81488822,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Correría , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Correría,Álava,80,70.0,2019-03-29,150000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de marzo,0,0,1.0,0,0,1993.0,,planta 2ª exterior,0,0,84683581,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",,Álava,60,54.0,2019-03-29,109500,0,1.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,1,0,1993.0,en trámite,planta 3ª exterior,0,0,84695033,9,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Correría, 109 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Correría, 109",Álava,50,47.0,2019-03-29,165000,0,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 14 de febrero,0,0,1.0,0,0,1987.0,en trámite,planta 1ª exterior,0,0,84066936,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Errementari Kalea, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Errementari Kalea, Vitoria-Gasteiz",Álava,75,87.0,2019-03-29,128000,0,3.0,1,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,1,0,1993.0,,planta 2ª exterior,0,0,84471163,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Zapatari, 57 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Zapatari, 57",Álava,55,87.0,2019-03-29,110000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de febrero,0,0,1.0,1,0,1993.0,,planta 3ª exterior,0,0,81379001,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Correría , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Correría,Álava,80,87.0,2019-03-29,130000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,1.0,0,0,1886.0,en trámite,planta 3ª,0,0,82872638,1,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Correría , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Correría,Álava,76,64.0,2019-03-29,134719,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de noviembre,0,0,2.0,0,0,1965.0,en trámite,planta 4ª,0,0,82980713,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Francia , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Francia,Álava,105,90.0,2019-03-29,259000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de febrero,0,0,1.0,0,0,1880.0,en trámite,planta 4ª exterior,0,0,83370119,1,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Cuchillería , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Cuchillería,Álava,67,87.0,2019-03-29,100000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1885.0,en trámite,planta 1ª exterior,0,0,83370121,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Francia , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Francia,Álava,73,65.0,2019-03-29,188000,0,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de enero,0,0,1.0,0,0,1993.0,,planta 6ª exterior,0,0,27970310,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Errege Atea , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Errege Atea,Álava,86,84.0,2019-03-29,215000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 20 de abril,0,0,1.0,0,0,1993.0,en trámite,planta 2ª exterior,0,0,35198384,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Cuchillería , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Cuchillería,Álava,70,60.0,2019-03-29,160000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,,planta 2ª exterior,0,0,37479515,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Zapatari , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Zapatari,Álava,43,87.0,2019-03-29,110000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de junio,0,0,1.0,0,0,2008.0,,,0,0,81145390,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Santo Domingo , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Santo Domingo,Álava,59,48.0,2019-03-29,89000,0,1.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de febrero,0,0,1.0,0,0,2009.0,en trámite,planta 1ª,0,0,81560357,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Fundadora de las Siervas de Jesus , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Fundadora de las Siervas de Jesus,Álava,65,59.0,2019-03-29,176500,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de febrero,0,0,1.0,0,0,1993.0,en trámite,planta 1ª exterior,0,0,81590004,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Siervas de Jesus , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Siervas de Jesus,Álava,60,87.0,2019-03-29,176500,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de diciembre,0,0,1.0,0,0,2006.0,,planta 3ª exterior,0,0,83616681,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Santo Domingo , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Santo Domingo,Álava,78,53.0,2019-03-29,150000,1,2.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de diciembre,0,0,1.0,0,0,1993.0,en trámite,entreplanta exterior,0,0,82974528,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Aiztogile, 40 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Aiztogile, 40",Álava,46,36.0,2019-03-29,31000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de marzo,0,0,1.0,0,0,1973.0,no indicado,planta 5ª exterior,0,0,39759007,1,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Santa Ana Kantoia, 1 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Santa Ana Kantoia, 1",Álava,100,85.0,2019-03-29,250000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,1.0,1,0,1993.0,en trámite,planta 2ª exterior,0,0,84560164,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," zapatería , Urb. ilustración , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Urb. ilustración,Álava,57,87.0,2019-03-29,110000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de marzo,0,0,1.0,1,0,1993.0,,planta 3ª exterior,0,0,30521546,1,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Correria, 47 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Correria, 47",Álava,76,87.0,2019-03-29,130000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,1.0,0,0,1950.0,,planta 1ª exterior,0,0,84619495,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Pintorería, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Pintorería, Vitoria-Gasteiz",Álava,75,70.0,2019-03-29,115000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de marzo,0,0,1.0,0,0,1993.0,,planta 1ª exterior,0,0,84605184,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Pintore, 43 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Pintore, 43",Álava,89,87.0,2019-03-29,99900,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de noviembre,0,0,1.0,1,0,1993.0,en trámite,planta 1ª exterior,0,0,40205890,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," SIERVAS DE JESUS , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",SIERVAS DE JESUS,Álava,66,87.0,2019-03-29,176500,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de febrero,0,0,1.0,0,0,1885.0,,planta 3ª exterior,0,0,84211999,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Nueva Dentro-Juderia Kalea, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Nueva Dentro-Juderia Kalea, Vitoria-Gasteiz",Álava,85,75.0,2019-03-29,115000,0,3.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,1.0,0,0,1993.0,,planta 2ª exterior,0,0,84646235,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," ZAPATERIA , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",ZAPATERIA,Álava,57,87.0,2019-03-29,110000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de enero,0,0,1.0,0,0,2006.0,,planta 3ª exterior,0,0,83463678,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Cantón de Santa María, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Cantón de Santa María, Vitoria-Gasteiz",Álava,60,55.0,2019-03-29,150000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,1.0,1,0,1993.0,en trámite,planta 1ª exterior,0,0,34823673,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Correría , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Correría,Álava,81,70.0,2019-03-29,170000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,1.0,0,0,1940.0,en trámite,planta 2ª,0,0,84308106,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",,Álava,67,87.0,2019-03-29,72000,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 1ª exterior,0,0,84573588,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Pintoreria , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Pintoreria,Álava,77,87.0,2019-03-29,115000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,0,0,1966.0,,planta 1ª exterior,0,0,84682464,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Pintorería, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Pintorería, Vitoria-Gasteiz",Álava,110,96.0,2019-03-29,173400,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,1,0,1993.0,en trámite,planta 3ª exterior,0,0,38740773,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle correria , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle correria,Álava,76,87.0,2019-03-29,135000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de abril,0,0,1.0,0,0,1993.0,,planta 3ª exterior,0,0,35198500,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Correría , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Correría,Álava,58,87.0,2019-03-29,145000,0,1.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,1.0,0,0,1950.0,en trámite,planta 2ª exterior,0,0,84683211,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Pintorería, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Pintorería, Vitoria-Gasteiz",Álava,100,75.0,2019-03-29,110000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,1,1.0,0,0,1887.0,,planta 3ª exterior,0,0,84775180,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," PORTAL DEL REY , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",PORTAL DEL REY,Álava,97,87.0,2019-03-29,225000,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 22 de marzo,0,0,1.0,0,0,1993.0,,planta 3ª exterior,0,0,84776688,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," SANTO DOMINGO , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",SANTO DOMINGO,Álava,60,87.0,2019-03-29,93000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,1,2.0,0,0,1993.0,,planta 3ª exterior,0,0,84822158,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Santo Domingo, 6 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Santo Domingo, 6",Álava,70,65.0,2019-03-29,85000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,1,1.0,1,0,1993.0,en trámite,planta 1ª exterior,0,1,84852840,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle San Ignacio de Loyola, 9 , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle San Ignacio de Loyola, 9",Álava,69,59.0,2019-03-29,145000,0,2.0,1,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 3ª exterior,0,0,84774977,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," ZAPATERÍA , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",ZAPATERÍA,Álava,72,87.0,2019-03-29,69500,0,5.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,1,1.0,0,0,1990.0,,planta 3ª exterior,0,0,84838340,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Correría Kalea, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Correría Kalea, Vitoria-Gasteiz",Álava,60,52.0,2019-03-29,115000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,1850.0,,planta 2ª exterior,0,0,84854719,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Cuchillería, Vitoria-Gasteiz , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Cuchillería, Vitoria-Gasteiz",Álava,100,80.0,2019-03-29,99000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de diciembre,0,0,1.0,0,0,1972.0,no indicado,planta 2ª,0,0,30393522,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Errege Atea , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Errege Atea,Álava,100,87.0,2019-03-29,260000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 12 de febrero,0,1,2.0,0,0,2012.0,,planta 3ª exterior,0,0,83440554,9,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",,Álava,80,73.0,2019-03-29,270000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,0,0,2.0,1,0,1993.0,,planta 3ª exterior,0,0,83099191,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Zapateria , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Zapateria,Álava,80,72.0,2019-03-29,272900,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de marzo,0,1,3.0,1,0,1993.0,,planta 3ª,0,0,30269811,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Plaza Espainia , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Plaza Espainia,Álava,190,170.0,2019-03-29,437500,0,3.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de enero,0,0,1.0,1,0,1886.0,en trámite,planta 4ª exterior,0,0,35837320,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Zapatari , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Zapatari,Álava,70,60.0,2019-03-29,113300,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de septiembre,0,1,2.0,0,0,1994.0,,planta 2ª,0,0,81256760,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Zapatari , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Zapatari,Álava,75,73.0,2019-03-29,165000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de noviembre,0,1,1.0,1,0,2001.0,en trámite,planta 3ª exterior,0,0,83189450,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Fundadora de las Siervas de Jesus , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Fundadora de las Siervas de Jesus,Álava,55,50.0,2019-03-29,190000,0,1.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 15 de marzo,0,1,1.0,0,0,1993.0,no indicado,,0,0,83660715,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Zapatari , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Zapatari,Álava,82,60.0,2019-03-29,75000,0,5.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,1.0,0,0,1937.0,en trámite,planta 3ª,0,0,84092454,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Barrenkale , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Barrenkale,Álava,60,55.0,2019-03-29,85000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,1.0,1,0,1850.0,,planta 3ª,0,0,37401535,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Nueva Dentro-Juderia , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle Nueva Dentro-Juderia,Álava,80,78.0,2019-03-29,75000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,1.0,0,0,1993.0,en trámite,planta 1ª exterior,0,0,84349168,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle Barrancal, Vitoria-Gasteiz s/n , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ","Calle Barrancal, Vitoria-Gasteiz s/n",Álava,75,87.0,2019-03-29,98500,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de diciembre,0,0,2.0,1,0,2018.0,,planta 1ª exterior,0,0,83054539,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Diputación Foral de Alava Kalea, Vitoria-Gasteiz , Urb. EDIFICIO NUEVA CONSTRUCCIÓN- VIVIENDA A ESTRENAR , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Urb. EDIFICIO NUEVA CONSTRUCCIÓN- VIVIENDA A ESTRENAR,Álava,85,75.0,2019-03-29,474000,1,2.0,1,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,1.0,0,0,1993.0,,planta 3ª exterior,0,0,84195920,3,0.0,Vitoria-Gasteiz,Distrito Casco Viejo," nueva dentro , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",nueva dentro,Álava,80,78.0,2019-03-29,105000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de febrero,0,0,1.0,0,0,1993.0,,planta 1ª,0,0,27758139,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle nueva dentro-juderia , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle nueva dentro-juderia,Álava,30,87.0,2019-03-29,67500,0,1.0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de enero,0,0,1.0,0,0,1957.0,en trámite,planta 3ª,0,0,39770686,3,1.0,Vitoria-Gasteiz,Distrito Casco Viejo," Calle santo domingo , Distrito Casco Viejo , Vitoria-Gasteiz , Álava ",Calle santo domingo,Álava,68,87.0,2019-03-29,93300,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
