price,bath_num,room_num,house_type,house_id,m2_real,m2_useful,loc_city,loc_zone,construct_date,garage
1600,2.0,4.0,16,83436738,110,102,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
760,1.0,3.0,16,83915903,125,,Hernani,"Donostialdea, Guipúzcoa",,0
2000,1.0,3.0,16,40557684,90,,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
1100,2.0,3.0,16,27120312,85,77,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
900,1.0,2.0,16,84231993,60,58,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",1960,0
1000,1.0,1.0,21,40138698,45,40,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
1200,2.0,3.0,16,83760371,85,,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
700,2.0,3.0,16,83959190,90,,Lazkao,"Goierri, Guipúzcoa",,0
1700,3.0,3.0,22,81699432,170,,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,1
600,1.0,2.0,16,29471633,70,,Eibar,"Bajo Deba, Guipúzcoa",,0
2100,1.0,0.0,20,33851144,68,60,Orio,"Urola Kosta, Guipúzcoa",,0
830,1.0,2.0,16,28220452,57,56,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
750,1.0,2.0,16,30480791,80,,Lezo,"Donostialdea, Guipúzcoa",,0
790,2.0,2.0,16,38775791,70,65,Renteria / Errenteria,"Donostialdea, Guipúzcoa",,0
850,1.0,1.0,21,84365243,40,35,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
1800,1.0,4.0,17,37202975,100,,Oiartzun,"Donostialdea, Guipúzcoa",,0
850,1.0,3.0,16,84684098,80,,Donostia-San Sebastián,"Donostialdea, Guipúzcoa",,0
