ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, oeste"
Anuncio actualizado el 6 de junio,0,0,1.0,0,0,2007.0,,bajo exterior,1,0,39437740,0,1.0,Sant Pere de Riudebitlles,," , Sant Pere de Riudebitlles , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",75,60.0,2019-04-12,99000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de diciembre,0,0,3.0,0,0,1996.0,en trámite,,0,0,81809754,4,1.0,Gelida,," , Gelida , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",135,130.0,2019-04-12,275000,0,5.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Anuncio actualizado el 23 de octubre,0,1,1.0,0,1,1900.0,en trámite,2 plantas,1,1,81928720,10,1.0,Sant Martí Sarroca,," , Sant Martí Sarroca , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",240,99.0,2019-04-12,298000,0,7.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 13 de febrero,0,0,2.0,0,0,1996.0,,,0,0,82644696,2,1.0,Torrelles de Foix,," , Torrelles de Foix , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",186,99.0,2019-04-12,82000,0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de marzo,0,0,2.0,0,0,1996.0,,,0,0,82715550,9,1.0,Torrelles de Foix,," , Torrelles de Foix , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",1000,99.0,2019-04-12,132820,0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de marzo,0,0,1.0,0,0,1996.0,,exterior,0,0,82740511,0,0.0,Torrelles de Foix,," , Torrelles de Foix , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",65,99.0,2019-04-12,46450,0,3.0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de marzo,0,0,1.0,0,0,1996.0,,exterior,0,0,82709274,0,0.0,Sant Martí Sarroca,," , Sant Martí Sarroca , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",88,78.0,2019-04-12,124200,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de marzo,0,0,1.0,0,0,1996.0,no indicado,planta 2ª exterior,0,0,82695706,0,0.0,Sant Pere de Riudebitlles,," , Sant Pere de Riudebitlles , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",89,86.0,2019-04-12,106830,0,4.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de marzo,0,0,2.0,0,0,1996.0,no indicado,,0,1,82715552,9,1.0,Pontons,," , Pontons , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",405,99.0,2019-04-12,82600,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de marzo,0,0,1.0,0,0,1996.0,,exterior,0,0,83238393,0,0.0,Vilafranca del Penedès,Distrito Sant Julià," , Distrito Sant Julià , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",100,87.0,2019-04-12,135790,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,2.0,0,0,1996.0,en trámite,bajo,0,0,84371226,0,0.0,Santa Margarida i els Monjos,," , Santa Margarida i els Monjos , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",89,82.0,2019-04-12,99110,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de febrero,0,0,1.0,0,0,1996.0,no indicado,,1,0,26626713,2,1.0,Torrelles de Foix,Urb. can coral," Calle Drago, 18 , Urb. can coral , Torrelles de Foix , Alt Penedès, Barcelona ","Calle Drago, 18","Alt Penedès, Barcelona",70,99.0,2019-04-12,80000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de enero,0,0,1.0,0,0,1996.0,no indicado,1 planta,0,0,32998694,4,1.0,Gelida,"Calle Tarongers, 17"," Calle Tarongers, 17 , Gelida , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",65,99.0,2019-04-12,130000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de enero,0,0,1.0,0,0,1996.0,en trámite,planta 2ª exterior,0,0,33855126,0,1.0,Vilafranca del Penedès,Distrito Centre Vila," Calle de la parellada, 4 , Distrito Centre Vila , Vilafranca del Penedès , Alt Penedès, Barcelona ","Calle de la parellada, 4","Alt Penedès, Barcelona",160,99.0,2019-04-12,250000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de marzo,0,0,2.0,0,0,1996.0,no indicado,3 plantas,0,0,34196527,4,1.0,Avinyonet del Penedès,"Calle torre romana, 7"," Calle torre romana, 7 , Avinyonet del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",66,197.0,2019-04-12,75000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,2012.0,no indicado,,0,0,35995360,2,1.0,Sant Martí Sarroca,"Calle Verge de Montserrat, 6"," Calle Verge de Montserrat, 6 , Sant Martí Sarroca , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",420,99.0,2019-04-12,265000,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de diciembre,0,0,1.0,0,0,1996.0,no indicado,3 plantas,1,0,39886698,9,1.0,El Pla del Penedès,," , El Pla del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",165,110.0,2019-04-12,99000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de marzo,0,0,1.0,0,0,2006.0,,bajo exterior,1,0,39624186,0,1.0,Sant Llorenç d'Hortons,," , Sant Llorenç d'Hortons , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",90,68.0,2019-04-12,105000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,1,1.0,0,0,1996.0,no indicado,planta 4ª,0,0,83202903,0,1.0,Vilafranca del Penedès,Distrito Barceloneta - Molí d'En Rovira," , Distrito Barceloneta - Molí d'En Rovira , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",95,80.0,2019-04-12,105000,0,3.0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,0.0,0,0,1996.0,no indicado,,0,0,83174447,1,1.0,Vilafranca del Penedès,Distrito Centre Vila," , Distrito Centre Vila , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",380,99.0,2019-04-12,158000,0,0.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,0,1996.0,no indicado,,0,0,84701607,0,1.0,Vilafranca del Penedès,Distrito Barceloneta - Molí d'En Rovira," , Distrito Barceloneta - Molí d'En Rovira , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",79,99.0,2019-04-12,69000,0,5.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,3.0,1,0,1996.0,,3 plantas,1,1,26120525,8,1.0,Gelida,Urb. La Fanga," Calle Enric Prat de la Riba, 41 , Urb. La Fanga , Gelida , Alt Penedès, Barcelona ","Calle Enric Prat de la Riba, 41","Alt Penedès, Barcelona",220,250.0,2019-04-12,347700,0,4.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 26 de noviembre,0,0,2.0,0,0,1996.0,en trámite,planta 2ª exterior,0,0,30019209,0,0.0,Sant Pere de Riudebitlles,"Calle Delfi Ortiz, 25"," Calle Delfi Ortiz, 25 , Sant Pere de Riudebitlles , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",90,99.0,2019-04-12,70000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de diciembre,1,0,2.0,1,0,1996.0,en trámite,bajo exterior,1,0,35551768,0,1.0,El Pla del Penedès,"Calle Joan Oró, 3"," Calle Joan Oró, 3 , El Pla del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",80,99.0,2019-04-12,140000,0,3.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,0,0,2.0,0,0,1996.0,,,0,0,37716085,0,0.0,Sant Quintí de Mediona,," , Sant Quintí de Mediona , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",123,95.0,2019-04-12,95600,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,0,0,2.0,0,0,1996.0,,,0,0,37716066,0,1.0,Sant Quintí de Mediona,," , Sant Quintí de Mediona , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",91,75.0,2019-04-12,110300,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,1,0,2.0,1,0,1996.0,,2 plantas,0,0,81660159,2,1.0,Sant Llorenç d'Hortons,"Avenida Circunvallació, 14"," Avenida Circunvallació, 14 , Sant Llorenç d'Hortons , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",490,99.0,2019-04-12,150000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 22 de enero,0,0,4.0,1,0,1996.0,,,0,1,38295722,9,1.0,Vilafranca del Penedès,Distrito La Girada," , Distrito La Girada , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",454,369.0,2019-04-12,450000,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de enero,0,0,2.0,0,0,1996.0,no indicado,2 plantas,1,0,83016059,2,1.0,Font-Rubí,," , Font-Rubí , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",700,99.0,2019-04-12,260000,0,8.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de noviembre,0,0,2.0,0,0,1996.0,no indicado,2 plantas,1,0,83016180,2,1.0,Torrelles de Foix,," , Torrelles de Foix , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",230,99.0,2019-04-12,175500,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de febrero,0,1,1.0,0,0,1996.0,en trámite,4 plantas,0,0,83072003,4,1.0,Sant Sadurní d'Anoia,," , Sant Sadurní d'Anoia , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",85,70.0,2019-04-12,76000,0,2.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,0,0,2.0,0,0,1900.0,inmueble exento,,1,0,83577697,9,1.0,Sant Quintí de Mediona,," , Sant Quintí de Mediona , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",160,99.0,2019-04-12,65000,0,3.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,1,3.0,0,1,1910.0,inmueble exento,,0,1,84521793,11,1.0,Sant Sadurní d'Anoia,"Calle de la Diputació, 1"," Calle de la Diputació, 1 , Sant Sadurní d'Anoia , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",610,600.0,2019-04-12,800000,0,15.0,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,3.0,0,0,1996.0,no indicado,,0,0,26633815,2,1.0,Torrelles de Foix,Urb. poligono 1 parcela195," Avenida Can Coral, 195 , Urb. poligono 1 parcela195 , Torrelles de Foix , Alt Penedès, Barcelona ","Avenida Can Coral, 195","Alt Penedès, Barcelona",950,99.0,2019-04-12,245000,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 13 de febrero,0,0,1.0,0,0,1996.0,,planta 5ª,0,0,39083279,0,0.0,Sant Quintí de Mediona,Calle del pujol," Calle del pujol , Sant Quintí de Mediona , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",74,99.0,2019-04-12,62500,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de enero,0,0,2.0,0,0,1996.0,no indicado,planta 3ª exterior,1,1,1760144,3,1.0,Sant Sadurní d'Anoia,"Calle Vilarnau, 30"," Calle Vilarnau, 30 , Sant Sadurní d'Anoia , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",75,99.0,2019-04-12,200000,0,3.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de febrero,0,0,2.0,0,0,1996.0,,2 plantas,1,1,25218638,2,1.0,Mediona,"Calle 17, 39 /41"," Calle 17, 39 /41 , Mediona , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",650,190.0,2019-04-12,200000,0,3.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de noviembre,0,0,2.0,0,0,1996.0,no indicado,,1,0,27486807,1,1.0,Avinyonet del Penedès,"Calle del Calvari, 38"," Calle del Calvari, 38 , Avinyonet del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",200,200.0,2019-04-12,75000,0,5.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,0,1,1996.0,no indicado,1 planta,0,1,29590957,10,1.0,Mediona,Urb. Sant Elies," Calle Nou, 105 BIS , Urb. Sant Elies , Mediona , Alt Penedès, Barcelona ","Calle Nou, 105 BIS","Alt Penedès, Barcelona",1300,99.0,2019-04-12,89000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de noviembre,1,0,2.0,0,0,1996.0,no indicado,1 planta,1,1,29742252,2,1.0,Olèrdola,Urb. dalemar," Calle del Taronger, 1 , Urb. dalemar , Olèrdola , Alt Penedès, Barcelona ","Calle del Taronger, 1","Alt Penedès, Barcelona",700,99.0,2019-04-12,180000,0,4.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de enero,0,0,1.0,0,0,1996.0,,,0,0,31180645,9,1.0,Torrelles de Foix,," , Torrelles de Foix , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",262,235.0,2019-04-12,99600,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de enero,0,0,1.0,0,0,1996.0,,,0,0,31181314,0,0.0,Vilafranca del Penedès,Distrito L'Espirall," , Distrito L'Espirall , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",77,99.0,2019-04-12,85100,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,1996.0,,,0,0,31859185,0,1.0,El Pla del Penedès,," , El Pla del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",71,62.0,2019-04-12,54600,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,1996.0,,,0,0,32250168,0,1.0,El Pla del Penedès,," , El Pla del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",70,99.0,2019-04-12,66200,0,2.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,1996.0,,,0,0,32500340,0,1.0,El Pla del Penedès,," , El Pla del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",79,72.0,2019-04-12,83000,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de diciembre,0,0,1.0,0,0,1996.0,no indicado,planta 1ª exterior,0,1,32742938,0,0.0,Torrelles de Foix,"Raval, 102"," Raval, 102 , Torrelles de Foix , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",67,65.0,2019-04-12,39000,0,3.0,0,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,1,1,1.0,1,0,1996.0,no indicado,planta 9ª exterior,0,0,39675936,0,1.0,Santa Margarida i els Monjos,"Avenida Mas Catarro, 6"," Avenida Mas Catarro, 6 , Santa Margarida i els Monjos , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",72,99.0,2019-04-12,90000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de agosto,0,0,1.0,0,0,1996.0,en trámite,planta 1ª exterior,0,0,39679617,0,0.0,Vilafranca del Penedès,Distrito Sant Julià," Abat Copons , Distrito Sant Julià , Vilafranca del Penedès , Alt Penedès, Barcelona ",Abat Copons,"Alt Penedès, Barcelona",67,66.0,2019-04-12,75000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 3 de febrero,0,0,1.0,0,0,1996.0,no indicado,2 plantas,0,0,2071829,2,1.0,Sant Cugat Sesgarrigues,"Calle Creus, 9"," Calle Creus, 9 , Sant Cugat Sesgarrigues , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",175,99.0,2019-04-12,99000,0,5.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,2.0,0,0,1996.0,,,0,0,35040109,0,1.0,El Pla del Penedès,," , El Pla del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",85,99.0,2019-04-12,86100,0,3.0,0,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,1996.0,no indicado,3 plantas,1,0,27093521,2,1.0,Puigdàlber,"Calle Manel Parellada, 9"," Calle Manel Parellada, 9 , Puigdàlber , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",300,99.0,2019-04-12,330000,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de diciembre,0,0,2.0,0,0,1996.0,no indicado,planta 1ª exterior,1,0,28072764,0,1.0,Sant Llorenç d'Hortons,"Plaza Iglesia, 11"," Plaza Iglesia, 11 , Sant Llorenç d'Hortons , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",100,99.0,2019-04-12,195000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de diciembre,0,0,1.0,0,0,1996.0,no indicado,1 planta,0,0,30024222,7,1.0,Gelida,"Calle Ombú, 5"," Calle Ombú, 5 , Gelida , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",635,99.0,2019-04-12,158000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de septiembre,0,0,1.0,0,0,2006.0,no indicado,exterior,0,0,30355539,0,1.0,Sant Llorenç d'Hortons,," , Sant Llorenç d'Hortons , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",65,60.0,2019-04-12,105000,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de julio,0,0,1.0,0,0,1983.0,no indicado,,0,0,30409365,9,1.0,Sant Sadurní d'Anoia,," , Sant Sadurní d'Anoia , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",550,65.0,2019-04-12,86000,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de septiembre,0,0,2.0,0,0,1996.0,no indicado,,0,0,30957192,0,1.0,Torrelavit,," , Torrelavit , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",100,95.0,2019-04-12,99000,0,4.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de noviembre,0,0,2.0,0,0,1996.0,no indicado,3 plantas,0,1,31175169,9,1.0,Sant Pere de Riudebitlles,," , Sant Pere de Riudebitlles , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",100,175.0,2019-04-12,175000,0,3.0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de noviembre,1,0,2.0,1,0,1996.0,no indicado,2 plantas,0,0,32365979,9,1.0,Torrelavit,," , Torrelavit , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",90,80.0,2019-04-12,80000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de marzo,0,0,1.0,0,0,1996.0,no indicado,2 plantas,0,0,32890379,4,1.0,Castellví de la Marca,"Calle dels quatre cantons, 6"," Calle dels quatre cantons, 6 , Castellví de la Marca , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",232,99.0,2019-04-12,50000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de septiembre,0,0,2.0,0,0,1996.0,no indicado,,0,0,33148393,0,1.0,Vilafranca del Penedès,Distrito L'Espirall," , Distrito L'Espirall , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",85,75.0,2019-04-12,145000,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,2.0,0,0,1996.0,no indicado,,1,0,33680774,1,1.0,Vilafranca del Penedès,Distrito Sant Julià," , Distrito Sant Julià , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",170,99.0,2019-04-12,97000,0,5.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,1,1,2.0,0,0,1996.0,no indicado,planta 1ª,1,0,33680828,0,1.0,Vilafranca del Penedès,Distrito Sant Julià," , Distrito Sant Julià , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",90,99.0,2019-04-12,147000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,0,2.0,0,0,1996.0,no indicado,,1,0,33705657,1,1.0,Vilafranca del Penedès,Distrito Sant Julià," , Distrito Sant Julià , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",180,99.0,2019-04-12,110000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,1,0,3.0,0,0,1996.0,no indicado,,1,0,33717277,9,1.0,Vilafranca del Penedès,Distrito La Girada," , Distrito La Girada , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",400,200.0,2019-04-12,280000,0,5.0,0,0,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,0,1,1.0,0,0,1996.0,no indicado,planta 1ª,0,0,33946773,0,1.0,Vilafranca del Penedès,Distrito Centre Vila," , Distrito Centre Vila , Vilafranca del Penedès , Alt Penedès, Barcelona ",,"Alt Penedès, Barcelona",100,99.0,2019-04-12,120000,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
