price,bath_num,room_num,house_type,house_id,m2_real,m2_useful,loc_city,loc_zone,construct_date,air_conditioner,balcony,built_in_wardrobe,chimney,garage,garden,lift,reduced_mobility,storage_room,swimming_pool,terrace,energetic_certif,floor,loc_district,loc_neigh,obtention_date,ad_last_update
640,2.0,3.0,15,84213029,90,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,1,0,1.0,0,1,0,0,no indicado,planta 1ª exterior,Distrito Lakua,"Calle Hondarribia, 8",2019-03-29,Anuncio actualizado el 27 de marzo
1500,2.0,3.0,16,83565414,900,87.0,Zigoitia,"Zuya, Álava",1993.0,0,0,0,0,1,0,1.0,0,0,0,1,en trámite,2 plantas,Erlautza,,2019-03-29,Anuncio actualizado el 13 de diciembre
2000,3.0,4.0,16,84401707,240,87.0,Zigoitia,"Zuya, Álava",1993.0,0,0,0,0,1,0,1.0,0,0,0,0,en trámite,,Zelaia,,2019-03-29,Anuncio actualizado el 22 de febrero
1400,2.0,3.0,21,84821862,300,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,1,1.0,0,1,0,0,,1 planta,Distrito Zona rural suroeste,"Santa Cruz Hiribidea, 4",2019-03-29,Anuncio actualizado el 26 de marzo
850,2.0,2.0,15,34837504,80,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 4ª exterior,Distrito Lovaina - Aranzabal,Calle Portal de Castilla,2019-03-29,Anuncio actualizado el 18 de marzo
990,2.0,3.0,15,84148544,150,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,,planta 1ª interior,Distrito Lovaina - Aranzabal,"Calle El Prado, 5",2019-03-29,Anuncio actualizado el 11 de marzo
900,2.0,2.0,15,84771113,70,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 2ª exterior,Distrito Centro,Calle Manuel Iradier,2019-03-29,Anuncio actualizado el 22 de marzo
900,2.0,3.0,15,84480334,90,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,,planta 8ª exterior,Distrito San Martín,"Plaza Gerardo Armesto, 7",2019-03-29,Anuncio actualizado el 28 de marzo
700,1.0,3.0,15,84636977,90,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,,planta 4ª exterior,Distrito Lakua - Arriaga,"Calle Francisco Javier de Landaburu, 32",2019-03-29,Anuncio actualizado el 26 de marzo
2500,6.0,5.0,16,84540451,2000,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,0,1.0,0,0,0,0,,,Distrito Zona rural este,Calle Andra Mari de Eskolunbe,2019-03-29,Anuncio actualizado el 28 de marzo
1293,2.0,3.0,15,84683232,119,104.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,1,1.0,1,1,0,1,en trámite,planta 4ª exterior,Distrito Armentia - Ciudad Jardín,"Portal de Castilla, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 15 de marzo
1400,2.0,4.0,16,84751720,280,87.0,Vitoria-Gasteiz,Álava,1993.0,0,1,1,0,1,0,1.0,0,0,0,0,no indicado,3 plantas,Distrito Zona rural suroeste,"Santa Cruz Hiribidea, 4",2019-03-29,Anuncio actualizado el 22 de marzo
750,1.0,2.0,15,84794934,95,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,1,en trámite,planta 6ª exterior,Distrito Coronación,"Calle Coronacion de la Virgen Blanca, 1",2019-03-29,Anuncio actualizado el 25 de marzo
774,1.0,1.0,22,39918049,90,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,1,1.0,1,1,0,1,,planta 7ª exterior,Distrito Zabalgana - Ariznabarra,"Gaztelako Atea, 114",2019-03-29,Anuncio actualizado el 25 de marzo
700,1.0,2.0,15,84805989,84,65.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,0,1,0,0,no indicado,planta 2ª exterior,Distrito Casco Viejo,"Calle Pintore, 30",2019-03-29,Anuncio actualizado el 25 de marzo
1200,2.0,4.0,15,33436071,120,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,no indicado,planta 4ª exterior,Distrito Lovaina - Aranzabal,"Calle cercas bajas, 11",2019-03-29,Anuncio actualizado el 27 de marzo
810,1.0,2.0,15,84835440,75,70.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,0,1.0,0,0,0,0,en trámite,planta 2ª exterior,Distrito Lovaina - Aranzabal,Cercas Bajas,2019-03-29,Anuncio actualizado el 27 de marzo
850,2.0,3.0,15,84849625,95,90.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,0,1,0,1,en trámite,planta 7ª exterior,Distrito Zabalgana - Ariznabarra,Avenida zabalgana,2019-03-29,Anuncio actualizado el 28 de marzo
750,1.0,2.0,15,84851233,87,76.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,1,en trámite,planta 3ª exterior,Distrito Coronación,Calle Bruno Villarreal,2019-03-29,Anuncio actualizado el 29 de marzo
780,1.0,1.0,15,84852132,51,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,1,1,1.0,0,0,0,0,en trámite,planta 8ª exterior,Distrito San Martín,Calle Pintor Aurelio Verá-Fajardo,2019-03-29,Anuncio actualizado el 29 de marzo
1300,2.0,3.0,15,84855714,95,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,0,1.0,0,1,0,0,,planta 5ª exterior,Distrito Centro,"Calle Independentzia, 1",2019-03-29,Anuncio actualizado el 29 de marzo
925,2.0,3.0,15,1942576,105,100.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,1,1.0,0,0,0,0,no indicado,planta 3ª exterior,Distrito San Martín,"Avenida Gasteiz, 93",2019-03-29,Anuncio actualizado el 28 de marzo
