price,bath_num,room_num,house_type,house_id,m2_real,m2_useful,loc_city,loc_zone,construct_date,air_conditioner,balcony,built_in_wardrobe,chimney,garage,garden,lift,reduced_mobility,storage_room,swimming_pool,terrace,energetic_certif,floor,loc_district,loc_neigh,obtention_date,ad_last_update
110000,1.0,3.0,3,84212238,70,68.0,Vitoria-Gasteiz,Álava,1974.0,0,1,0,0,0,0,0.0,0,1,0,0,,planta 4ª exterior,Distrito Txagorritxu - El Pilar,PORTAL DE ARRIAGA,2019-03-29,Anuncio actualizado el 11 de febrero
270000,2.0,3.0,3,84628514,95,80.0,Vitoria-Gasteiz,Álava,1979.0,0,1,0,0,0,0,1.0,1,1,0,1,,planta 2ª exterior,Distrito Txagorritxu - El Pilar,Plaza SAN MARTIN,2019-03-29,Anuncio actualizado el 12 de marzo
263000,2.0,3.0,3,83490670,120,100.0,Vitoria-Gasteiz,Álava,1975.0,0,1,0,0,0,1,1.0,0,1,0,1,en trámite,planta 1ª exterior,Distrito Txagorritxu - El Pilar,"Conde Don Vela Kalea, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 1 de febrero
154500,1.0,2.0,3,84611535,60,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 5ª,Distrito Txagorritxu - El Pilar,Calle Paraguay,2019-03-29,Anuncio actualizado el 28 de marzo
250000,1.0,2.0,3,84580128,70,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 6ª,Distrito Txagorritxu - El Pilar,Calle Paraguay,2019-03-29,Anuncio actualizado el 28 de marzo
276000,2.0,3.0,3,84589849,80,72.0,Vitoria-Gasteiz,Álava,1982.0,0,0,1,0,1,0,1.0,1,1,0,1,en trámite,planta 3ª exterior,Distrito Txagorritxu - El Pilar,Pasaje DE LAS ANTILLAS,2019-03-29,Anuncio actualizado el 8 de marzo
120000,1.0,3.0,3,84801772,65,55.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,1,1,0,0,en trámite,planta 1ª exterior,Distrito Txagorritxu - El Pilar,"Calle Simon de Anda, 1",2019-03-29,Anuncio actualizado el 25 de marzo
159000,1.0,3.0,3,83542833,78,72.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,planta 6ª exterior,Distrito Txagorritxu - El Pilar,Domingo Beltrán de Otazu,2019-03-29,Anuncio actualizado el 26 de marzo
140000,1.0,4.0,3,82629161,110,100.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 4ª exterior,Distrito Txagorritxu - El Pilar,"Calle Domingo Beltran, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 27 de marzo
110000,1.0,3.0,3,38298331,70,68.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,1,0,1,en trámite,planta 4ª exterior,Distrito Txagorritxu - El Pilar,portal de arriaga,2019-03-29,Anuncio actualizado el 21 de febrero
260000,3.0,3.0,3,84085889,150,120.0,Vitoria-Gasteiz,Álava,1980.0,0,0,0,0,1,1,1.0,0,0,0,1,en trámite,planta 1ª exterior,Distrito Txagorritxu - El Pilar,Calle Conde Don Vela,2019-03-29,Anuncio actualizado el 31 de enero
285000,2.0,4.0,3,82819006,115,87.0,Vitoria-Gasteiz,Álava,1993.0,0,1,0,0,1,0,1.0,0,1,0,0,,planta 4ª exterior,Distrito Txagorritxu - El Pilar,Conde Don Vela s/n,2019-03-29,Anuncio actualizado el 20 de marzo
186000,1.0,1.0,3,84756064,56,46.0,Vitoria-Gasteiz,Álava,1966.0,0,0,1,0,0,0,1.0,0,0,0,0,en trámite,planta 5ª exterior,Distrito Txagorritxu - El Pilar,Avenida de Gasteiz,2019-03-29,Anuncio actualizado el 22 de marzo
155000,1.0,2.0,3,84763312,65,59.0,Vitoria-Gasteiz,Álava,1971.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 5ª interior,Distrito Txagorritxu - El Pilar,Calle Paraguay,2019-03-29,Anuncio actualizado el 22 de marzo
200000,1.0,3.0,3,82391436,78,72.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,1,0,1.0,0,1,0,1,,planta 4ª exterior,Distrito Txagorritxu - El Pilar,"Vicente Gonzalez de Etxabarri Kalea, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 8 de octubre
173000,1.0,3.0,3,83342044,85,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,en trámite,planta 5ª exterior,Distrito Txagorritxu - El Pilar,Puerto Rico s/n,2019-03-29,Anuncio actualizado el 21 de marzo
89000,1.0,1.0,3,35149153,35,34.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,en trámite,,Distrito Txagorritxu - El Pilar,,2019-03-29,Anuncio actualizado el 28 de marzo
209000,1.0,3.0,3,36366421,68,87.0,Vitoria-Gasteiz,Álava,1972.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 3ª,Distrito Txagorritxu - El Pilar,Calle arriagako atea,2019-03-29,Anuncio actualizado el 11 de marzo
173000,1.0,3.0,3,82840840,77,67.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,exterior,Distrito Txagorritxu - El Pilar,Calle Puerto Rico,2019-03-29,Anuncio actualizado el 23 de marzo
148000,1.0,3.0,3,83233012,73,64.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,,exterior,Distrito Txagorritxu - El Pilar,Calle Panamá,2019-03-29,Anuncio actualizado el 6 de marzo
222500,1.0,3.0,3,83539044,85,80.0,Vitoria-Gasteiz,Álava,1974.0,0,0,1,0,1,0,1.0,0,1,0,1,en trámite,planta 3ª,Distrito Txagorritxu - El Pilar,Calle Argentina,2019-03-29,Anuncio actualizado el 25 de enero
175000,1.0,4.0,3,84525491,98,86.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,exterior,Distrito Txagorritxu - El Pilar,Calle San Viator,2019-03-29,Anuncio actualizado el 19 de marzo
260000,2.0,3.0,3,84649544,130,120.0,Vitoria-Gasteiz,Álava,1974.0,0,0,1,0,1,1,1.0,0,1,0,1,,planta 1ª exterior,Distrito Txagorritxu - El Pilar,Calle Conde Don Vela,2019-03-29,Anuncio actualizado el 29 de marzo
260000,2.0,3.0,3,83636526,143,98.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,exterior,Distrito Txagorritxu - El Pilar,Calle Conde Don Vela,2019-03-29,Anuncio actualizado el 6 de marzo
190000,1.0,2.0,3,34884051,73,65.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,exterior,Distrito Txagorritxu - El Pilar,Calle Simon de Anda,2019-03-29,Anuncio actualizado el 6 de marzo
177000,1.0,3.0,3,31289148,67,87.0,Vitoria-Gasteiz,Álava,1971.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 2ª,Distrito Txagorritxu - El Pilar,Calle de Cuba,2019-03-29,Anuncio actualizado el 17 de enero
145000,1.0,2.0,3,84450534,61,87.0,Vitoria-Gasteiz,Álava,1970.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 3ª,Distrito Txagorritxu - El Pilar,Calle Peru,2019-03-29,Anuncio actualizado el 11 de marzo
190000,2.0,3.0,3,84626295,92,72.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,exterior,Distrito Txagorritxu - El Pilar,Plaza de la Costitucion,2019-03-29,Anuncio actualizado el 24 de marzo
170000,2.0,3.0,3,40011340,104,84.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,exterior,Distrito Txagorritxu - El Pilar,Calle Venezuela,2019-03-29,Anuncio actualizado el 6 de marzo
95000,1.0,3.0,3,39827092,85,74.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,1,0,1,en trámite,exterior,Distrito Txagorritxu - El Pilar,Calle Venezuela,2019-03-29,Anuncio actualizado el 21 de marzo
256000,2.0,4.0,3,38505088,149,120.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,,exterior,Distrito Txagorritxu - El Pilar,Calle Honduras,2019-03-29,Anuncio actualizado el 6 de marzo
161000,2.0,3.0,3,39351555,72,63.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,,exterior,Distrito Txagorritxu - El Pilar,Calle Panamá,2019-03-29,Anuncio actualizado el 6 de marzo
247000,1.0,3.0,3,83896441,90,85.0,Vitoria-Gasteiz,Álava,1960.0,0,0,1,0,0,0,1.0,0,1,0,1,en trámite,planta 3ª,Distrito Txagorritxu - El Pilar,Calle Simon de Anda,2019-03-29,Anuncio actualizado el 23 de enero
190000,1.0,3.0,3,82851349,86,68.0,Vitoria-Gasteiz,Álava,1972.0,0,0,1,0,0,0,1.0,0,1,0,0,en trámite,planta 5ª,Distrito Txagorritxu - El Pilar,Calle Puerto Rico,2019-03-29,Anuncio actualizado el 13 de febrero
190000,1.0,3.0,3,84350920,86,68.0,Vitoria-Gasteiz,Álava,1972.0,0,0,1,0,0,0,1.0,0,1,0,0,en trámite,planta 5ª,Distrito Txagorritxu - El Pilar,Calle Puerto Rico,2019-03-29,Anuncio actualizado el 19 de febrero
190000,1.0,2.0,3,84385069,80,75.0,Vitoria-Gasteiz,Álava,1975.0,0,0,1,0,1,0,1.0,0,1,0,1,en trámite,planta 1ª,Distrito Txagorritxu - El Pilar,Calle Mexico,2019-03-29,Anuncio actualizado el 13 de marzo
159000,1.0,3.0,3,84560069,77,71.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,,exterior,Distrito Txagorritxu - El Pilar,Calle Domingo Beltran de Otazu,2019-03-29,Anuncio actualizado el 27 de marzo
260000,2.0,3.0,3,83901747,120,87.0,Vitoria-Gasteiz,Álava,1981.0,0,0,0,0,1,0,1.0,0,1,0,1,,planta 1ª,Distrito Txagorritxu - El Pilar,Calle Conde Don Vela,2019-03-29,Anuncio actualizado el 18 de enero
265000,2.0,3.0,3,84626314,147,108.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,,planta 5ª exterior,Distrito Txagorritxu - El Pilar,Calle Argentina Kalea,2019-03-29,Anuncio actualizado el 14 de marzo
166000,1.0,3.0,3,84797898,94,75.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,exterior,Distrito Txagorritxu - El Pilar,Calle Bolivia,2019-03-29,Anuncio actualizado el 29 de marzo
190000,1.0,2.0,3,81584596,72,87.0,Vitoria-Gasteiz,Álava,1978.0,0,0,0,0,1,0,1.0,0,1,0,1,,planta 1ª,Distrito Txagorritxu - El Pilar,Calle Mexico,2019-03-29,Anuncio actualizado el 15 de marzo
120000,1.0,2.0,3,84824573,65,55.0,Vitoria-Gasteiz,Álava,1965.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 1ª,Distrito Txagorritxu - El Pilar,Calle Simon de Anda,2019-03-29,Anuncio actualizado el 27 de marzo
154000,1.0,2.0,3,84328653,65,60.0,Vitoria-Gasteiz,Álava,1971.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 5ª interior,Distrito Txagorritxu - El Pilar,Calle Paraguay,2019-03-29,Anuncio actualizado el 11 de marzo
145000,1.0,2.0,3,84367496,66,61.0,Vitoria-Gasteiz,Álava,1970.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 3ª,Distrito Txagorritxu - El Pilar,Calle Peru,2019-03-29,Anuncio actualizado el 27 de marzo
389000,2.0,3.0,3,83776772,132,116.0,Vitoria-Gasteiz,Álava,1979.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 4ª exterior,Distrito Txagorritxu - El Pilar,Calle Sebastian Fernandez de Leceta,2019-03-29,Anuncio actualizado el 19 de marzo
320000,2.0,3.0,3,84820670,120,112.0,Vitoria-Gasteiz,Álava,1966.0,0,0,0,0,0,0,1.0,1,0,0,1,en trámite,planta 3ª exterior,Distrito Txagorritxu - El Pilar,,2019-03-29,Anuncio actualizado el 28 de marzo
190000,1.0,2.0,3,82230686,80,75.0,Vitoria-Gasteiz,Álava,1975.0,0,0,1,0,1,0,1.0,0,1,0,1,en trámite,planta 1ª,Distrito Txagorritxu - El Pilar,Calle Mexico,2019-03-29,Anuncio actualizado el 1 de marzo
215000,2.0,2.0,3,84426148,75,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 2ª,Distrito Santiago - El Anglo,Calle Prudencio Maria Verastegui,2019-03-29,Anuncio actualizado el 14 de marzo
360000,2.0,4.0,3,33109253,120,110.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,1,,planta 1ª exterior,Distrito Santiago - El Anglo,"Calle la Esperanza Kalea, 7",2019-03-29,más de 5 meses sin actualizar
360000,2.0,4.0,3,81911636,110,105.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,0,1.0,0,0,0,0,no indicado,planta 3ª exterior,Distrito Santiago - El Anglo,"Calle Monseñor Estenaga, 8",2019-03-29,más de 5 meses sin actualizar
165000,2.0,2.0,3,84377634,65,64.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,planta 3ª exterior,Distrito Santiago - El Anglo,"Arana Kalea, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 21 de febrero
290000,2.0,3.0,3,84680648,80,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,en trámite,planta 1ª exterior,Distrito Santiago - El Anglo,"Calle La Esperanza, 7",2019-03-29,Anuncio actualizado el 17 de marzo
181500,1.0,2.0,3,84379871,75,74.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 5ª exterior,Distrito Santiago - El Anglo,"Senda de Los Canónigos, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 21 de febrero
165000,1.0,3.0,3,84527221,85,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,en trámite,planta 4ª exterior,Distrito Santiago - El Anglo,Monseñor Estenaga,2019-03-29,Anuncio actualizado el 28 de marzo
260000,2.0,4.0,3,84646430,105,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,1,0,1.0,0,1,0,0,no indicado,planta 7ª exterior,Distrito Santiago - El Anglo,"Calle Jose San Martin, 1",2019-03-29,Anuncio actualizado el 13 de marzo
190000,1.0,3.0,3,81842650,70,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,,planta 4ª exterior,Distrito Santiago - El Anglo,"Calle Arana, 6",2019-03-29,Anuncio actualizado el 21 de octubre
160000,1.0,2.0,3,27208861,73,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,0,en trámite,planta 4ª exterior,Distrito Santiago - El Anglo,"Calle de Francia, 16",2019-03-29,Anuncio actualizado el 11 de marzo
165000,2.0,2.0,3,35629930,78,72.0,Vitoria-Gasteiz,Álava,1993.0,0,1,0,0,0,0,1.0,0,1,0,0,no indicado,planta 3ª exterior,Distrito Santiago - El Anglo,"Calle Arana, 36",2019-03-29,Anuncio actualizado el 24 de marzo
159000,1.0,2.0,3,32489586,66,60.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,0,en trámite,bajo interior,Distrito Santiago - El Anglo,,2019-03-29,Anuncio actualizado el 31 de enero
373068,2.0,4.0,3,32693168,121,110.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 1ª,Distrito Santiago - El Anglo,,2019-03-29,Anuncio actualizado el 12 de febrero
144000,1.0,2.0,3,36344242,65,60.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,0,en trámite,planta 1ª,Distrito Santiago - El Anglo,,2019-03-29,Anuncio actualizado el 27 de marzo
140000,1.0,2.0,3,26403501,70,60.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,0,no indicado,planta 1ª exterior,Distrito Santiago - El Anglo,"Calle Arana Kalea, 10",2019-03-29,Anuncio actualizado el 24 de marzo
195000,1.0,3.0,3,40408278,80,75.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,0,1,0,0,en trámite,planta 3ª exterior,Distrito Santiago - El Anglo,"Calle Portal de Legutiano, 10",2019-03-29,Anuncio actualizado el 17 de marzo
180000,1.0,4.0,3,81663610,100,87.0,Vitoria-Gasteiz,Álava,1964.0,0,1,0,0,0,0,1.0,1,1,0,0,en trámite,planta 4ª exterior,Distrito Santiago - El Anglo,"Calle Askatasun, 10",2019-03-29,Anuncio actualizado el 24 de marzo
197500,2.0,3.0,3,82147381,97,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,0,1,0,1,,planta 5ª exterior,Distrito Santiago - El Anglo,"Calle Prudencio Maria Verastegui, 1",2019-03-29,Anuncio actualizado el 1 de febrero
130000,1.0,2.0,3,84125499,65,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,0,,entreplanta exterior,Distrito Santiago - El Anglo,"Senda de Los Canónigos Kalea, 5",2019-03-29,Anuncio actualizado el 24 de marzo
230000,2.0,3.0,3,84591422,107,90.0,Vitoria-Gasteiz,Álava,1993.0,0,1,1,0,1,0,1.0,1,1,0,1,no indicado,planta 1ª exterior,Distrito Santiago - El Anglo,"Calle Monseñor Estenaga, 10",2019-03-29,Anuncio actualizado el 24 de marzo
173300,1.0,2.0,3,37148358,70,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,0,en trámite,planta 4ª exterior,Distrito Santiago - El Anglo,Calle Francia,2019-03-29,Anuncio actualizado el 1 de febrero
165000,1.0,3.0,3,81886352,85,80.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,0,0,0,,planta 4ª exterior,Distrito Santiago - El Anglo,Monseñor Estenaga,2019-03-29,Anuncio actualizado el 19 de febrero
180000,1.0,2.0,3,82241238,84,75.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,0.0,0,1,0,0,,planta 3ª exterior,Distrito Santiago - El Anglo,Avenida de Santiago,2019-03-29,Anuncio actualizado el 1 de marzo
360000,2.0,4.0,3,82493693,95,90.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,1,0,1.0,0,1,0,1,,planta 1ª exterior,Distrito Santiago - El Anglo,Calle José San Martin,2019-03-29,Anuncio actualizado el 1 de marzo
240000,1.0,2.0,3,82512169,90,78.0,Vitoria-Gasteiz,Álava,1993.0,0,1,0,0,0,0,0.0,0,0,0,0,,planta 1ª exterior,Distrito Santiago - El Anglo,Calle Libertad,2019-03-29,Anuncio actualizado el 1 de marzo
340000,2.0,4.0,3,83195479,115,113.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,0,1.0,1,1,0,1,en trámite,planta 2ª exterior,Distrito Santiago - El Anglo,Calle Logroño,2019-03-29,Anuncio actualizado el 1 de marzo
315000,2.0,4.0,3,1081124,125,119.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,planta 1ª,Distrito Santiago - El Anglo,Calle francia,2019-03-29,Anuncio actualizado el 31 de enero
155500,2.0,2.0,3,28237079,60,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 2ª interior,Distrito Santiago - El Anglo,Calle Portal de Legutiano,2019-03-29,Anuncio actualizado el 1 de febrero
165000,2.0,3.0,3,32489307,78,72.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 3ª exterior,Distrito Santiago - El Anglo,Arana Kalea,2019-03-29,Anuncio actualizado el 21 de marzo
150000,1.0,2.0,3,32489288,84,75.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 1ª interior,Distrito Santiago - El Anglo,Calle Portal de Legutiano,2019-03-29,Anuncio actualizado el 31 de enero
166000,1.0,2.0,3,26169210,74,70.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,1,0,0,en trámite,planta 4ª,Distrito Santiago - El Anglo,Calle Francia,2019-03-29,Anuncio actualizado el 31 de enero
140000,1.0,2.0,3,32489625,66,60.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,0,,planta 1ª,Distrito Santiago - El Anglo,Calle Arana,2019-03-29,Anuncio actualizado el 31 de enero
176100,1.0,2.0,3,32489358,78,70.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,0,0,1,en trámite,planta 4ª,Distrito Santiago - El Anglo,Avenida Santiago,2019-03-29,Anuncio actualizado el 31 de enero
240000,1.0,3.0,3,37340456,86,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,0,0,0,0,en trámite,planta 1ª exterior,Distrito Santiago - El Anglo,Senda de Los Canónigos Kalea,2019-03-29,Anuncio actualizado el 1 de febrero
360000,2.0,4.0,3,32489430,109,100.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,1,0,1.0,0,1,0,0,en trámite,planta 3ª exterior,Distrito Santiago - El Anglo,Calle de los Herrán,2019-03-29,Anuncio actualizado el 31 de enero
248000,2.0,3.0,3,1295148,99,90.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,1,0,1.0,0,1,0,1,,planta 6ª exterior,Distrito Santiago - El Anglo,Plaza simon bolivar,2019-03-29,Anuncio actualizado el 31 de enero
155000,1.0,2.0,3,83012611,66,56.0,Vitoria-Gasteiz,Álava,1953.0,0,0,0,0,0,0,1.0,1,1,0,0,en trámite,planta 3ª interior,Distrito Santiago - El Anglo,Libertad,2019-03-29,Anuncio actualizado el 8 de noviembre
250000,2.0,3.0,3,39399595,98,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,1,1,0,0,en trámite,planta 5ª,Distrito Santiago - El Anglo,Calle Logroño,2019-03-29,Anuncio actualizado el 22 de febrero
165000,2.0,2.0,3,40103114,78,87.0,Vitoria-Gasteiz,Álava,1993.0,0,1,0,0,0,0,1.0,0,1,0,0,en trámite,planta 3ª exterior,Distrito Santiago - El Anglo,ARANA,2019-03-29,Anuncio actualizado el 23 de noviembre
369000,2.0,4.0,3,82696339,110,105.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,1,0,1.0,0,0,0,0,en trámite,planta 3ª exterior,Distrito Santiago - El Anglo,"Monseñor Estenaga Kalea, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 12 de noviembre
340000,2.0,4.0,3,83181781,140,113.0,Vitoria-Gasteiz,Álava,1980.0,0,1,1,0,1,0,1.0,0,1,0,1,en trámite,planta 2ª exterior,Distrito Santiago - El Anglo,"Logroño, 16",2019-03-29,Anuncio actualizado el 24 de marzo
175000,1.0,2.0,3,34720549,86,74.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,0,1,0,0,,planta 5ª exterior,Distrito Santiago - El Anglo,"Senda de los canónigos kalea, 9",2019-03-29,Anuncio actualizado el 14 de febrero
225000,2.0,4.0,3,83610909,96,89.0,Vitoria-Gasteiz,Álava,1993.0,0,1,1,0,0,0,1.0,1,1,0,0,,planta 1ª exterior,Distrito Santiago - El Anglo,"Calle de los Herrán, 46 A",2019-03-29,Anuncio actualizado el 24 de marzo
165000,2.0,2.0,3,40228006,84,75.0,Vitoria-Gasteiz,Álava,1970.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 3ª exterior,Distrito Santiago - El Anglo,arana,2019-03-29,Anuncio actualizado el 25 de febrero
130000,1.0,3.0,3,84602597,70,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,no indicado,planta 2ª exterior,Distrito Santiago - El Anglo,"Calle Reyes Catolicos, 34",2019-03-29,Anuncio actualizado el 24 de marzo
305000,2.0,2.0,3,39766731,100,87.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,0,1,0,1,en trámite,planta 4ª exterior,Distrito Santiago - El Anglo,Avenida de Santiago,2019-03-29,Anuncio actualizado el 1 de febrero
160000,1.0,2.0,3,81956867,85,70.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,0.0,0,1,0,1,,planta 2ª exterior,Distrito Santiago - El Anglo,Calle Arana,2019-03-29,Anuncio actualizado el 3 de agosto
175000,1.0,2.0,3,83928662,80,75.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,1,0,0,0,,planta 5ª exterior,Distrito Santiago - El Anglo,"Senda de Los Canónigos, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 21 de enero
265000,2.0,2.0,3,82866248,84,78.0,Vitoria-Gasteiz,Álava,1980.0,0,0,0,0,0,0,1.0,0,1,0,1,en trámite,planta 4ª exterior,Distrito Santiago - El Anglo,Plaza Hospital,2019-03-29,Anuncio actualizado el 9 de marzo
175000,1.0,2.0,3,83303406,78,70.0,Vitoria-Gasteiz,Álava,1975.0,0,0,0,0,0,0,1.0,0,1,0,0,en trámite,planta 5ª exterior,Distrito Santiago - El Anglo,Calle de los Herrán,2019-03-29,Anuncio actualizado el 14 de diciembre
340000,2.0,4.0,3,83322269,124,112.0,Vitoria-Gasteiz,Álava,1978.0,0,0,0,0,1,0,1.0,0,1,0,1,,planta 2ª exterior,Distrito Santiago - El Anglo,Calle Logroño,2019-03-29,Anuncio actualizado el 3 de diciembre
130000,1.0,2.0,3,84164117,65,55.0,Vitoria-Gasteiz,Álava,1945.0,0,0,1,0,0,0,0.0,0,0,0,0,en trámite,planta 1ª exterior,Distrito Santiago - El Anglo,Senda de los canonigos,2019-03-29,Anuncio actualizado el 6 de febrero
195000,2.0,3.0,3,82296814,104,87.0,Vitoria-Gasteiz,Álava,1975.0,0,0,0,0,0,0,1.0,0,0,0,0,,planta 5ª exterior,Distrito Santiago - El Anglo,MONSEÑOR ESTENAGA,2019-03-29,Anuncio actualizado el 28 de marzo
175000,1.0,2.0,3,83629158,80,74.0,Vitoria-Gasteiz,Álava,1993.0,0,0,1,0,0,0,1.0,1,1,0,0,,planta 5ª exterior,Distrito Santiago - El Anglo,"Calle los Herrán, Vitoria-Gasteiz",2019-03-29,Anuncio actualizado el 1 de marzo
175000,1.0,2.0,3,81412529,86,74.0,Vitoria-Gasteiz,Álava,1993.0,0,0,0,0,0,0,1.0,0,1,0,0,,planta 5ª exterior,Distrito Santiago - El Anglo,Senda de Los Canónigos Kalea,2019-03-29,Anuncio actualizado el 31 de enero
165000,2.0,3.0,3,84367475,79,72.0,Vitoria-Gasteiz,Álava,1967.0,0,0,0,0,0,0,1.0,0,1,0,1,,planta 3ª exterior,Distrito Santiago - El Anglo,ARANA,2019-03-29,Anuncio actualizado el 8 de marzo
