ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gas natural,heating_calefacción central: gas propano/butano,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_calefacción individual: gasoil,heating_no dispone de calefacción,heating_no dispone de calefacción: gas propano/butano,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,1976.0,en trámite,bajo exterior,0,0,84829011,2,1.0,Getxo,Distrito Las Arenas," Amaia , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",60,85.0,2019-03-30,247000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de enero,0,0,3.0,1,0,1976.0,en trámite,planta 5ª exterior,1,1,39636463,2,1.0,Getxo,Distrito Las Arenas," Calle villa de plentzia , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",134,85.0,2019-03-30,515000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,0,0,4.0,1,0,1976.0,en trámite,planta 1ª exterior,1,0,81621245,2,1.0,Getxo,Distrito Las Arenas," Calle Urkijo , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",164,150.0,2019-03-30,510000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de diciembre,0,0,1.0,1,0,1976.0,en trámite,bajo exterior,1,0,33982571,2,1.0,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",96,80.0,2019-03-30,390000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de marzo,0,0,1.0,1,0,1970.0,en trámite,planta 1ª exterior,0,0,81218320,2,1.0,Getxo,Distrito Las Arenas," Amaia , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",50,48.0,2019-03-30,210000,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de enero,0,0,3.0,1,0,1976.0,,planta 2ª exterior,1,1,82870745,2,1.0,Getxo,Distrito Las Arenas," Calle Villa de Plentzia Kalea, Guecho , Urb. privada , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",193,180.0,2019-03-30,730000,0,4.0,1,0,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,4.0,0,0,1974.0,en trámite,planta 4ª exterior,0,0,84233493,2,1.0,Getxo,Distrito Las Arenas," Cristobal Valdés , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",276,235.0,2019-03-30,950000,0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,1,2.0,1,0,1976.0,en trámite,planta 4ª exterior,1,0,84828208,2,1.0,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",110,85.0,2019-03-30,450000,1,3.0,0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,0,3.0,1,0,1976.0,,planta 2ª exterior,1,0,84485205,2,1.0,Getxo,Distrito Las Arenas," CLUB , Urb. Ibaigane 15 - 2° Dept 4 , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",110,85.0,2019-03-30,550000,0,3.0,1,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 8 de marzo,0,1,4.0,1,0,1976.0,,,1,0,84589201,10,1.0,Getxo,Distrito Las Arenas," ZUGAZARTE , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",230,85.0,2019-03-30,1150000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 11 de marzo,0,0,3.0,1,0,1976.0,,planta 3ª exterior,1,0,84611646,2,1.0,Getxo,Distrito Las Arenas," MUELLE TOMAS OLABARRI , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",150,85.0,2019-03-30,580000,1,5.0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 15 de marzo,0,0,3.0,1,0,1976.0,,planta 2ª exterior,1,0,84683613,2,1.0,Getxo,Distrito Las Arenas," VILLA DE PLENCIA , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",200,85.0,2019-03-30,730000,1,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 21 de marzo,0,0,3.0,1,0,1960.0,,planta 2ª exterior,1,1,84619215,2,1.0,Getxo,Distrito Las Arenas," Villa de Plencia , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",192,180.0,2019-03-30,730000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 22 de febrero,0,0,3.0,1,0,1975.0,en trámite,planta 3ª exterior,1,0,82261847,2,1.0,Getxo,Distrito Las Arenas," Máximo Aguirre , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",182,85.0,2019-03-30,670000,0,4.0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de marzo,0,0,2.0,1,0,1976.0,en trámite,planta 3ª exterior,1,1,83013758,2,1.0,Getxo,Distrito Las Arenas," venancio etxebarria , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",142,85.0,2019-03-30,670000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,1,2.0,1,0,1976.0,,planta 1ª exterior,1,0,84774727,2,1.0,Getxo,Distrito Las Arenas," MUELLE TOMAS OLABARRI , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",120,85.0,2019-03-30,525000,0,3.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,3.0,0,0,1976.0,no indicado,planta 2ª exterior,1,0,84146554,2,1.0,Getxo,Distrito Las Arenas," Urkijo , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",170,165.0,2019-03-30,550000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,3.0,1,0,1976.0,en trámite,planta 2ª exterior,1,0,84844793,2,1.0,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",210,85.0,2019-03-30,695000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,0,1975.0,,planta 5ª exterior,1,0,36547836,2,1.0,Getxo,Distrito Las Arenas," , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",160,85.0,2019-03-30,545000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,0,1976.0,,planta 3ª,1,0,36823737,2,1.0,Getxo,Distrito Las Arenas," , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",120,85.0,2019-03-30,695000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,3.0,0,0,1975.0,,planta 5ª exterior,1,0,38778070,2,1.0,Getxo,Distrito Las Arenas," , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",134,85.0,2019-03-30,520000,0,4.0,1,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 11 de febrero,0,0,2.0,1,0,1969.0,en trámite,planta 3ª exterior,1,1,40448791,2,1.0,Getxo,Distrito Las Arenas," Calle Venancio Etxebarria, 10 , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",143,85.0,2019-03-30,650000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,0,1985.0,en trámite,planta 1ª exterior,1,0,40473763,2,1.0,Getxo,Distrito Las Arenas," , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",101,90.0,2019-03-30,375000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de enero,0,0,3.0,0,0,1976.0,en trámite,planta 2ª exterior,0,0,81327860,2,1.0,Getxo,Distrito Las Arenas," , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",165,85.0,2019-03-30,550000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,0,1974.0,en trámite,planta 2ª exterior,0,0,81612039,2,1.0,Getxo,Distrito Las Arenas," , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",118,110.0,2019-03-30,365000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de noviembre,0,0,3.0,1,0,1976.0,,planta 3ª exterior,1,0,35474420,2,1.0,Getxo,Distrito Las Arenas," Paulino Mendivil , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",180,85.0,2019-03-30,580000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de marzo,0,0,4.0,0,0,1976.0,en trámite,planta 2ª exterior,1,0,38153778,2,1.0,Getxo,Distrito Las Arenas," Urquijo , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",150,85.0,2019-03-30,550000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de febrero,0,0,1.0,0,0,1976.0,en trámite,planta 1ª exterior,0,0,40433525,2,1.0,Getxo,Distrito Las Arenas," Amaia , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",55,85.0,2019-03-30,210000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,1.0,0,0,1976.0,en trámite,bajo exterior,0,0,40482162,2,0.0,Getxo,Distrito Las Arenas," Gobelaurre , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",60,85.0,2019-03-30,185000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de enero,0,0,3.0,1,0,1976.0,en trámite,planta 2ª exterior,1,0,82320092,2,1.0,Getxo,Distrito Las Arenas," , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",200,85.0,2019-03-30,1098000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 28 de febrero,0,0,1.0,0,0,1976.0,en trámite,planta 2ª exterior,0,0,82776920,2,1.0,Getxo,Distrito Las Arenas," Gorbea , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",80,85.0,2019-03-30,240000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de octubre,0,0,1.0,0,0,1976.0,en trámite,planta 4ª interior,1,0,82796910,2,1.0,Getxo,Distrito Las Arenas," Santa Eugenia , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",55,85.0,2019-03-30,190000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,3.0,1,0,1976.0,en trámite,planta 4ª exterior,1,1,83055012,4,1.0,Getxo,Distrito Las Arenas," Avenida Zugazarte, 56 , Urb. URBANIZACION , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",195,85.0,2019-03-30,879000,0,5.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 16 de noviembre,0,0,4.0,0,0,1976.0,en trámite,planta 1ª exterior,1,0,83155641,2,1.0,Getxo,Distrito Las Arenas," Urquijo , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",245,85.0,2019-03-30,1160000,0,5.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de enero,0,0,2.0,1,0,1976.0,en trámite,planta 6ª exterior,1,0,37757860,5,1.0,Getxo,Distrito Las Arenas," Calle mayor , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",90,85.0,2019-03-30,550000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de febrero,0,0,2.0,0,0,1976.0,en trámite,planta 5ª exterior,0,0,84079422,2,1.0,Getxo,Distrito Las Arenas," Calle Gobelaurre , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",85,85.0,2019-03-30,342000,1,3.0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 11 de febrero,0,1,4.0,1,0,1976.0,no indicado,planta 4ª exterior,1,0,84177532,2,1.0,Getxo,Distrito Las Arenas," Calle Ondategi, 17 , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",240,210.0,2019-03-30,750000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,1,0,1976.0,,bajo exterior,0,0,84729236,2,1.0,Getxo,Distrito Las Arenas," Calle Amaia, 17 , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",60,59.0,2019-03-30,240000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de mayo,0,0,2.0,1,0,1976.0,en trámite,bajo exterior,1,1,39512607,4,1.0,Getxo,Distrito Las Arenas," Calle Villa de Plentzia , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",150,85.0,2019-03-30,589000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 9 de marzo,0,0,2.0,1,0,1970.0,,planta 1ª exterior,0,1,84590427,2,1.0,Getxo,Distrito Las Arenas," Avenida ZUGATZARTE, 13 , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",92,90.0,2019-03-30,520000,1,2.0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de marzo,0,0,3.0,1,0,1976.0,en trámite,planta 2ª exterior,1,0,40249765,2,1.0,Getxo,Distrito Las Arenas," Club , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",120,110.0,2019-03-30,550000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,0,1976.0,en trámite,planta 3ª exterior,1,0,29069788,2,1.0,Getxo,Distrito Las Arenas," , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",150,85.0,2019-03-30,550000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,0,1,3.0,1,0,1976.0,,planta 2ª exterior,1,0,39777726,2,1.0,Getxo,Distrito Las Arenas," Calle Urkijo , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",165,85.0,2019-03-30,550000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 2 de octubre,0,1,1.0,1,0,1976.0,no indicado,planta 5ª exterior,0,0,82581741,2,0.0,Getxo,Distrito Las Arenas," GOBELA , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",70,85.0,2019-03-30,265000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 22 de marzo,1,1,2.0,1,0,1976.0,en trámite,planta 2ª exterior,1,0,84769839,2,1.0,Getxo,Distrito Las Arenas," Calle MAYOR , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",135,120.0,2019-03-30,460000,1,2.0,0,0,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 26 de enero,0,0,2.0,0,0,1976.0,en trámite,entreplanta exterior,1,1,29638261,2,1.0,Getxo,Distrito Las Arenas," Calle Errekagane , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",125,85.0,2019-03-30,520000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,2.0,1,0,1976.0,,planta 3ª exterior,0,0,84849351,2,1.0,Getxo,Distrito Las Arenas," , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",97,85.0,2019-03-30,285000,1,3.0,0,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 27 de febrero,0,0,2.0,0,0,1980.0,en trámite,planta 2ª exterior,0,0,82380208,2,1.0,Getxo,Distrito Las Arenas," , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",125,120.0,2019-03-30,365000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 14 de febrero,0,0,2.0,1,0,1976.0,,planta 1ª exterior,0,0,84071502,2,0.0,Getxo,Distrito Las Arenas," IBAIGANE , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",95,85.0,2019-03-30,298000,0,2.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 20 de marzo,0,0,3.0,1,0,1976.0,en trámite,planta 5ª exterior,1,0,38095760,2,1.0,Getxo,Distrito Las Arenas," Calle Máximo Aguirre , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",150,140.0,2019-03-30,550000,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,1,2.0,1,0,1976.0,,planta 2ª exterior,1,0,84797359,2,1.0,Getxo,Distrito Las Arenas," MAYOR , Barrio Las Arenas Centro , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Las Arenas Centro,"Gran Bilbao, Vizcaya",135,120.0,2019-03-30,460000,1,2.0,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 25 de marzo,0,0,2.0,1,0,1976.0,en trámite,planta 3ª exterior,0,1,84534249,2,1.0,Getxo,Distrito Las Arenas," Calle Venancio Etxebarria, 24 , Barrio Santa Ana , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Santa Ana,"Gran Bilbao, Vizcaya",110,101.0,2019-03-30,440000,0,3.0,0,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 27 de marzo,0,0,4.0,0,0,1976.0,,planta 2ª exterior,1,0,38831203,2,1.0,Getxo,Distrito Las Arenas," Calle urkijo, 3 , Barrio Muelle de las Arenas , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Muelle de las Arenas,"Gran Bilbao, Vizcaya",365,85.0,2019-03-30,1490000,1,5.0,1,0,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
