ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gas natural,heating_calefacción central: gas propano/butano,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_calefacción individual: gasoil,heating_no dispone de calefacción,heating_no dispone de calefacción: gas propano/butano,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
más de 2 meses sin actualizar,0,0,1,0,0,1976.0,en trámite,planta 9ª interior,0,0,83461986,15,1.0,Bilbao,Distrito Rekalde," Calle Camilo Villabaso, 12 , Barrio Rekalde Centro , Distrito Rekalde , Bilbao , Gran Bilbao, Vizcaya ",Barrio Rekalde Centro,"Gran Bilbao, Vizcaya",60,85.0,2019-03-31,720,0,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 2 meses sin actualizar,0,0,2,1,0,1976.0,no indicado,planta 9ª exterior,0,0,25570250,15,1.0,Bilbao,Distrito Basurto - Zorroza," Calle Masustegi Estrata, 5 , Barrio Basurtu , Distrito Basurto - Zorroza , Bilbao , Gran Bilbao, Vizcaya ",Barrio Basurtu,"Gran Bilbao, Vizcaya",95,90.0,2019-03-31,900,0,3,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
más de 2 meses sin actualizar,0,0,2,1,0,1976.0,,planta 2ª exterior,0,1,27543141,15,1.0,Santurtzi,Distrito Kabiezes," Calle Lauaxeta Kalea, 15 , Distrito Kabiezes , Santurtzi , Gran Bilbao, Vizcaya ","Calle Lauaxeta Kalea, 15","Gran Bilbao, Vizcaya",100,85.0,2019-03-31,900,0,3,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
más de 2 meses sin actualizar,0,0,1,1,0,1976.0,no indicado,bajo exterior,0,1,29585421,15,1.0,Bilbao,Distrito Uribarri," Calle Tutulu, 14 , Barrio Mirador de Bilbao-Maurice Ravel , Distrito Uribarri , Bilbao , Gran Bilbao, Vizcaya ",Barrio Mirador de Bilbao-Maurice Ravel,"Gran Bilbao, Vizcaya",78,85.0,2019-03-31,950,0,3,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 2 meses sin actualizar,0,1,2,1,0,1976.0,no indicado,1 planta,1,1,83049155,18,1.0,Gorliz,"Urzuriaga Bidea, 1"," Urzuriaga Bidea, 1 , Gorliz , Uribe-Butroe, Vizcaya ",,"Uribe-Butroe, Vizcaya",120,85.0,2019-03-31,950,0,2,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,1,1,1,0,1976.0,no indicado,planta 3ª exterior,0,0,84047761,15,1.0,Getxo,Distrito Las Arenas," Amaia Hiribidea, 18 , Barrio Romo , Distrito Las Arenas , Getxo , Gran Bilbao, Vizcaya ",Barrio Romo,"Gran Bilbao, Vizcaya",70,85.0,2019-03-31,825,0,3,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 7 de febrero,0,0,1,0,0,1976.0,no indicado,planta 2ª exterior,0,0,84194164,15,1.0,Bilbao,Distrito Uribarri," , Barrio Campo Volantín-Castaños , Distrito Uribarri , Bilbao , Gran Bilbao, Vizcaya ",Barrio Campo Volantín-Castaños,"Gran Bilbao, Vizcaya",65,85.0,2019-03-31,800,0,3,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1,1,0,1976.0,no indicado,planta 5ª exterior,0,0,2168724,15,1.0,Bilbao,Distrito Deusto," Avenida Madariaga, 47 , Barrio San Pedro de Deusto-Arangoit , Distrito Deusto , Bilbao , Gran Bilbao, Vizcaya ",Barrio San Pedro de Deusto-Arangoit,"Gran Bilbao, Vizcaya",90,80.0,2019-03-31,900,0,3,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,1,0,0,1976.0,no indicado,planta 4ª exterior,0,0,38315445,15,0.0,Bilbao,Distrito Begoña - Santutxu," Calle Santa Lucia, 48004 , Bizkaia , Barrio Santutxu-Basarrate , Distrito Begoña - Santutxu , Bilbao , Gran Bilbao, Vizcaya ",Barrio Santutxu-Basarrate,"Gran Bilbao, Vizcaya",70,65.0,2019-03-31,1500,0,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de febrero,0,0,1,1,0,1976.0,en trámite,planta 5ª exterior,0,0,84165807,15,1.0,Berango,"Sabino Arana, 21"," Sabino Arana, 21 , Berango , Uribe-Butroe, Vizcaya ",,"Uribe-Butroe, Vizcaya",65,62.0,2019-03-31,790,0,2,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
