ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: bomba de frío/calor,heating_calefacción central: eléctrica,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 31 de enero,0,0,3.0,1,0,,en trámite,2 plantas,1,0,40408689,15,,Aguadulce,"Urbanizacion Huerta de las Monjas, 13"," Urbanizacion Huerta de las Monjas, 13 , Aguadulce , Área de Estepa, Sevilla ",,"Área de Estepa, Sevilla",100,,2019-04-13,400,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
más de 2 meses sin actualizar,1,0,1.0,0,0,,,planta 1ª exterior,1,0,2169353,16,0,Estepa,"Calle Erillas Blancas, 25"," Calle Erillas Blancas, 25 , Estepa , Área de Estepa, Sevilla ",,"Área de Estepa, Sevilla",70,,2019-04-13,380,0,1.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,1.0,0,0,,no indicado,2 plantas,0,0,82935364,17,,La Roda de Andalucia,"Calle Sevilla, 91"," Calle Sevilla, 91 , La Roda de Andalucia , Área de Estepa, Sevilla ",,"Área de Estepa, Sevilla",200,,2019-04-13,350,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,1,0,1.0,1,1,,no indicado,,1,1,81996828,18,,Los Corrales,"Avenida de Andalucía, 58"," Avenida de Andalucía, 58 , Los Corrales , Área de Estepa, Sevilla ",,"Área de Estepa, Sevilla",100,,2019-04-13,1000,0,2.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
