ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: bomba de frío/calor,heating_calefacción central: eléctrica,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 2 de abril,0,0,1.0,0,0,,no indicado,2 plantas,1,0,40483515,1,,Castilblanco de los Arroyos,Urb. La colina," Calle Feria, 37 , Urb. La colina , Castilblanco de los Arroyos , Sierra norte, Sevilla ","Calle Feria, 37","Sierra norte, Sevilla",850,110,2019-04-13,175000,0,3.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,2.0,0,1,,no indicado,,0,0,81148791,5,,Castilblanco de los Arroyos,"urb.san benito abad, 10 b"," urb.san benito abad, 10 b , Castilblanco de los Arroyos , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",800,,2019-04-13,40000,0,4.0,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,2.0,0,0,,no indicado,2 plantas,1,0,30584410,6,,Almadén de la Plata,"Barrio Crucero, 20"," Barrio Crucero, 20 , Almadén de la Plata , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",120,,2019-04-13,110000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de noviembre,0,0,1.0,0,0,,no indicado,,0,0,81867638,2,,El Garrobo,"Sol, 3"," Sol, 3 , El Garrobo , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",127,,2019-04-13,42000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de noviembre,0,0,1.0,0,0,,no indicado,planta 1ª exterior,0,0,82777500,3,0,Guillena,"Avenida de los Lagos, 1"," Avenida de los Lagos, 1 , Guillena , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",62,,2019-04-13,45000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de enero,0,1,2.0,0,0,,no indicado,2 plantas,0,0,82818838,6,,El Ronquillo,"Calle los Brezales, 9"," Calle los Brezales, 9 , El Ronquillo , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",150,,2019-04-13,110000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de noviembre,0,0,2.0,0,0,,en trámite,planta 1ª exterior,0,1,83026923,3,1,Guillena,," , Guillena , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",100,,2019-04-13,94000,0,2.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de noviembre,1,0,1.0,1,0,2016,,1 planta,0,0,83213798,2,,Las Navas de la Concepcion,"Calle Principe Felipe, 5 A"," Calle Principe Felipe, 5 A , Las Navas de la Concepcion , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",98,90,2019-04-13,59000,0,2.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de abril,0,0,1.0,0,0,,no indicado,2 plantas,1,0,83452585,1,,Cazalla de la Sierra,"Cuesta del Vicario, 26"," Cuesta del Vicario, 26 , Cazalla de la Sierra , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",100,,2019-04-13,90000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de febrero,0,0,1.0,0,0,,no indicado,planta 1ª exterior,1,0,36855241,3,0,Constantina,"Calle Vicente Aleixandre, 2"," Calle Vicente Aleixandre, 2 , Constantina , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",70,,2019-04-13,90000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de febrero,0,0,1.0,0,0,,no indicado,2 plantas,0,0,39172353,2,,Guadalcanal,"Calle Santa Clara, 2"," Calle Santa Clara, 2 , Guadalcanal , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",60,,2019-04-13,40000,0,1.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,0,,no indicado,1 planta,1,0,33390310,1,,Guillena,Urb. lagos del serrano," Calle lebrija, 10 , Urb. lagos del serrano , Guillena , Sierra norte, Sevilla ","Calle lebrija, 10","Sierra norte, Sevilla",950,,2019-04-13,125000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,1,1.0,0,0,,,2 plantas,1,0,84534153,1,,Las Navas de la Concepcion,"Calle Bilbao, 24"," Calle Bilbao, 24 , Las Navas de la Concepcion , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",150,,2019-04-13,70000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de febrero,0,0,1.0,0,0,,,,0,0,40054835,1,,Guillena,Calle picasso," Calle picasso , Guillena , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",172,83,2019-04-13,118948,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 29 de diciembre,1,0,3.0,1,0,,en trámite,2 plantas,1,0,40294293,6,,El Pedroso,," , El Pedroso , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",135,120,2019-04-13,123000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de febrero,0,0,2.0,0,0,,,,0,0,83449379,1,,El Ronquillo,Calle los Brezales," Calle los Brezales , El Ronquillo , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",106,,2019-04-13,97800,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,1,0,1.0,0,0,,,planta 1ª exterior,0,0,84827393,3,0,Guillena,," , Guillena , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",62,,2019-04-13,59000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,en trámite,2 plantas,0,0,84832710,6,,El Ronquillo,Urb. Los altos del ronquillo," Calle los Brezales, 8 , Urb. Los altos del ronquillo , El Ronquillo , Sierra norte, Sevilla ","Calle los Brezales, 8","Sierra norte, Sevilla",115,,2019-04-13,150000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,1,0,2.0,0,0,,en trámite,2 plantas,0,0,84724366,6,,El Real de la Jara,"Calle Cadiz, 1"," Calle Cadiz, 1 , El Real de la Jara , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",90,,2019-04-13,75000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,no indicado,,0,0,84870816,1,,Constantina,"Calle Torneo, 1"," Calle Torneo, 1 , Constantina , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",80,,2019-04-13,80000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 4 de noviembre,1,0,2.0,1,0,,no indicado,1 planta,1,1,1687141,1,,Castilblanco de los Arroyos,Urb. LA COLINA," Calle Castilblanco, 90 , Urb. LA COLINA , Castilblanco de los Arroyos , Sierra norte, Sevilla ","Calle Castilblanco, 90","Sierra norte, Sevilla",595,90,2019-04-13,135000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,1.0,0,0,,no indicado,1 planta,1,1,1694005,1,,Castilblanco de los Arroyos,Urb. las minas," Camino Cabrera, 228 , Urb. las minas , Castilblanco de los Arroyos , Sierra norte, Sevilla ","Camino Cabrera, 228","Sierra norte, Sevilla",1800,,2019-04-13,69000,0,2.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,1,1,2.0,1,0,2006,no indicado,2 plantas,1,1,1751061,6,,Guillena,Urb. las pajanosas," Calle Oslo, 12 , Urb. las pajanosas , Guillena , Sierra norte, Sevilla ","Calle Oslo, 12","Sierra norte, Sevilla",312,154,2019-04-13,169000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 7 de abril,0,0,3.0,1,0,,,2 plantas,1,0,1791893,6,,Gerena,Urb. Jardines de gerena," Calle Fandango, 22 , Urb. Jardines de gerena , Gerena , Sierra norte, Sevilla ","Calle Fandango, 22","Sierra norte, Sevilla",120,93,2019-04-13,95000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 7 de abril,1,0,1.0,1,0,,no indicado,1 planta,0,0,1803764,6,,La Puebla de los Infantes,"Calle Azahar, 7"," Calle Azahar, 7 , La Puebla de los Infantes , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",200,130,2019-04-13,85000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de febrero,0,0,3.0,1,0,,no indicado,2 plantas,1,0,1846828,6,,Gerena,Urb. Jardines de gerena 5ª fase," Calle Huerta de Matorla, 4 , Urb. Jardines de gerena 5ª fase , Gerena , Sierra norte, Sevilla ","Calle Huerta de Matorla, 4","Sierra norte, Sevilla",122,120,2019-04-13,108000,0,4.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de febrero,0,1,2.0,1,0,,en trámite,2 plantas,0,1,391947,1,,Castilblanco de los Arroyos,"Calle Pérdiz, 61 63"," Calle Pérdiz, 61 63 , Castilblanco de los Arroyos , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",3000,,2019-04-13,115000,0,6.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,1,0,1.0,0,0,,no indicado,bajo exterior,0,0,2040345,3,0,La Puebla de los Infantes,"Calle Zahareta, 32"," Calle Zahareta, 32 , La Puebla de los Infantes , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",120,,2019-04-13,36000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de enero,0,0,1.0,0,0,,no indicado,2 plantas,0,0,2067446,0,,Guillena,"Calle Concepción Soto, 68"," Calle Concepción Soto, 68 , Guillena , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",362,332,2019-04-13,180000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,2.0,1,0,,no indicado,2 plantas,0,1,417247,6,,Constantina,"Calle Jose de la Bastida, 5"," Calle Jose de la Bastida, 5 , Constantina , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",80,,2019-04-13,105000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de marzo,0,0,2.0,1,0,,no indicado,1 planta,1,1,2085289,1,,El Castillo de las Guardas,Urb. El encinar," urbanización el Encinar, 40 , Urb. El encinar , El Castillo de las Guardas , Sierra norte, Sevilla ","urbanización el Encinar, 40","Sierra norte, Sevilla",450,95,2019-04-13,90000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de febrero,0,0,1.0,0,0,,no indicado,2 plantas,0,0,2106500,0,,Cazalla de la Sierra,"Calle Aire, 11"," Calle Aire, 11 , Cazalla de la Sierra , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",95,78,2019-04-13,60000,0,2.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 30 de enero,1,0,2.0,0,0,,no indicado,2 plantas,1,0,2111576,1,,Cazalla de la Sierra,"Calle Quinta, 39"," Calle Quinta, 39 , Cazalla de la Sierra , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",144,,2019-04-13,56000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 31 de marzo,1,1,2.0,1,0,,no indicado,entreplanta exterior,1,1,2118603,11,0,Guillena,Urb. ATALAYA," Calle Juan de la Cosa, 20 , Urb. ATALAYA , Guillena , Sierra norte, Sevilla ","Calle Juan de la Cosa, 20","Sierra norte, Sevilla",105,90,2019-04-13,150000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,0,0,3.0,1,0,,,2 plantas,1,0,2141268,6,,El Real de la Jara,Urb. valverde," Camino Ruta de la Plata, 36 , Urb. valverde , El Real de la Jara , Sierra norte, Sevilla ","Camino Ruta de la Plata, 36","Sierra norte, Sevilla",157,100,2019-04-13,125000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,0,,no indicado,planta 3ª exterior,1,1,444193,3,0,El Ronquillo,Urb. lindo lago," urbanización Lagos Serrano, 2 , Urb. lindo lago , El Ronquillo , Sierra norte, Sevilla ","urbanización Lagos Serrano, 2","Sierra norte, Sevilla",65,60,2019-04-13,20000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de febrero,1,0,3.0,1,0,,no indicado,3 plantas,1,1,25385882,1,,Guillena,Urb. Hato Verde Golf," Calle Sergio García, 13 , Urb. Hato Verde Golf , Guillena , Sierra norte, Sevilla ","Calle Sergio García, 13","Sierra norte, Sevilla",400,245,2019-04-13,390000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 1 de abril,1,0,3.0,1,0,,,3 plantas,0,1,25889096,6,,Guillena,Urb. HATO VERDE (LAS PAJANOSAS)," Calle Sergio Garcia, 24 , Urb. HATO VERDE (LAS PAJANOSAS) , Guillena , Sierra norte, Sevilla ","Calle Sergio Garcia, 24","Sierra norte, Sevilla",200,,2019-04-13,260000,0,5.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de febrero,1,0,3.0,1,0,,no indicado,2 plantas,1,0,25937163,6,,Gerena,Urb. CASAS DEL GUADIAMAR," Calle Gloria Fuertes, 28 , Urb. CASAS DEL GUADIAMAR , Gerena , Sierra norte, Sevilla ","Calle Gloria Fuertes, 28","Sierra norte, Sevilla",30,127,2019-04-13,185000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,0,0,1.0,0,0,,no indicado,,0,1,26801280,1,,El Real de la Jara,"Calle de Santa María, 19"," Calle de Santa María, 19 , El Real de la Jara , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",230,,2019-04-13,43575,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,2.0,0,0,,no indicado,2 plantas,0,0,26866571,6,,El Pedroso,Urb. Barriada del Cocho," Calle Barriada el Corcho, 7 , Urb. Barriada del Cocho , El Pedroso , Sierra norte, Sevilla ","Calle Barriada el Corcho, 7","Sierra norte, Sevilla",110,90,2019-04-13,120000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,no indicado,2 plantas,0,0,27307704,0,,Constantina,"Plaza del Pozuelo, 16"," Plaza del Pozuelo, 16 , Constantina , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",90,70,2019-04-13,70000,0,2.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 7 de abril,1,0,2.0,1,1,,en trámite,1 planta,1,1,27337169,2,,El Garrobo,"Calle Iglesia, 5"," Calle Iglesia, 5 , El Garrobo , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",650,130,2019-04-13,115000,0,2.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de noviembre,1,0,1.0,0,1,,no indicado,2 plantas,1,1,28563690,8,,Castilblanco de los Arroyos,Urb. las minas," las Minas, 195 F , Urb. las minas , Castilblanco de los Arroyos , Sierra norte, Sevilla ","las Minas, 195 F","Sierra norte, Sevilla",1600,70,2019-04-13,100000,0,1.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de febrero,1,0,1.0,0,0,,no indicado,planta 1ª exterior,0,0,28578190,3,0,El Pedroso,"Calle Juan Ramón Jimenez, 24"," Calle Juan Ramón Jimenez, 24 , El Pedroso , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",50,48,2019-04-13,55500,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,1,0,2.0,1,0,,no indicado,2 plantas,1,0,28674803,8,,Almadén de la Plata,"Calle Castillo, 3"," Calle Castillo, 3 , Almadén de la Plata , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",235,,2019-04-13,80000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 7 de abril,1,0,2.0,1,0,,no indicado,1 planta,0,1,29331287,1,,Castilblanco de los Arroyos,Urb. La Colina," Feria, 1069 , Urb. La Colina , Castilblanco de los Arroyos , Sierra norte, Sevilla ","Feria, 1069","Sierra norte, Sevilla",120,,2019-04-13,135000,0,4.0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 17 de marzo,0,0,2.0,1,1,,no indicado,2 plantas,1,1,29361576,8,,El Ronquillo,Urb. LOS ALTOS DEL RONQUILLO," Calle los Brezales, 12 , Urb. LOS ALTOS DEL RONQUILLO , El Ronquillo , Sierra norte, Sevilla ","Calle los Brezales, 12","Sierra norte, Sevilla",105,,2019-04-13,85000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,en trámite,2 plantas,1,0,29452215,6,,Alanis,"Calle 3 de Abril, 1"," Calle 3 de Abril, 1 , Alanis , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",90,,2019-04-13,91000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,1,0,2.0,0,0,,no indicado,2 plantas,1,0,29501555,1,,Guillena,Urb. Los lagos del serrano," Gines, 26 , Urb. Los lagos del serrano , Guillena , Sierra norte, Sevilla ","Gines, 26","Sierra norte, Sevilla",1000,120,2019-04-13,170000,0,3.0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,1,,no indicado,,1,1,29980183,5,,Castilblanco de los Arroyos,Urb. Urbanización 7 Arroyos," Calle Alondra, 18 zona D , Urb. Urbanización 7 Arroyos , Castilblanco de los Arroyos , Sierra norte, Sevilla ","Calle Alondra, 18 zona D","Sierra norte, Sevilla",2000,,2019-04-13,72000,0,3.0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de diciembre,0,0,2.0,0,0,,no indicado,1 planta,1,0,30042749,5,,La Puebla de los Infantes,"Camino de la Merina, 1"," Camino de la Merina, 1 , La Puebla de los Infantes , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",2070,,2019-04-13,55000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de abril,1,0,1.0,1,1,,no indicado,1 planta,0,1,30031906,8,,Castilblanco de los Arroyos,Barrio Dehesa Campoamor s/n," Barrio Dehesa Campoamor s/n , Castilblanco de los Arroyos , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",6500,140,2019-04-13,210000,0,4.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,2.0,0,0,,en trámite,2 plantas,0,0,30234066,1,,San Nicolas del Puerto,"Se-163, 11"," Se-163, 11 , San Nicolas del Puerto , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",155,,2019-04-13,85000,0,5.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,2 plantas,0,0,30263741,1,,Las Navas de la Concepcion,"Calle Leon XIII, 19"," Calle Leon XIII, 19 , Las Navas de la Concepcion , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",320,250,2019-04-13,60000,0,5.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,no indicado,,0,0,30369326,2,,Cazalla de la Sierra,"Calle Doctor Vera Campos, 63"," Calle Doctor Vera Campos, 63 , Cazalla de la Sierra , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",130,,2019-04-13,80000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,0,0,1.0,0,0,,no indicado,,1,0,30502676,2,,Castilblanco de los Arroyos,"Calle Ancha, 17"," Calle Ancha, 17 , Castilblanco de los Arroyos , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",200,90,2019-04-13,48000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 18 de diciembre,0,0,2.0,1,1,,en trámite,2 plantas,1,1,30531639,2,,Almadén de la Plata,"Plaza del Pilar, 9"," Plaza del Pilar, 9 , Almadén de la Plata , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",481,,2019-04-13,150000,0,4.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,1,0,,en trámite,2 plantas,1,0,30753675,1,,Gerena,"Calle hotelitos, 6"," Calle hotelitos, 6 , Gerena , Sierra norte, Sevilla ",,"Sierra norte, Sevilla",120,,2019-04-13,104000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,2.0,0,0,,no indicado,1 planta,1,1,30997066,1,,Guillena,Urb. fase totalmente legal," diseminado lagos del serrano fase, 38 , Urb. fase totalmente legal , Guillena , Sierra norte, Sevilla ","diseminado lagos del serrano fase, 38","Sierra norte, Sevilla",800,110,2019-04-13,189900,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
