ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_calefacción individual: gasoil,heating_heating,heating_no dispone de calefacción,heating_no dispone de calefacción: gas natural,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 25 de marzo,0,0,1.0,0,0,1988,en trámite,planta 2ª,0,1,84750906,16,1,Donostia-San Sebastián,Distrito Centro-Miraconcha," , Barrio Área Romántica , Distrito Centro-Miraconcha , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",Barrio Área Romántica,"Donostialdea, Guipúzcoa",50,43,2019-04-01,1250,0,1.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 29 de marzo,0,0,2.0,0,0,,,planta 1ª exterior,1,0,84870012,16,1,Donostia-San Sebastián,Distrito Amara," Riberas de loyola , Barrio Riberas , Distrito Amara , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",Barrio Riberas,"Donostialdea, Guipúzcoa",85,72,2019-04-01,1100,0,2.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de marzo,0,1,1.0,0,0,,inmueble exento,planta 2ª exterior,0,0,29767149,21,0,Hondarribia,"San Pedro, 47"," San Pedro, 47 , Hondarribia , Bajo Bidasoa, Guipúzcoa ",,"Bajo Bidasoa, Guipúzcoa",35,,2019-04-01,700,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 26 de marzo,0,0,2.0,0,0,1900,en trámite,planta 3ª,0,0,84739418,16,1,Donostia-San Sebastián,Distrito Parte Vieja," Calle Etxague Jenerala , Distrito Parte Vieja , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",Calle Etxague Jenerala,"Donostialdea, Guipúzcoa",85,,2019-04-01,1300,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,1900,en trámite,planta 3ª,0,0,84796642,16,1,Donostia-San Sebastián,Distrito Parte Vieja," , Distrito Parte Vieja , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",,"Donostialdea, Guipúzcoa",83,75,2019-04-01,950,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,1,1.0,1,0,,en trámite,planta 2ª exterior,0,0,84797742,16,1,Donostia-San Sebastián,Distrito Centro-Miraconcha," Autonomia, 8 , Urb. Donostia- San Sebastian , Barrio Amara Zaharra-Arbaizenea , Distrito Centro-Miraconcha , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",Barrio Amara Zaharra-Arbaizenea,"Donostialdea, Guipúzcoa",92,80,2019-04-01,1100,1,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,0,1,2.0,0,0,,en trámite,interior,0,0,82309681,16,1,Donostia-San Sebastián,Distrito Centro-Miraconcha," Foru Pasealekua, 5 , Barrio Área Romántica , Distrito Centro-Miraconcha , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",Barrio Área Romántica,"Donostialdea, Guipúzcoa",100,93,2019-04-01,1400,0,2.0,0,0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,1,1,2.0,1,0,,en trámite,interior,0,0,82531094,16,1,Donostia-San Sebastián,Distrito Gros," Calle Zabaleta, 36 , Distrito Gros , Donostia-San Sebastián , Donostialdea, Guipúzcoa ","Calle Zabaleta, 36","Donostialdea, Guipúzcoa",100,80,2019-04-01,1600,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,0,1,2.0,1,0,,en trámite,interior,0,0,82531097,16,1,Donostia-San Sebastián,Distrito Centro-Miraconcha," Calle San Bartolome, 34 , Barrio Área Romántica , Distrito Centro-Miraconcha , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",Barrio Área Romántica,"Donostialdea, Guipúzcoa",70,60,2019-04-01,1450,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,1,0,2.0,1,0,,en trámite,exterior,0,0,82569376,16,1,Donostia-San Sebastián,Distrito Centro-Miraconcha," Calle Easo, 19 , Barrio Área Romántica , Distrito Centro-Miraconcha , Donostia-San Sebastián , Donostialdea, Guipúzcoa ",Barrio Área Romántica,"Donostialdea, Guipúzcoa",84,73,2019-04-01,1400,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
