price,bath_num,room_num,house_type,house_id,m2_real,m2_useful,loc_city,loc_zone,construct_date,air_conditioner,balcony,built_in_wardrobe,chimney,garage,garden,lift,reduced_mobility,storage_room,swimming_pool,terrace
1200,1,0,20,83890973,68,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,0,0,1.0,0,0,0,0
700,1,2,15,82577578,55,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,0,0,0,0,0,0.0,0,0,0,1
1990,3,4,16,30010620,205,190.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0,0,0,0,1,0,1.0,0,1,0,1
1550,2,3,22,84032712,150,130.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0,0,0,0,1,0,1.0,0,0,0,0
1200,2,3,16,84046162,90,85.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,0,0,1.0,0,0,0,0
700,1,2,15,84091060,57,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,0,0,1.0,1,0,0,0
900,2,3,16,81508926,85,85.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,1,0,0,0,0,1.0,0,0,0,1
700,1,2,15,84188179,75,85.0,Leioa,"Gran Bilbao, Vizcaya",1976.0,0,0,0,0,0,0,1.0,0,0,0,0
1200,2,3,15,84199389,96,90.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,0,0,0,0,0,1.0,0,0,0,0
1400,2,3,17,84216405,125,120.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,0,0,1.0,0,1,0,0
1050,1,1,15,84216407,52,49.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,1,0,1.0,0,0,0,0
950,2,3,15,84300055,85,80.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,1,0,0,0,0,1.0,0,0,0,0
1400,2,2,15,84442345,81,85.0,Bilbao,"Gran Bilbao, Vizcaya",1968.0,0,0,0,0,0,0,0.0,0,0,0,0
900,2,3,15,84443689,120,90.0,Urduliz,"Uribe-Butroe, Vizcaya",1976.0,1,0,0,0,1,0,1.0,0,1,0,1
500,1,3,15,84324933,86,80.0,Sopuerta,"Encartaciones, Vizcaya",1976.0,0,0,0,0,0,0,0.0,0,0,0,0
700,1,1,15,84458627,49,45.0,Getxo,"Gran Bilbao, Vizcaya",2006.0,0,0,0,0,0,0,0.0,0,0,0,0
650,1,2,15,31396533,70,85.0,Basauri,"Gran Bilbao, Vizcaya",1970.0,0,1,0,0,0,0,1.0,0,0,0,0
800,1,3,15,84608835,74,85.0,Barakaldo,"Gran Bilbao, Vizcaya",1957.0,0,0,0,0,0,0,1.0,0,0,0,0
900,1,1,15,82196992,48,45.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,1,0,1.0,0,1,0,0
1000,1,3,15,82936281,70,67.0,Leioa,"Gran Bilbao, Vizcaya",1990.0,0,1,1,0,0,0,1.0,0,0,0,0
1500,3,4,15,83544396,150,145.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,1,1,1.0,0,1,0,0
1100,2,3,15,83579848,145,140.0,Berango,"Uribe-Butroe, Vizcaya",1976.0,0,0,1,0,1,1,1.0,0,1,0,1
990,1,2,15,83726326,85,75.0,Bilbao,"Gran Bilbao, Vizcaya",1970.0,0,0,1,0,0,0,1.0,0,0,0,0
1050,2,3,15,40209520,120,108.0,Bilbao,"Gran Bilbao, Vizcaya",1976.0,0,0,0,0,0,0,1.0,0,0,0,0
925,1,1,15,84072064,60,59.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,1,0,1.0,0,0,0,1
1200,2,3,15,84090431,117,115.0,Getxo,"Gran Bilbao, Vizcaya",1976.0,0,0,1,0,1,0,1.0,0,0,0,1
