ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_promoción de obra nueva,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gas,heating_calefacción central: gas natural,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_calefacción individual: gas,heating_calefacción individual: gas natural,heating_calefacción individual: gas propano/butano,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este","orientation_norte, sur, este, oeste","orientation_norte, sur, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, este, oeste","orientation_sur, oeste"
Anuncio actualizado el 18 de febrero,1,0,1.0,0,0,1969,en trámite,planta 1ª,0,0,83893363,0,,Madrid,Distrito Usera," Calle Nicolás Sánchez , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",72,63,2019-04-12,220000,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de febrero,0,0,1.0,0,0,1970,en trámite,planta 3ª exterior,0,0,84051484,0,,Madrid,Distrito Usera," Calle Juan Salas , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",70,,2019-04-12,135000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,1,0,1.0,1,0,,en trámite,interior,0,0,84343219,0,0,Madrid,Distrito Usera," Calle de Marcelo Usera , Urb. null , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",60,,2019-04-12,145000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de marzo,0,0,1.0,1,0,,en trámite,planta 1ª exterior,0,0,84345453,0,0,Madrid,Distrito Usera," Avenida Rafaela Ybarra, Madrid, 49 , Urb. BARRIO ZOFIO , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",65,60,2019-04-12,117000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 20 de marzo,1,0,2.0,0,0,1995,en trámite,bajo exterior,1,0,84486491,0,0,Madrid,Distrito Usera," GUADIX , Barrio 12 de Octubre-Orcasur , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio 12 de Octubre-Orcasur,"Madrid capital, Madrid",94,90,2019-04-12,180000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,1,1,2.0,1,0,2000,en trámite,planta 6ª exterior,1,1,84528865,0,1,Madrid,Distrito Usera," , Barrio Orcasitas , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Orcasitas,"Madrid capital, Madrid",100,,2019-04-12,220000,0,3.0,1,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,1950,en trámite,planta 2ª exterior,0,0,84544153,0,0,Madrid,Distrito Usera," pilarica , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",46,,2019-04-12,94000,0,2.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,1975,en trámite,planta 4ª exterior,1,0,84697877,0,0,Madrid,Distrito Usera," Calle José Bielsa, Madrid , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",75,69,2019-04-12,154000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,,en trámite,bajo exterior,0,0,82429684,0,0,Madrid,Distrito Usera," Calle Pablo Ortiz , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",80,70,2019-04-12,140000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de febrero,1,1,2.0,1,0,,,planta 3ª exterior,0,0,82704054,0,1,Madrid,Distrito Usera," Calle de Salasierra, Madrid , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",98,,2019-04-12,205000,0,3.0,1,0,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 25 de enero,0,0,1.0,0,0,,en trámite,planta 4ª exterior,0,0,82792875,0,0,Madrid,Distrito Usera," Calle de la Marquesa de Silvela, Madrid , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",50,,2019-04-12,107500,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 5 de abril,0,0,1.0,0,0,1960,no indicado,planta 1ª exterior,0,1,83809859,0,1,Madrid,Distrito Usera," , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",67,63,2019-04-12,226000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 11 de marzo,0,0,1.0,0,0,,en trámite,planta 2ª exterior,0,0,84174194,0,1,Madrid,Distrito Usera," Calle MARCELO USERA , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",62,,2019-04-12,121000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,1,0,2.0,1,0,1983,en trámite,bajo exterior,1,0,84366160,0,0,Madrid,Distrito Usera," Calle Guadix, 9 , Barrio 12 de Octubre-Orcasur , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio 12 de Octubre-Orcasur,"Madrid capital, Madrid",132,100,2019-04-12,180000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de marzo,1,0,1.0,0,0,,en trámite,planta 1ª exterior,0,0,84479702,0,0,Madrid,Distrito Usera," Calle La Cereza , Barrio Zofío , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Zofío,"Madrid capital, Madrid",61,50,2019-04-12,124000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,1,0,1986,en trámite,planta 1ª exterior,0,1,84855091,0,1,Madrid,Distrito Usera," Urb. ADORA , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",97,80,2019-04-12,152000,1,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 9 de abril,1,1,1.0,1,0,,en trámite,planta 4ª exterior,0,0,84828584,0,0,Madrid,Distrito Usera," Calle Quince de Agosto, Madrid, 8 , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",92,90,2019-04-12,230000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 2 de abril,1,0,1.0,0,0,1955,no indicado,planta 1ª exterior,0,0,84916176,0,0,Madrid,Distrito Usera," , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",69,65,2019-04-12,197000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 6 de marzo,0,0,2.0,1,0,,,planta 1ª exterior,0,0,83116072,0,0,Madrid,Distrito Usera," Plaza DE ANDRES ARTEAGA , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",90,85,2019-04-12,224000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,0,1.0,1,0,,no indicado,planta 2ª exterior,0,1,1739135,0,1,Madrid,Distrito Usera," Calle Antonio López, 114 , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",87,70,2019-04-12,300000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de abril,1,0,2.0,1,0,,no indicado,planta 1ª exterior,1,1,28251792,0,1,Madrid,Distrito Usera," Calle Rutilo, 7 , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",120,,2019-04-12,260000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de enero,1,0,2.0,1,0,,en trámite,bajo exterior,1,0,29782896,0,0,Madrid,Distrito Usera," Calle San Fortunato, 1 , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",180,160,2019-04-12,260000,0,3.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,1,0,1.0,1,0,,,planta 2ª exterior,1,1,34496698,0,1,Madrid,Distrito Usera," Calle ordicia, 35 , Barrio Orcasitas , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Orcasitas,"Madrid capital, Madrid",50,,2019-04-12,165000,1,1.0,1,1,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 11 de marzo,0,0,5.0,1,0,,,planta 2ª exterior,0,1,35435477,0,0,Madrid,Distrito Usera," Calle Nicolás Sánchez, 16 , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",550,,2019-04-12,950000,0,10.0,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de febrero,1,0,2.0,1,0,,,planta 2ª exterior,1,1,82589531,0,1,Madrid,Distrito Usera," Calle Dodge , Barrio Orcasitas , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Orcasitas,"Madrid capital, Madrid",124,,2019-04-12,235000,0,3.0,1,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,1.0,0,0,,en trámite,bajo interior,0,0,82648650,0,1,Madrid,Distrito Usera," Calle de Nicolás Usera, 40 , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",46,42,2019-04-12,96000,0,1.0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,1,0,,en trámite,planta 2ª exterior,0,0,83026936,0,0,Madrid,Distrito Usera," Calle Antonio Velasco Zazo, 13 , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",70,65,2019-04-12,175000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de febrero,1,0,2.0,1,0,,en trámite,planta 3ª exterior,0,0,83789917,0,0,Madrid,Distrito Usera," Calle de Nicolás Usera, Madrid , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",100,,2019-04-12,200000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,1,0,2.0,1,0,,no indicado,planta 7ª exterior,1,1,33778642,3,1,Madrid,Distrito Usera," Calle de gainza, 301 , Urb. Jardines de y barra II , Barrio Orcasitas , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Orcasitas,"Madrid capital, Madrid",200,,2019-04-12,375000,0,3.0,1,1,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 24 de marzo,1,0,2.0,1,0,,no indicado,planta 1ª exterior,1,1,84147834,0,1,Madrid,Distrito Usera," Calle de La Silvina, 13 , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",120,100,2019-04-12,250000,0,3.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,1,0,2.0,1,0,1985,en trámite,planta 1ª exterior,0,1,84255824,0,1,Madrid,Distrito Usera," Calle de Antonio López, 181 , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",124,115,2019-04-12,370000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 1 de abril,1,0,1.0,0,0,,no indicado,planta 3ª exterior,0,0,84495300,0,0,Madrid,Distrito Usera," Calle Josefina Veredas, 7 , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",72,65,2019-04-12,156000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,1,1,2.0,1,0,,en trámite,planta 6ª exterior,1,1,84538028,0,1,Madrid,Distrito Usera," RUTILO, 19 , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",116,90,2019-04-12,225000,0,3.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,2.0,0,0,1995,no indicado,planta 3ª,0,0,84898877,0,1,Madrid,Distrito Usera," Travesía Santona, 1 , Barrio Zofío , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Zofío,"Madrid capital, Madrid",76,60,2019-04-12,163000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de abril,0,0,2.0,0,0,1960,en trámite,planta 1ª,0,0,84924194,0,,Madrid,Distrito Usera," Calle de Amparo Usera, 45 , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",107,102,2019-04-12,260000,0,3.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 28 de marzo,0,0,1.0,0,0,,en trámite,planta 3ª exterior,0,0,84248549,0,1,Madrid,Distrito Usera," Camino de Perales, Madrid, 98 , Urb. Colonia Virgen de la Antigua. , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",64,61,2019-04-12,126000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,1.0,1,0,,en trámite,planta 2ª exterior,0,0,84368309,0,0,Madrid,Distrito Usera," cereza, 3 , Barrio Zofío , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Zofío,"Madrid capital, Madrid",61,,2019-04-12,124000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 24 de febrero,0,0,2.0,1,0,,en trámite,planta 4ª exterior,0,0,84416871,3,1,Madrid,Distrito Usera," JUAN SALAS, 3 , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",72,,2019-04-12,212100,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,0,1,2.0,1,0,,en trámite,planta 8ª exterior,1,1,82965035,0,1,Madrid,Distrito Usera," Calle de La Silvina, Madrid , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",118,,2019-04-12,215000,0,3.0,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Anuncio actualizado el 17 de octubre,1,0,1.0,1,0,,en trámite,planta 5ª exterior,0,0,37478254,0,0,Madrid,Distrito Usera," Calle de Salasierra, 13 , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",65,,2019-04-12,109900,0,2.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de marzo,1,0,1.0,0,0,2004,en trámite,bajo,0,1,84668461,0,1,Madrid,Distrito Usera," Calle Gabriel Usera , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",61,46,2019-04-12,175000,0,1.0,0,0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de marzo,1,0,1.0,1,0,1983,en trámite,planta 1ª exterior,0,0,84707878,0,1,Madrid,Distrito Usera," Calle Campotéjar, Madrid , Barrio 12 de Octubre-Orcasur , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio 12 de Octubre-Orcasur,"Madrid capital, Madrid",92,,2019-04-12,140000,0,2.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,1.0,1,0,1980,no indicado,bajo interior,0,0,84741966,0,0,Madrid,Distrito Usera," Calle Nicolás Godoy , Urb. null , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",60,52,2019-04-12,110000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,1,0,1.0,1,0,1950,en trámite,planta 2ª interior,0,0,84886849,0,1,Madrid,Distrito Usera," Calle de Antonio López, Madrid , Urb. . , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",90,81,2019-04-12,240000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 9 de abril,1,0,1.0,0,0,1975,en trámite,planta 3ª interior,0,0,82884779,0,0,Madrid,Distrito Usera," Calle de Dolores Barranco , Urb. null , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",78,62,2019-04-12,125000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,1,0,1.0,0,0,,,planta 3ª exterior,0,0,84114781,0,0,Madrid,Distrito Usera," Calle de Antonio Salvador, Madrid , Urb. 1B , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",86,72,2019-04-12,145000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 22 de marzo,0,0,1.0,0,0,1960,,planta 2ª exterior,0,0,84161846,0,1,Madrid,Distrito Usera," Calle Piedrabuena, Madrid , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",80,,2019-04-12,155000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,en trámite,planta 1ª exterior,0,0,84581035,0,0,Madrid,Distrito Usera," SILVIO ABAD , Barrio Zofío , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Zofío,"Madrid capital, Madrid",81,68,2019-04-12,125000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,,en trámite,planta 2ª exterior,0,0,85003620,0,0,Madrid,Distrito Usera," , Barrio Zofío , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Zofío,"Madrid capital, Madrid",67,,2019-04-12,147000,0,3.0,0,0,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 23 de marzo,1,0,2.0,1,0,2000,no indicado,planta 2ª exterior,1,1,84150929,0,1,Madrid,Distrito Usera," , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",110,97,2019-04-12,260000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,4.0,0,0,1986,en trámite,planta 6ª exterior,0,0,84371274,3,1,Madrid,Distrito Usera," , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",216,194,2019-04-12,499000,0,6.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,1,0,1.0,0,0,,en trámite,planta 1ª exterior,0,0,84727047,0,0,Madrid,Distrito Usera," Calle de Carabelos, Madrid , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",65,,2019-04-12,95000,0,2.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,0,0,1.0,0,0,,,,0,0,84994565,0,0,Madrid,Distrito Usera," Calle Luis de la Torre , Barrio Pradolongo , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Pradolongo,"Madrid capital, Madrid",88,,2019-04-12,169000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 12 de abril,0,0,1.0,0,0,2009,en trámite,planta 3ª exterior,0,0,85025331,5,1,Madrid,Distrito Usera," , Barrio Moscardó , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Moscardó,"Madrid capital, Madrid",66,,2019-04-12,112000,0,1.0,0,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de febrero,1,0,2.0,1,0,2001,,planta 7ª exterior,1,1,82421099,5,1,Madrid,Distrito Usera," RUTILO , Barrio San Fermín , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio San Fermín,"Madrid capital, Madrid",103,90,2019-04-12,237740,1,2.0,1,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,1,0,1.0,1,0,2003,en trámite,entreplanta exterior,0,0,82427515,0,1,Madrid,Distrito Usera," , Barrio Almendrales , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Almendrales,"Madrid capital, Madrid",59,49,2019-04-12,140000,1,1.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,0,1.0,0,0,1974,en trámite,planta 1ª exterior,0,0,81360316,0,0,Madrid,Distrito Usera," Calle De Silvio Abad , Barrio Zofío , Distrito Usera , Madrid , Madrid capital, Madrid ",Barrio Zofío,"Madrid capital, Madrid",75,72,2019-04-12,130000,0,3.0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
