ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, oeste"
más de 5 meses sin actualizar,0,0,1.0,0,0,,no indicado,,1,0,81339261,1,,Nerva,"Calle Julio Cesar, 93"," Calle Julio Cesar, 93 , Nerva , El Andévalo, Huelva ",,"El Andévalo, Huelva",160,,2019-04-13,50000,0,3.0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,,planta 1ª exterior,0,0,82817244,4,0,San Bartolomé de la Torre,"Calle el Olivar, 24"," Calle el Olivar, 24 , San Bartolomé de la Torre , El Andévalo, Huelva ",,"El Andévalo, Huelva",103,,2019-04-13,67000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,0,,,1 planta,0,0,37981144,2,,Cabezas Rubias,"Calle Cerro, 1"," Calle Cerro, 1 , Cabezas Rubias , El Andévalo, Huelva ",,"El Andévalo, Huelva",140,,2019-04-13,48000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,,,0,0,25595935,2,,Santa Barbara de Casa,"Calle Pozato, 13"," Calle Pozato, 13 , Santa Barbara de Casa , El Andévalo, Huelva ",,"El Andévalo, Huelva",200,,2019-04-13,49000,0,6.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,1,0,1987,en trámite,bajo exterior,0,0,81331258,4,0,Minas de Riotinto,"Barrio la Naya, 6"," Barrio la Naya, 6 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",75,,2019-04-13,35500,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
más de 5 meses sin actualizar,0,0,2.0,0,0,,no indicado,2 plantas,1,0,29152495,1,,Minas de Riotinto,"Calle Orense, 6"," Calle Orense, 6 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",548,,2019-04-13,90000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,2.0,0,1,,no indicado,1 planta,0,1,25873836,7,,Valverde del Camino,Urb. Vistaalegre," Calle sector Sapu los Pinos s/n , Urb. Vistaalegre , Valverde del Camino , El Andévalo, Huelva ",Calle sector Sapu los Pinos s/n,"El Andévalo, Huelva",10000,130,2019-04-13,150000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
más de 5 meses sin actualizar,1,0,2.0,0,0,,no indicado,1 planta,1,0,40066910,2,,Calañas,"Calle San Basilio, 2"," Calle San Basilio, 2 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",140,120,2019-04-13,75000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
más de 5 meses sin actualizar,0,0,2.0,0,0,,no indicado,1 planta,1,0,82561836,2,,Puebla de Guzman,"Calle Labradores, 4"," Calle Labradores, 4 , Puebla de Guzman , El Andévalo, Huelva ",,"El Andévalo, Huelva",200,,2019-04-13,125000,0,5.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,1,,no indicado,1 planta,1,1,37842568,2,,Alosno,"Calle perdia, 29"," Calle perdia, 29 , Alosno , El Andévalo, Huelva ",,"El Andévalo, Huelva",400,,2019-04-13,150000,0,4.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,1,0,2.0,1,0,,,2 plantas,0,1,1797831,1,,Zalamea la Real,"Calle Zumajo, 4"," Calle Zumajo, 4 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",195,185,2019-04-13,96500,0,4.0,0,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,0,,no indicado,1 planta,0,0,33899772,7,,Valverde del Camino,"Calle nueva, 31"," Calle nueva, 31 , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",108,,2019-04-13,69000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,0,,no indicado,2 plantas,0,0,81607175,2,,Calañas,"Calle Manefique, 64"," Calle Manefique, 64 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",230,,2019-04-13,80000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
más de 5 meses sin actualizar,1,1,1.0,1,0,,no indicado,planta 3ª interior,0,0,81712578,6,1,El Campillo,"Los cantos, 5"," Los cantos, 5 , El Campillo , El Andévalo, Huelva ",,"El Andévalo, Huelva",86,,2019-04-13,53000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,1.0,0,0,,no indicado,,0,0,83801616,5,,Calañas,," , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",76,,2019-04-13,37500,0,2.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,0,0,2.0,0,0,,no indicado,,0,0,84155220,4,,Valverde del Camino,," , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",100,,2019-04-13,31200,0,3.0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de diciembre,1,0,1.0,1,1,,,,0,1,29143172,0,,Zalamea la Real,"Aldea el Pozuelo, 61"," Aldea el Pozuelo, 61 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",2000,,2019-04-13,100000,0,2.0,1,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,0,1.0,0,0,,no indicado,,0,0,35254256,2,,Tharsis,"Calle Doctor Fleming, 40"," Calle Doctor Fleming, 40 , Tharsis , El Andévalo, Huelva ",,"El Andévalo, Huelva",90,,2019-04-13,55000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 14 de noviembre,0,0,1.0,0,0,,no indicado,1 planta,0,0,83095840,0,,Valverde del Camino,"N-435, 199"," N-435, 199 , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",15000,,2019-04-13,70000,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
