ad_last_update,air_conditioner,balcony,bath_num,built_in_wardrobe,chimney,construct_date,energetic_certif,floor,garage,garden,house_id,house_type,lift,loc_city,loc_district,loc_full,loc_neigh,loc_zone,m2_real,m2_useful,obtention_date,price,reduced_mobility,room_num,storage_room,swimming_pool,terrace,condition_condition,condition_segunda mano/buen estado,condition_segunda mano/para reformar,heating_calefacción central,heating_calefacción central: gasoil,heating_calefacción individual,heating_calefacción individual: bomba de frío/calor,heating_calefacción individual: eléctrica,heating_heating,heating_no dispone de calefacción,orientation_este,"orientation_este, oeste",orientation_norte,"orientation_norte, este","orientation_norte, este, oeste","orientation_norte, oeste","orientation_norte, sur","orientation_norte, sur, este, oeste",orientation_oeste,orientation_orientation,orientation_sur,"orientation_sur, este","orientation_sur, oeste"
Anuncio actualizado el 15 de enero,0,0,1.0,0,0,,en trámite,2 plantas,0,0,83853064,3,,San Bartolomé de la Torre,," , San Bartolomé de la Torre , El Andévalo, Huelva ",,"El Andévalo, Huelva",95,,2019-04-13,53500,0,4.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de agosto,0,0,1.0,0,0,,en trámite,planta 1ª exterior,0,0,82031670,4,0,Nerva,"Calle Marqués de Nerva, Nerva"," Calle Marqués de Nerva, Nerva , Nerva , El Andévalo, Huelva ",,"El Andévalo, Huelva",110,100,2019-04-13,29900,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,1,0,,no indicado,planta 2ª exterior,0,0,398125,4,0,Minas de Riotinto,"Calle Barriada de la Naya, 3"," Calle Barriada de la Naya, 3 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",85,70,2019-04-13,36000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de abril,1,0,3.0,0,0,,no indicado,2 plantas,1,1,2101981,3,,San Bartolomé de la Torre,"Via Granado1, 1"," Via Granado1, 1 , San Bartolomé de la Torre , El Andévalo, Huelva ",,"El Andévalo, Huelva",50,120,2019-04-13,115000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 7 de abril,1,0,4.0,1,0,,,2 plantas,0,0,427564,1,,Zalamea la Real,Calle Huerto s/n," Calle Huerto s/n , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",500,,2019-04-13,150000,0,7.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,3.0,1,0,,,2 plantas,1,1,25067506,5,,Minas de Riotinto,"Calle de Bella Vista, 15"," Calle de Bella Vista, 15 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",320,280,2019-04-13,190000,0,4.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de abril,0,0,1.0,1,0,,no indicado,2 plantas,1,1,25914109,1,,Valverde del Camino,Urb. el saltilo," del Cuco, 52 , Urb. el saltilo , Valverde del Camino , El Andévalo, Huelva ","del Cuco, 52","El Andévalo, Huelva",800,,2019-04-13,120000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,1,0,2014,,2 plantas,0,0,27668491,3,,Minas de Riotinto,"Calle Elias Serrano, 7"," Calle Elias Serrano, 7 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",94,87,2019-04-13,91500,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
Anuncio actualizado el 20 de marzo,0,0,2.0,1,0,,no indicado,2 plantas,1,0,28631038,1,,Zalamea la Real,"Calle Hospital, 17"," Calle Hospital, 17 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",190,170,2019-04-13,95000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,3.0,0,0,,en trámite,,1,1,28935804,1,,Calañas,"Calle Salamanca, 10"," Calle Salamanca, 10 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",250,,2019-04-13,150000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,0,0,,,2 plantas,1,0,29056536,2,,Valverde del Camino,"Plaza los Zarzales, 6"," Plaza los Zarzales, 6 , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",190,130,2019-04-13,150000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,0.0,0,0,,no indicado,,0,0,29426100,2,,Sanlucar de Guadiana,"Calle el Arrabal, 12"," Calle el Arrabal, 12 , Sanlucar de Guadiana , El Andévalo, Huelva ",,"El Andévalo, Huelva",38,32,2019-04-13,22000,0,0.0,0,0,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 26 de febrero,0,0,1.0,0,0,,no indicado,planta -2 interior,0,0,30367337,4,0,Minas de Riotinto,"Bda. la Naya, bloque 9, 2 º B"," Bda. la Naya, bloque 9, 2 º B , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",80,78,2019-04-13,50000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,1.0,0,0,,no indicado,1 planta,0,0,31491441,2,,Alosno,"Calle barrios, 58"," Calle barrios, 58 , Alosno , El Andévalo, Huelva ",,"El Andévalo, Huelva",208,,2019-04-13,65000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,2 plantas,0,0,31549339,2,,Paymogo,"Pozo viejo, 16"," Pozo viejo, 16 , Paymogo , El Andévalo, Huelva ",,"El Andévalo, Huelva",200,,2019-04-13,37000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,2.0,1,0,,inmueble exento,planta 1ª exterior,1,0,31839155,4,0,Nerva,Urb. Transporte Nervense," Calle maría cristina, 11 ,1ºB , Urb. Transporte Nervense , Nerva , El Andévalo, Huelva ","Calle maría cristina, 11 ,1ºB","El Andévalo, Huelva",160,145,2019-04-13,120000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,1,,no indicado,,0,0,33074500,2,,El Cerro de Andévalo,"Calle nueva, 24"," Calle nueva, 24 , El Cerro de Andévalo , El Andévalo, Huelva ",,"El Andévalo, Huelva",150,,2019-04-13,55000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de febrero,0,0,1.0,0,0,,no indicado,2 plantas,0,0,33814283,1,,Zalamea la Real,"finca el romerito, 83"," finca el romerito, 83 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",259,,2019-04-13,120000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 2 de diciembre,1,0,1.0,1,0,,inmueble exento,planta 1ª exterior,0,1,33853593,4,0,Villanueva de los Castillejos,"Carretera de huelva, 4"," Carretera de huelva, 4 , Villanueva de los Castillejos , El Andévalo, Huelva ",,"El Andévalo, Huelva",109,100,2019-04-13,70000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 7 de febrero,0,0,1.0,1,0,,no indicado,planta 4ª exterior,0,0,25649337,6,1,Minas de Riotinto,Barriado de los Cantos s/n," Barriado de los Cantos s/n , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",90,85,2019-04-13,50000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Anuncio actualizado el 5 de marzo,0,0,2.0,0,1,,en trámite,1 planta,1,0,34806341,2,,Minas de Riotinto,"Plaza Real, 17"," Plaza Real, 17 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",400,,2019-04-13,140000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de marzo,0,0,1.0,0,0,,,2 plantas,0,0,34931458,2,,Minas de Riotinto,"Calle Mariana Pineda, 7"," Calle Mariana Pineda, 7 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",120,,2019-04-13,30000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de febrero,0,0,2.0,1,1,,no indicado,2 plantas,1,1,35259961,0,,El Cerro de Andévalo,El Cerro de Andévalo s/n," El Cerro de Andévalo s/n , El Cerro de Andévalo , El Andévalo, Huelva ",,"El Andévalo, Huelva",100000,500,2019-04-13,490000,0,8.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 6 de noviembre,0,0,1.0,0,0,,no indicado,1 planta,0,0,35290629,2,,Alosno,"Calle Coso, 9"," Calle Coso, 9 , Alosno , El Andévalo, Huelva ",,"El Andévalo, Huelva",300,,2019-04-13,70000,0,3.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 1 de abril,1,0,2.0,1,1,,,2 plantas,0,0,30366873,7,,Tharsis,"Calle Canovas Tharsis, 10"," Calle Canovas Tharsis, 10 , Tharsis , El Andévalo, Huelva ",,"El Andévalo, Huelva",120,110,2019-04-13,68900,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 18 de febrero,1,0,1.0,0,1,,no indicado,,1,0,31431020,2,,Valverde del Camino,"Calle león, 8"," Calle león, 8 , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",240,,2019-04-13,126000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,0,0,1.0,1,1,,inmueble exento,1 planta,1,1,35509394,7,,El Granado,Camino de La Madrina s/n," Camino de La Madrina s/n , El Granado , El Andévalo, Huelva ",,"El Andévalo, Huelva",9000,104,2019-04-13,130000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 10 de marzo,1,0,2.0,1,0,,en trámite,planta 1ª exterior,0,0,36651516,4,0,Valverde del Camino,"Calle Real de Arriba, 86"," Calle Real de Arriba, 86 , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",140,,2019-04-13,120000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 16 de diciembre,0,1,1.0,1,0,,en trámite,planta 1ª exterior,0,0,37211110,4,0,Villanueva de los Castillejos,- s/n," - s/n , Villanueva de los Castillejos , El Andévalo, Huelva ",,"El Andévalo, Huelva",130,,2019-04-13,60000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 19 de noviembre,1,0,2.0,1,0,,inmueble exento,1 planta,0,1,37648136,1,,Zalamea la Real,"Diseminado Pozuelo, 35"," Diseminado Pozuelo, 35 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",10000,100,2019-04-13,118000,0,3.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 25 de marzo,0,0,1.0,0,0,,no indicado,1 planta,0,0,37960294,3,,Zalamea la Real,"Barrio el Rocio, 7"," Barrio el Rocio, 7 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",120,,2019-04-13,58500,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,en trámite,1 planta,0,0,37974033,2,,Calañas,"La Fuente, 11"," La Fuente, 11 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",70,50,2019-04-13,40000,0,2.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de febrero,0,0,2.0,1,1,,no indicado,2 plantas,0,0,38043422,2,,Minas de Riotinto,"La Dehesa, 3"," La Dehesa, 3 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",100,,2019-04-13,54000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 2 de abril,1,0,2.0,0,0,,no indicado,3 plantas,0,0,35214080,3,,Calañas,"Calle Poetisa Isabel Tejero, 24"," Calle Poetisa Isabel Tejero, 24 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",180,144,2019-04-13,113300,0,4.0,1,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 15 de diciembre,1,0,2.0,1,1,,no indicado,,1,0,38536918,2,,Sanlucar de Guadiana,"Calle de las Piedras, 12"," Calle de las Piedras, 12 , Sanlucar de Guadiana , El Andévalo, Huelva ",,"El Andévalo, Huelva",400,,2019-04-13,220000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,1.0,0,0,,no indicado,bajo exterior,0,0,39233037,4,0,Nerva,"Avenida de la Reú, 30"," Avenida de la Reú, 30 , Nerva , El Andévalo, Huelva ",,"El Andévalo, Huelva",140,,2019-04-13,52000,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 3 de febrero,1,0,2.0,0,0,,no indicado,,0,0,39468730,2,,El Campillo,"Calle Don Manuel Centeno, 49"," Calle Don Manuel Centeno, 49 , El Campillo , El Andévalo, Huelva ",,"El Andévalo, Huelva",100,84,2019-04-13,70000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de febrero,0,0,2.0,0,0,,no indicado,2 plantas,0,0,39664654,5,,Zalamea la Real,"Calle Buit Abajo, 9"," Calle Buit Abajo, 9 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",100,,2019-04-13,24750,0,2.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 8 de abril,0,0,2.0,1,1,,no indicado,1 planta,1,1,31305369,7,,Alosno,h-9011 s/n," h-9011 s/n , Alosno , El Andévalo, Huelva ",,"El Andévalo, Huelva",9999,90,2019-04-13,75000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Anuncio actualizado el 20 de febrero,0,0,1.0,0,0,,no indicado,1 planta,1,0,39974767,1,,Valverde del Camino,"Sapu el Saltillo Sur, 31 B"," Sapu el Saltillo Sur, 31 B , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",1164,,2019-04-13,115000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de diciembre,0,0,1.0,0,0,,,1 planta,0,0,40481326,3,,Calañas,"Calle Solana, 3"," Calle Solana, 3 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",92,,2019-04-13,60000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,1,1.0,1,0,,no indicado,bajo exterior,0,0,40522478,4,1,Minas de Riotinto,Urb. Los Cantos," Avenida Ricardo Baroja, 6 , Urb. Los Cantos , Minas de Riotinto , El Andévalo, Huelva ","Avenida Ricardo Baroja, 6","El Andévalo, Huelva",86,,2019-04-13,35000,0,3.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,0,0,1.0,0,0,,no indicado,3 plantas,0,0,40573369,3,,Calañas,"Don Blas Vazquez Caballero, 10"," Don Blas Vazquez Caballero, 10 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",67,,2019-04-13,30000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,1,0,,no indicado,1 planta,0,0,81261808,2,,Minas de Riotinto,"Calle Trafalgar, 9"," Calle Trafalgar, 9 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",110,95,2019-04-13,36000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,1,1.0,1,1,,no indicado,1 planta,0,1,81330235,7,,Valverde del Camino,Sapu el Saltillo Sur s/n," Sapu el Saltillo Sur s/n , Valverde del Camino , El Andévalo, Huelva ",,"El Andévalo, Huelva",1163,100,2019-04-13,104900,0,3.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 31 de marzo,0,0,1.0,1,0,,,2 plantas,0,0,36317264,2,,Calañas,"Don Blas Vazquez Caballero, 19"," Don Blas Vazquez Caballero, 19 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",160,120,2019-04-13,36500,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 25 de marzo,1,0,1.0,1,0,2004,no indicado,1 planta,0,1,81621828,1,,Valverde del Camino,Urb. LOS PINOS," Puente Sapu los Pinos, 2 , Urb. LOS PINOS , Valverde del Camino , El Andévalo, Huelva ","Puente Sapu los Pinos, 2","El Andévalo, Huelva",1000,,2019-04-13,190000,0,3.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 24 de febrero,0,0,3.0,0,0,,no indicado,2 plantas,1,0,81888861,3,,Alosno,"San Juan del Puerto, 16"," San Juan del Puerto, 16 , Alosno , El Andévalo, Huelva ",,"El Andévalo, Huelva",130,,2019-04-13,105000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 9 de abril,0,1,2.0,1,0,,no indicado,2 plantas,1,0,81921191,1,,Villanueva de los Castillejos,"Calle Molino, 2"," Calle Molino, 2 , Villanueva de los Castillejos , El Andévalo, Huelva ",,"El Andévalo, Huelva",150,140,2019-04-13,130000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
más de 5 meses sin actualizar,0,0,1.0,0,0,,no indicado,1 planta,0,0,82202932,3,,Calañas,"Calle de Zamora, 8"," Calle de Zamora, 8 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",90,,2019-04-13,60000,0,2.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,1.0,1,0,,en trámite,1 planta,0,0,82293113,3,,San Bartolomé de la Torre,"Pozo El Pozo, 11"," Pozo El Pozo, 11 , San Bartolomé de la Torre , El Andévalo, Huelva ",,"El Andévalo, Huelva",160,120,2019-04-13,85700,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,1,0,2.0,0,0,,no indicado,2 plantas,0,0,82424435,1,,Zalamea la Real,"Calle Ancha, 25"," Calle Ancha, 25 , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",120,100,2019-04-13,85000,0,5.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,1 planta,0,0,82475165,2,,Nerva,"Calle General Silvestre, 4"," Calle General Silvestre, 4 , Nerva , El Andévalo, Huelva ",,"El Andévalo, Huelva",78,,2019-04-13,42000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 10 de marzo,0,0,1.0,0,1,2016,no indicado,2 plantas,0,0,82626624,0,,Sanlucar de Guadiana,Urb. parcela 120," Calle rivera de la golondrina, 5 , Urb. parcela 120 , Sanlucar de Guadiana , El Andévalo, Huelva ","Calle rivera de la golondrina, 5","El Andévalo, Huelva",21800,,2019-04-13,150000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 24 de diciembre,1,0,1.0,1,1,,no indicado,1 planta,0,0,82690516,7,,Zalamea la Real,Urb. El Pozuelo," Calle de Abajo, 1 , Urb. El Pozuelo , Zalamea la Real , El Andévalo, Huelva ","Calle de Abajo, 1","El Andévalo, Huelva",70,60,2019-04-13,37200,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,,,0,0,82839264,3,,Zalamea la Real,Zalamea s/n," Zalamea s/n , Zalamea la Real , El Andévalo, Huelva ",,"El Andévalo, Huelva",500,120,2019-04-13,245000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 11 de marzo,0,1,1.0,1,0,,en trámite,planta 4ª exterior,1,0,82932636,4,1,El Campillo,"Los Cantos, 3 Bloque"," Los Cantos, 3 Bloque , El Campillo , El Andévalo, Huelva ",,"El Andévalo, Huelva",90,,2019-04-13,60000,0,3.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,1,1,,no indicado,2 plantas,1,0,82945502,7,,El Campillo,"Calle Camino, 20"," Calle Camino, 20 , El Campillo , El Andévalo, Huelva ",,"El Andévalo, Huelva",87,,2019-04-13,50000,0,3.0,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,planta 1ª,0,0,36530714,4,0,Nerva,Calle calvario," Calle calvario , Nerva , El Andévalo, Huelva ",,"El Andévalo, Huelva",97,,2019-04-13,34471,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 27 de marzo,0,0,1.0,0,0,,,,0,0,38662192,1,,Paymogo,Calle nueva," Calle nueva , Paymogo , El Andévalo, Huelva ",,"El Andévalo, Huelva",65,,2019-04-13,31768,0,1.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 21 de noviembre,0,0,2.0,0,0,,no indicado,,1,1,83097286,5,,San Bartolomé de la Torre,"Finca Agua de Verano, 2"," Finca Agua de Verano, 2 , San Bartolomé de la Torre , El Andévalo, Huelva ",,"El Andévalo, Huelva",8250,220,2019-04-13,195000,0,8.0,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 17 de enero,1,0,2.0,1,0,,no indicado,1 planta,1,0,83892078,1,,El Campillo,"Cervantes, 122"," Cervantes, 122 , El Campillo , El Andévalo, Huelva ",,"El Andévalo, Huelva",280,,2019-04-13,155000,0,3.0,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Anuncio actualizado el 24 de febrero,0,0,1.0,0,1,,no indicado,1 planta,1,0,84231658,2,,Villanueva de los Castillejos,"Calle Chica, 21"," Calle Chica, 21 , Villanueva de los Castillejos , El Andévalo, Huelva ",,"El Andévalo, Huelva",180,,2019-04-13,45000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,2.0,0,0,,no indicado,2 plantas,0,0,84234298,3,,Calañas,"Doctor Miguel Marquez, 6"," Doctor Miguel Marquez, 6 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",82,,2019-04-13,98000,0,3.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,0,1.0,0,0,,no indicado,,0,0,39992383,2,,Calañas,"Calle Santa Clara, 1"," Calle Santa Clara, 1 , Calañas , El Andévalo, Huelva ",,"El Andévalo, Huelva",69,,2019-04-13,40000,0,2.0,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Anuncio actualizado el 7 de abril,0,1,2.0,1,0,,no indicado,2 plantas,0,0,84414618,1,,Nerva,"Calle Pacífico, 7"," Calle Pacífico, 7 , Nerva , El Andévalo, Huelva ",,"El Andévalo, Huelva",208,,2019-04-13,134000,0,4.0,1,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Anuncio actualizado el 25 de febrero,0,0,2.0,1,0,,no indicado,,0,0,32084669,1,,Minas de Riotinto,"Calle jose marquez, 3"," Calle jose marquez, 3 , Minas de Riotinto , El Andévalo, Huelva ",,"El Andévalo, Huelva",100,,2019-04-13,53000,0,4.0,1,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Anuncio actualizado el 9 de abril,0,0,2.0,0,0,,no indicado,2 plantas,0,0,83935383,2,,Alosno,"Calle Vallegrande, 36"," Calle Vallegrande, 36 , Alosno , El Andévalo, Huelva ",,"El Andévalo, Huelva",100,,2019-04-13,39000,0,4.0,0,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
